class_id,class_label,n,top_head,top_abs_grad,objective_logit_mean,status
5,label_Hqql,256,L2_ch128:160,1.8701085895299911,3.180993527173996,ok
9,label_Tbl,256,L2_ch128:160,1.5447233319282532,3.13112074136734,ok
4,label_H4q,256,L0_ch0:8,1.1570508629083633,0.5722464388236403,ok
0,label_QCD,256,L2_ch64:96,0.9094665572047234,-1.5193215757608414,ok
7,label_Wqq,256,L1_ch16:32,1.659661129117012,-0.06911192554980516,ok
6,label_Zqq,256,L1_ch16:32,1.0984360873699188,-0.37066845037043095,ok
2,label_Hcc,256,L1_ch112:128,1.2413812056183815,-0.00981896324083209,ok
