patch,layer,group,n,pred_counts,true_counts,acc,delta_pred_logit,kl,logit_rel,top1_match,base_acc,patch_acc,neurons,score_sum
baseline,,,2560,"[1534, 45, 106, 3, 41, 7, 771, 34, 1, 18]","[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.10507812350988388,,,,,,,,
pair_embed_zero,,pair_bias,,,,,-0.10492515563964844,0.9267447590827942,0.6141067147254944,0.6910156607627869,0.10507812350988388,0.07968749850988388,,
particle_block_skip,0,block,,,,,-0.09935307502746582,0.9152482151985168,0.7998905181884766,0.657421886920929,0.10507812350988388,0.08984375,,
particle_block_skip,1,block,,,,,-0.002454042434692383,0.34428420662879944,0.4427599310874939,0.7730469107627869,0.10507812350988388,0.11250000447034836,,
particle_block_skip,2,block,,,,,0.08510327339172363,0.1618787795305252,0.34774482250213623,0.834765613079071,0.10507812350988388,0.091796875,,
particle_block_skip,3,block,,,,,0.0012218952178955078,0.2513146698474884,0.33232563734054565,0.798828125,0.10507812350988388,0.09375,,
particle_block_skip,4,block,,,,,0.3248560428619385,0.1752258986234665,0.2982718348503113,0.8062500357627869,0.10507812350988388,0.11835937947034836,,
particle_block_skip,5,block,,,,,0.27154088020324707,0.14747664332389832,0.30223727226257324,0.8265625238418579,0.10507812350988388,0.11562500149011612,,
particle_block_skip,6,block,,,,,-0.12721896171569824,0.3156593441963196,0.4203052818775177,0.787109375,0.10507812350988388,0.08554687350988388,,
particle_block_skip,7,block,,,,,0.07958102226257324,0.37120914459228516,0.36424684524536133,0.74609375,0.10507812350988388,0.08515625447034836,,
cls_block_zero,0,cls_block,,,,,3.660468578338623,2.0935235023498535,0.8692742586135864,0.28828126192092896,0.10507812350988388,0.10117187350988388,,
cls_block_zero,1,cls_block,,,,,3.411299705505371,1.158884882926941,0.8757516145706177,0.5992187857627869,0.10507812350988388,0.10000000149011612,,
mlp_top_group_zero,0,top32,,,,,-0.09305548667907715,0.02623850107192993,0.11599178612232208,0.9359375238418579,0.10507812350988388,0.10234375298023224,"[168, 68, 2, 18, 466, 268, 65, 468, 318, 324, 338, 447, 412, 251, 409, 104, 389, 388, 337, 80, 132, 242, 21, 29, 58, 348, 373, 12, 367, 275, 92, 358]",181.36453247070312
mlp_top_group_zero,1,top32,,,,,0.03244662284851074,0.037824638187885284,0.1378139853477478,0.9175781607627869,0.10507812350988388,0.10664062947034836,"[143, 393, 198, 252, 246, 137, 412, 305, 122, 210, 121, 53, 215, 410, 54, 423, 268, 70, 322, 281, 187, 76, 449, 415, 438, 134, 254, 309, 375, 433, 364, 251]",185.84739685058594
mlp_top_group_zero,2,top32,,,,,-0.042150259017944336,0.01904846541583538,0.10455790162086487,0.9457031488418579,0.10507812350988388,0.10546875,"[171, 206, 434, 508, 30, 214, 47, 61, 32, 325, 448, 117, 78, 164, 180, 198, 303, 355, 277, 322, 425, 109, 60, 496, 63, 401, 453, 383, 306, 469, 475, 137]",140.8289337158203
mlp_top_group_zero,3,top32,,,,,-0.11335492134094238,0.024863114580512047,0.12848597764968872,0.938671886920929,0.10507812350988388,0.10859375447034836,"[282, 283, 153, 274, 219, 296, 109, 360, 350, 445, 290, 342, 413, 252, 457, 265, 422, 298, 55, 73, 301, 227, 193, 1, 401, 116, 266, 17, 88, 151, 420, 175]",161.2147674560547
mlp_top_group_zero,4,top32,,,,,-0.11550021171569824,0.013429847545921803,0.09220534563064575,0.9546875357627869,0.10507812350988388,0.10664062947034836,"[223, 292, 119, 42, 178, 20, 233, 28, 147, 413, 99, 263, 365, 107, 440, 115, 331, 287, 423, 33, 476, 314, 457, 497, 439, 145, 428, 459, 201, 225, 363, 17]",169.08831787109375
mlp_top_group_zero,5,top32,,,,,0.011723756790161133,0.011472255922853947,0.07645852863788605,0.9574218988418579,0.10507812350988388,0.10546875,"[393, 73, 242, 402, 491, 447, 52, 243, 448, 36, 468, 16, 281, 350, 120, 212, 309, 409, 479, 74, 181, 301, 96, 307, 8, 217, 414, 501, 469, 276, 440, 160]",172.07244873046875
mlp_top_group_zero,6,top32,,,,,-0.00135040283203125,0.009981407783925533,0.07977691292762756,0.9585937857627869,0.10507812350988388,0.10039062798023224,"[11, 296, 82, 38, 387, 185, 285, 155, 191, 391, 78, 302, 286, 195, 419, 262, 350, 96, 20, 110, 341, 288, 188, 43, 21, 258, 384, 36, 59, 138, 115, 295]",221.34466552734375
mlp_top_group_zero,7,top32,,,,,0.07494688034057617,0.02391878142952919,0.1317722201347351,0.932812511920929,0.10507812350988388,0.10312499850988388,"[247, 447, 442, 459, 489, 64, 239, 219, 187, 85, 111, 370, 36, 333, 348, 452, 475, 368, 143, 208, 421, 213, 495, 227, 406, 224, 356, 425, 483, 1, 256, 405]",405.7221984863281
