objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,4,16,1.4262946359813213,1.4262946359813213,5.705178543925285,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,4,16,1.4262946359813213,1.4262946359813213,5.705178543925285,0.25
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,2,16,1.1333873458206654,1.1333873458206654,4.533549383282661,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,2,16,1.1333873458206654,1.1333873458206654,4.533549383282661,0.25
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,4,16,1.0769335273653269,1.0769335273653269,-4.3077341094613075,-0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,4,16,1.0769335273653269,1.0769335273653269,-4.3077341094613075,-0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,4,16,1.0639440938830376,1.0639440938830376,4.25577637553215,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,4,16,1.0639440938830376,1.0639440938830376,4.25577637553215,0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,79,16,0.9053216725587845,0.9053216725587845,3.719868004322052,0.24337467551231384
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,79,16,0.9053216725587845,0.9053216725587845,3.719868004322052,0.24337467551231384
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,2,16,0.7240052167326212,0.7240052167326212,2.8960208669304848,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,2,16,0.7240052167326212,0.7240052167326212,2.8960208669304848,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,2,16,0.724005214869976,0.724005214869976,2.896020859479904,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,2,16,0.724005214869976,0.724005214869976,2.896020859479904,0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,2,16,-0.5590982879512012,0.5613940958864987,2.236393151804805,-0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,2,16,-0.5590982879512012,0.5613940958864987,2.236393151804805,-0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,103,16,0.550153308082372,0.5609962712042034,-2.564626744017005,-0.21451593935489655
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,103,16,0.550153308082372,0.5609962712042034,-2.564626744017005,-0.21451593935489655
