objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,32,1.051061075180769,2.535425417125225,17.01181897521019,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,32,1.051061075180769,2.535425417125225,17.01181897521019,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,32,1.1348452118691057,1.2419856935739517,5.302901275455952,0.41520100831985474
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,32,1.1348452118691057,1.2419856935739517,5.302901275455952,0.41520100831985474
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,32,0.9208605792373419,2.2032068111002445,15.122325360774994,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,32,0.9208605792373419,2.2032068111002445,15.122325360774994,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,32,0.8370764558203518,1.1515080127865076,5.045267932116985,0.41520100831985474
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,32,0.8370764558203518,1.1515080127865076,5.045267932116985,0.41520100831985474
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,32,0.19970236718654633,2.3061600998044014,14.413219958543777,0.1767766922712326
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,32,0.19970236718654633,2.3061600998044014,14.413219958543777,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,32,0.19970237277448177,2.3061600662767887,14.413219839334488,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,32,0.19970237277448177,2.3061600662767887,14.413219839334488,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,32,0.19428164139389992,2.2545088175684214,13.694108486175537,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,32,0.19428164139389992,2.2545088175684214,13.694108486175537,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,32,0.2834864701144397,0.6556180771440268,4.107201591134071,0.41520100831985474
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,32,0.2834864701144397,0.6556180771440268,4.107201591134071,0.41520100831985474
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,32,0.28348647337406874,0.6556180473417044,4.107201650738716,0.41520100831985474
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,32,0.28348647337406874,0.6556180473417044,4.107201650738716,0.41520100831985474
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,32,0.11049754334817408,0.6189720369875431,3.981796607375145,0.41520100831985474
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,32,0.11049754334817408,0.6189720369875431,3.981796607375145,0.41520100831985474
