objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.3118712101131678,2.0414775162935257,5.536451742053032,0.629873514175415
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.3118712101131678,2.0414775162935257,5.536451742053032,0.629873514175415
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.318266673013568,1.3917303495109081,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.318266673013568,1.3917303495109081,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,1.0842219032347202,1.5655935369431973,4.286255449056625,0.629873514175415
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,1.0842219032347202,1.5655935369431973,4.286255449056625,0.629873514175415
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,1.07782644033432,1.1183441057801247,12.244611322879791,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,1.07782644033432,1.1183441057801247,12.244611322879791,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.49913034960627556,1.534505721181631,4.459864675998688,0.629873514175415
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.49913034960627556,1.534505721181631,4.459864675998688,0.629873514175415
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5509550203569233,1.224869467318058,4.465193569660187,0.629873514175415
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5509550203569233,1.224869467318058,4.465193569660187,0.629873514175415
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5509550124406815,1.224869478493929,4.465193569660187,0.629873514175415
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5509550124406815,1.224869478493929,4.465193569660187,0.629873514175415
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5445595625787973,1.0860127918422222,13.04635339975357,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5445595625787973,1.0860127918422222,13.04635339975357,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5445595663040876,1.0860127657651901,13.046353578567505,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5445595663040876,1.0860127657651901,13.046353578567505,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.5055258478969336,0.9392230920493603,13.733709633350372,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.5055258478969336,0.9392230920493603,13.733709633350372,0.3535533845424652
