objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.4825636241585016,1.7873131707310677,3.8858632892370224,0.7026476860046387
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.4825636241585016,1.7873131707310677,3.8858632892370224,0.7026476860046387
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,1.3929347805678844,2.0325378850102425,4.286255449056625,0.7026476860046387
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,1.3929347805678844,2.0325378850102425,4.286255449056625,0.7026476860046387
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.441032499074936,1.4916309341788292,12.390792787075043,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.441032499074936,1.4916309341788292,12.390792787075043,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,1.4344658879563212,1.4914634451270103,12.244611322879791,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,1.4344658879563212,1.4914634451270103,12.244611322879791,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.46610088809393346,1.4588738791644573,3.398632898926735,0.7026476860046387
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.46610088809393346,1.4588738791644573,3.398632898926735,0.7026476860046387
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.46610088157467544,1.4588738195598125,3.3986328691244125,0.7026476860046387
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.46610088157467544,1.4588738195598125,3.3986328691244125,0.7026476860046387
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5076320245862007,0.9292909242212772,10.926661312580109,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5076320245862007,0.9292909242212772,10.926661312580109,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5076320124790072,0.9292909279465675,10.926661372184753,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5076320124790072,0.9292909279465675,10.926661372184753,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.3595324899069965,1.2974378913640976,3.026260942220688,0.7026476860046387
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.3595324899069965,1.2974378913640976,3.026260942220688,0.7026476860046387
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.31800136994570494,0.776531532406807,11.212731897830963,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.31800136994570494,0.776531532406807,11.212731897830963,0.3535533845424652
