objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,2.3365437760949135,2.3446964249014854,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,2.3365437760949135,2.3446964249014854,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,2.2033693827688694,2.707467831671238,5.536451742053032,0.7020108699798584
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,2.2033693827688694,2.707467831671238,5.536451742053032,0.7020108699798584
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,2.10162852704525,2.326560288667679,4.199307933449745,0.7020108699798584
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,2.10162852704525,2.326560288667679,4.199307933449745,0.7020108699798584
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,1.968454271554947,2.0974096581339836,10.83045220375061,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,1.968454271554947,2.0974096581339836,10.83045220375061,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.6205560080707073,1.8245541751384735,3.6158626824617386,0.7020108699798584
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.6205560080707073,1.8245541751384735,3.6158626824617386,0.7020108699798584
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.6205559968948364,1.824554167687893,3.615862727165222,0.7020108699798584
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.6205559968948364,1.824554167687893,3.615862727165222,0.7020108699798584
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4873815942555666,1.4572443328797817,9.67062395811081,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4873815942555666,1.4572443328797817,9.67062395811081,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4873815719038248,1.4572443217039108,9.670624077320099,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4873815719038248,1.4572443217039108,9.670624077320099,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.4516845792531967,1.1945461295545101,10.692820727825165,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.4516845792531967,1.1945461295545101,10.692820727825165,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.3185101319104433,1.5785124152898788,3.4564788192510605,0.7020108699798584
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.3185101319104433,1.5785124152898788,3.4564788192510605,0.7020108699798584
