module,head,pair_role,n_total,A_Hqql_correct_n,A_Hqql_correct_mean,A_Hqql_correct_freq,B_Hqql_to_Tbl_n,B_Hqql_to_Tbl_mean,B_Hqql_to_Tbl_freq,C_Tbl_correct_n,C_Tbl_correct_mean,C_Tbl_correct_freq,D_Tbl_to_Hqql_n,D_Tbl_to_Hqql_mean,D_Tbl_to_Hqql_freq,trigger_score,loss_score,tbl_like_score,anomaly_score,freq_trigger_score
mod.blocks.3.attn,2,charged_hadron<-charged_hadron,40886,21029,0.5874032160323301,4.2058,6209,0.6034207834840724,3.1045,8215,0.544443341211727,1.643,5433,0.47833976048901444,2.7165,0.049726538153933686,-0.06736668518853739,1.6902243527918064,0.002932744033377203,-1.1013000000000002
mod.blocks.7.attn,5,charged_hadron<-charged_hadron,17687,8268,0.5022086784528342,1.6536,2642,0.5396677959346573,1.321,3862,0.5085113531008463,0.7724,2915,0.4567557363424252,1.4575,0.04948349419348827,-0.06194239666794262,0.6717434974462179,0.001541729658056637,-0.3326
mod.blocks.5.attn,1,photon<-charged_hadron,7848,2244,0.3136019642180938,0.4488,1223,0.39258352567792815,0.6115,3793,0.4301604492083534,0.7586,588,0.3089848431017326,0.294,0.04829722483268872,-0.03544692478317366,0.21708653721319804,0.0018148611242696992,0.16270000000000007
mod.blocks.7.attn,1,charged_hadron<-electron,19548,7841,0.7311813573575935,1.5682,2670,0.7672107103779522,1.335,5450,0.6962443651901472,1.09,3587,0.6935222439150109,1.7935,0.048099186282178866,-0.05650123140652651,0.9294862275288465,0.0034134234569536395,-0.23320000000000007
mod.blocks.3.attn,4,charged_hadron<-charged_hadron,45155,20712,0.7115070657821155,4.1424,6745,0.7254975981806012,3.3725,10586,0.6724726288086207,2.1172,7112,0.6401369967052652,3.556,0.047183070513892984,-0.05795438140748712,2.267913940657073,0.0025018808688751734,-0.7699000000000003
mod.cls_blocks.1.attn,2,CLS<-electron,4223,1049,0.32681910182899837,0.2098,603,0.4789760633880868,0.3015,2168,0.38336868458683504,0.4336,403,0.18940563009596034,0.2015,0.04587532391006516,-0.03192253053509675,0.11558565840293077,0.004386019470699721,0.0917
mod.blocks.6.attn,3,photon<-charged_hadron,8233,5671,0.46737490451182456,1.1342,2246,0.5081799757846848,1.123,174,0.483065753061881,0.0348,142,0.42212650074925223,0.071,0.04582409503942201,-0.04628111183767805,0.5424828406884924,0.0011508365288909722,-0.011200000000000099
mod.blocks.5.attn,0,charged_hadron<-charged_hadron,22865,9949,0.5530748705322844,1.9898,2951,0.5825497422358498,1.4755,7062,0.6002200822871051,1.4124,2903,0.49351300434679396,1.4515,0.04349017319861065,-0.05864909971575429,0.8334795579233691,0.0007684861493074413,-0.5143
mod.blocks.6.attn,0,photon<-charged_hadron,15756,6938,0.5255322674099806,1.3876,2186,0.5653000079293046,1.093,4230,0.5178415901307237,0.846,2402,0.4741395185023025,1.201,0.043466140387621095,-0.05518171674461394,0.566000858012881,0.0020628342506074904,-0.2946
mod.cls_blocks.1.attn,6,CLS<-neutral_hadron,11234,4025,0.09295855071451323,0.805,1605,0.14705316801194518,0.8025,4093,0.07009333731114939,0.8186,1511,0.16119704752193198,0.7555,0.04341093038118914,-0.04354616692443272,0.05624990319219739,0.003340897852700349,-0.0025000000000000577
mod.cls_blocks.1.attn,6,CLS<-muon,5060,1365,0.5152579676353902,0.273,560,0.6684259152811775,0.28,2374,0.6512443637310603,0.4748,761,0.757663230746482,0.3805,0.04288702534082043,-0.041814849707299914,0.1823484218446969,0.0007368656367244861,0.007000000000000006
mod.blocks.7.attn,6,charged_hadron<-neutral_hadron,3084,600,0.6538920562962691,0.12,1018,0.7376127320036204,0.509,1125,0.7167919299072689,0.225,341,0.6613172977900575,0.1705,0.04261382393504182,-0.010046481084882156,0.3648470923227999,0.0008872539947202728,0.389
mod.blocks.0.attn,0,charged_hadron<-neutral_hadron,11992,4476,0.5257145274959845,0.8952,1267,0.5919333703774774,0.6335,3742,0.602133742895501,0.7484,2507,0.5551520745843161,1.2535,0.04194963696542577,-0.05927910814751247,0.36852785414396394,0.00042790192404319754,-0.26170000000000004
mod.blocks.1.attn,0,charged_hadron<-neutral_hadron,6609,1687,0.5425003533824068,0.3374,772,0.651173210630454,0.386,2779,0.6193103381908811,0.5558,1371,0.5879774356110091,0.6855,0.041947722897746224,-0.03666622203549112,0.2390537905416801,0.0013365749438214378,0.04860000000000003
mod.blocks.5.attn,6,charged_hadron<-photon,2454,650,0.5062812565152461,0.13,896,0.5992667428384136,0.448,776,0.5512312456927041,0.1552,132,0.4862914710785403,0.066,0.04165749787277904,-0.012088113222011775,0.24695159807033143,0.0020010386201652786,0.318
mod.blocks.0.attn,0,neutral_hadron<-charged_hadron,8066,3751,0.502207152904971,0.7502,1397,0.5616602079200165,0.6985,2069,0.5320351082973863,0.4138,849,0.469458700279465,0.4245,0.04152795892800928,-0.04460168187228713,0.37162652314572436,0.0012302699203667682,-0.05169999999999997
mod.blocks.5.attn,4,charged_hadron<-charged_hadron,23971,10160,0.6176254001893396,2.032,3567,0.6407021968002776,1.7835,6826,0.6225995214417502,1.3652,3418,0.5565123555515857,1.709,0.041157466755607885,-0.04689205071342597,1.1104062464913615,0.000745060259256153,-0.24849999999999994
mod.blocks.0.attn,0,charged_hadron<-muon,4699,2018,0.5800124457543504,0.4036,1089,0.6525276825995047,0.5445,1318,0.670648960280762,0.2636,274,0.547799738926174,0.137,0.03948454646218649,-0.029267149590704263,0.34543428747798566,0.0007155104305597899,0.14089999999999997
mod.blocks.5.attn,3,charged_hadron<-photon,2219,925,0.31272843032269865,0.185,858,0.40474912737841373,0.429,314,0.7123641074178325,0.0628,122,0.5648199003495153,0.061,0.03947687903690177,-0.01702382895530729,0.04167054920842883,0.012143679356955088,0.244
mod.blocks.0.attn,1,photon<-charged_hadron,12356,5556,0.1852452520501,1.1112,1591,0.23447304505604308,0.7955,4067,0.2305529085378375,0.8134,1142,0.17015563054646377,0.571,0.039160709336227714,-0.054701923588203936,0.18340483874184974,0.00015351532674778048,-0.3157
mod.blocks.5.attn,5,charged_hadron<-photon,9678,4285,0.531275902394653,0.857,1794,0.5748954850478448,0.897,2606,0.5964566736338418,0.5212,993,0.5616832108265923,0.4965,0.03912676563991302,-0.03738198233378535,0.4963408639262775,0.0008436195727222715,0.040000000000000036
mod.blocks.7.attn,7,charged_hadron<-muon,20243,9308,0.6182409037412058,1.8616,2651,0.6477150854660583,1.3255,5667,0.6800283506073522,1.1334,2617,0.6680515392914409,1.3085,0.03906802787629199,-0.05486913669898541,0.815715112840475,0.0012624155433140865,-0.5361
mod.blocks.1.attn,0,neutral_hadron<-charged_hadron,5898,2474,0.5063996469434847,0.4948,1056,0.5803570867600766,0.528,1684,0.541099808375725,0.3368,684,0.45104985895474053,0.342,0.039049528223160504,-0.036594141221249654,0.2857006988223828,0.001532978200234205,0.03320000000000001
mod.blocks.7.attn,7,charged_hadron<-electron,17142,7772,0.5986476947088034,1.5544,2318,0.6320837122790766,1.159,4774,0.6811755734835652,0.9548,2278,0.6604964605698573,1.139,0.038752344363946575,-0.05197294571123258,0.6756875553954474,0.0019024247108634115,-0.3954
mod.blocks.6.attn,0,charged_hadron<-electron,5191,2083,0.69683344956922,0.4166,1410,0.7513638098611899,0.705,1372,0.6678595100651677,0.2744,326,0.6211798574112676,0.163,0.038443904005838775,-0.02271734809763466,0.4708409545959432,0.0032102312854330574,0.28839999999999993
mod.blocks.6.attn,0,charged_hadron<-muon,5578,2131,0.6949874227425125,0.4262,1458,0.7475025886452574,0.729,1585,0.6638986132310392,0.317,404,0.6176730618987343,0.202,0.03828355594310108,-0.022381963707749905,0.48398208904542755,0.0032006574698358724,0.30279999999999996
mod.blocks.7.attn,5,charged_hadron<-photon,12489,3213,0.518711403819248,0.6426,1581,0.5654419804961526,0.7905,5939,0.4953753469462627,1.1878,1756,0.4156212718194194,0.878,0.036940520863093095,-0.0300290685725789,0.39159421176102066,0.0025882979384564066,0.14790000000000003
mod.cls_blocks.0.attn,5,CLS<-charged_hadron,57014,22993,0.07513713298768657,4.5986,7944,0.08436299198141091,3.972,18203,0.08850177796928478,3.6406,7874,0.06951071331142653,3.937,0.036645111923073084,-0.042426035168540766,0.3186505462063291,0.00015166627575128463,-0.6266000000000003
mod.blocks.6.attn,6,charged_hadron<-photon,5823,2757,0.4997208140301324,0.5514,1289,0.5564276627947694,0.6445,1167,0.6157553659715301,0.2334,610,0.46999561522827776,0.305,0.036547564028808543,-0.03126815640882084,0.3203809239738066,0.002168283030534811,0.09309999999999996
mod.blocks.0.attn,3,photon<-photon,2106,721,0.3930333204639768,0.1442,762,0.48830682086193655,0.381,450,0.7718871821959813,0.09,173,0.6432402350999027,0.0865,0.03629920365162266,-0.013738438757385793,0.07800078108012679,0.01029374128766523,0.2368
mod.blocks.4.attn,6,photon<-neutral_hadron,5656,781,0.48683175286242353,0.1562,885,0.5685719930687867,0.4425,2800,0.5449850663968495,0.56,1190,0.4618720721672563,0.595,0.0361700562913157,-0.012767825520233927,0.2411558918806059,0.0008531404654631035,0.2863
mod.blocks.2.attn,5,charged_hadron<-charged_hadron,16611,7842,0.5266549467690834,1.5684,2710,0.5533240730857057,1.355,3804,0.5316319022206227,0.7608,2255,0.46133262891727117,1.1275,0.03613666615902325,-0.04182785771499046,0.7203612275089438,0.0007838827368159955,-0.21340000000000003
mod.blocks.1.attn,4,photon<-photon,5194,1754,0.4462035928036223,0.3508,969,0.520466218176764,0.4845,2029,0.44962273172376893,0.4058,442,0.4129274597062784,0.221,0.03598024199328713,-0.026051328980898094,0.21784221352016603,0.00254896578622692,0.13369999999999999
mod.blocks.0.attn,1,charged_hadron<-photon,10843,3154,0.18559449983166604,0.6308,1259,0.24270529665697937,0.6295,4222,0.22261909604220806,0.8444,2208,0.16311593043307462,1.104,0.035951246601534745,-0.036025490637407655,0.14013872095856997,0.0007221239515895424,-0.0013000000000000789
mod.blocks.5.attn,6,charged_hadron<-charged_hadron,38262,17368,0.5781639638467971,3.4736,4332,0.5943769789812527,2.166,10276,0.5974065601468991,2.0552,6286,0.5583968936278112,3.143,0.03511739078123085,-0.056317529371045005,1.2808584636686033,0.00010639098569745916,-1.3075999999999999
mod.blocks.7.attn,6,charged_hadron<-photon,6022,1332,0.5436194067759378,0.2664,973,0.6144780651240285,0.4865,3054,0.6969719879285291,0.6108,663,0.615591667468911,0.3315,0.03447273728634612,-0.01887674658393136,0.2588102852384503,0.002843791328559667,0.22009999999999996
mod.blocks.1.attn,0,photon<-charged_hadron,9026,3215,0.46878566052272197,0.643,1515,0.5139986968571597,0.7575,3129,0.5196158948008265,0.6258,1167,0.4432401382575816,0.5835,0.03424887502333659,-0.029071982363043467,0.38509898542697085,0.00019238271035398663,0.11449999999999994
mod.blocks.6.attn,0,charged_hadron<-photon,6988,1783,0.5012046662914038,0.3566,1004,0.5693073675214532,0.502,3399,0.5355630271634343,0.6798,802,0.4898724051707998,0.401,0.03418755601748478,-0.0242854232586356,0.268852639636044,0.0011536365262628427,0.14540000000000003
mod.blocks.3.attn,5,charged_hadron<-photon,10081,4694,0.5485197688557262,0.9388,1741,0.5874475451942698,0.8705,2664,0.4797180952118324,0.5328,982,0.4388719697742744,0.491,0.03388662930270221,-0.036545396426624736,0.4175946018819001,0.003650587936538855,-0.06829999999999992
mod.blocks.6.attn,0,charged_hadron<-charged_hadron,27568,12984,0.5362638203944788,2.5968,2932,0.5592176320811411,1.466,7187,0.5300894528482262,1.4374,4465,0.4881607765546705,2.2325,0.03365028793264681,-0.05960645818792445,0.7771111378754996,0.000980171618141329,-1.1308
mod.blocks.5.attn,1,photon<-photon,7085,3308,0.31999317054358617,0.6616,1200,0.37589588422328235,0.6,1682,0.40974697849838404,0.3364,895,0.33436361501336764,0.4475,0.033541628207817704,-0.036985235370486994,0.2052268739689084,0.0011354208186032473,-0.06159999999999999
mod.blocks.5.attn,5,photon<-photon,5808,1950,0.5545199720064798,0.39,1498,0.5987104314151848,0.749,1932,0.6076009720949529,0.3864,428,0.5725671609985494,0.214,0.033098654097119984,-0.01723427916939492,0.44177509816082705,0.0002942649306960194,0.359
mod.blocks.2.attn,3,charged_hadron<-photon,2789,1330,0.3658489465713501,0.266,839,0.44355043102859454,0.4195,420,0.7511555101190295,0.084,200,0.6446170511096716,0.1,0.032595772729814045,-0.020668594865627027,0.05702907513805795,0.010026625248568292,0.15349999999999997
mod.blocks.2.attn,3,charged_hadron<-charged_hadron,9569,7634,0.35106481636323195,1.5268,1839,0.38651098323101707,0.9195,52,0.33535786918722665,0.0104,44,0.3109811625697396,0.022,0.032592750434928416,-0.054119207573734326,0.3083615607176549,0.0016672206799986928,-0.6073
mod.blocks.1.attn,4,charged_hadron<-photon,7231,2844,0.45974311522311634,0.5688,1166,0.5152322472828739,0.583,2499,0.45948213933348037,0.4998,722,0.41330409103648486,0.361,0.032350163990838635,-0.03156221831559008,0.26787808723141904,0.0018035251346698363,0.01419999999999999
mod.blocks.1.attn,2,photon<-charged_hadron,10083,3594,0.4933178088999352,0.7188,1866,0.5275606674013413,0.933,3961,0.4953929881041654,0.7922,662,0.4709069902172982,0.331,0.03194858698181192,-0.024613766690810723,0.46220165790118634,0.0010277119000288565,0.21420000000000006
mod.cls_blocks.0.attn,4,CLS<-charged_hadron,51250,20299,0.07430969480829966,4.0598,7341,0.08293761866559965,3.6705,16286,0.07952684741769177,3.2572,7324,0.06596029742879275,3.662,0.03166879451821961,-0.0350276452758665,0.2919032934466376,0.00010801501379864619,-0.3893
mod.blocks.0.attn,1,charged_hadron<-charged_hadron,8749,3638,0.1928432405265299,0.7276,1102,0.24936105300099362,0.551,2690,0.24754359802459697,0.538,1319,0.17472084864149318,0.6595,0.031141314673429513,-0.0411223603564198,0.13639652251155293,5.6597937324758616e-05,-0.17659999999999998
mod.cls_blocks.1.attn,6,CLS<-electron,4792,1377,0.5068834554191421,0.2754,620,0.6072996410847976,0.31,2111,0.61409996064432,0.4222,684,0.6943502346181265,0.342,0.031129017556353195,-0.027654617532321513,0.1861547896728353,0.00021168726695718567,0.03460000000000002
mod.blocks.3.attn,0,photon<-charged_hadron,10541,3860,0.508387410683181,0.772,1677,0.5453771906785476,0.8385,3513,0.5491259001299353,0.7026,1491,0.4699770616233789,0.7455,0.031015930526114868,-0.028556110156422992,0.4541554815089736,0.00011626971190683175,0.0665
mod.blocks.2.attn,3,photon<-charged_hadron,5657,4015,0.35278057802658747,0.803,1560,0.39254108359798406,0.78,56,0.3644598089158535,0.0112,26,0.32371829679379094,0.013,0.031013194345689346,-0.03192768597383147,0.2842786509543657,0.000870890029191601,-0.02300000000000002
mod.blocks.5.attn,1,charged_hadron<-charged_hadron,4780,2047,0.281631829207067,0.4094,676,0.3719561747192631,0.338,1368,0.40422674481980286,0.2736,689,0.30140151087794836,0.3445,0.0305296287831223,-0.0369787870526931,0.11481373436112852,0.000985208525789204,-0.07139999999999996
mod.blocks.6.attn,6,photon<-photon,2302,688,0.49184533637450184,0.1376,848,0.5627829976344727,0.424,631,0.6188488090897891,0.1262,135,0.45052074017348115,0.0675,0.030077568374227644,-0.009761022189371991,0.21484808693996227,0.001686323277503835,0.2864
mod.blocks.6.attn,6,photon<-neutral_hadron,1543,269,0.4956120457015516,0.0538,442,0.6315039898610223,0.221,484,0.652505278741279,0.0968,348,0.4949550666771401,0.174,0.030032119659243024,-0.007310986595779524,0.13492109691674922,0.0006307132206501977,0.16720000000000002
mod.blocks.5.attn,3,charged_hadron<-neutral_hadron,683,201,0.30130295373907134,0.0402,474,0.42750848933488506,0.237,7,0.37770845208849224,0.0014,1,0.44445833563804626,0.0005,0.029910711936207847,-0.005073462530951711,0.08951690314497265,0.0014895545684892768,0.19679999999999997
mod.blocks.2.attn,2,charged_hadron<-charged_hadron,25966,12432,0.6209533414809438,2.4864,4497,0.6341187950635396,2.2485,5836,0.6832916334557403,1.1672,3201,0.6311623804115274,1.6005,0.029602522380466654,-0.0327345837877662,1.3152509835755057,0.0014556400490161898,-0.23790000000000022
mod.blocks.0.attn,0,charged_hadron<-electron,3938,1732,0.5811067019647319,0.3464,854,0.650146591893683,0.427,1075,0.6506429242671922,0.215,277,0.5740483670566057,0.1385,0.029480032999662096,-0.023915417871388643,0.27740066081511416,1.4631894749852176e-05,0.0806
mod.blocks.5.attn,1,photon<-electron,4214,1309,0.44562499514283616,0.2618,963,0.5063918200887252,0.4815,1535,0.5436126160116848,0.307,407,0.5400795851644192,0.2035,0.02925922621144557,-0.015908754770833748,0.22590584813581613,0.0010890516876799251,0.2197
mod.blocks.7.attn,5,photon<-photon,9160,2317,0.49677185702025506,0.4634,1402,0.5380835576293812,0.701,4072,0.4658074691628192,0.8144,1369,0.4100468552639399,0.6845,0.028959502126997425,-0.019143842062269056,0.3265310358831362,0.002093079537678457,0.23759999999999998
mod.blocks.2.attn,4,charged_hadron<-charged_hadron,43486,18844,0.7173288883667062,3.7688,6520,0.7261546594736401,3.26,11150,0.694493731583715,2.23,6972,0.6879249760091339,3.486,0.028772013808604655,-0.03326256614781265,2.2640495649629107,0.0009109486544421623,-0.5088000000000004
mod.blocks.0.attn,4,charged_hadron<-charged_hadron,39347,15670,0.5064790492072635,3.134,5333,0.5172471711962169,2.6665,12452,0.52444466305768,2.4904,5892,0.4511191520640135,2.946,0.028713197283544198,-0.0337472943133799,1.360047469946121,0.00020666300376489443,-0.4674999999999998
mod.blocks.4.attn,2,charged_hadron<-charged_hadron,35843,16102,0.5619628758086076,3.2204,5015,0.5733622712722923,2.5075,10270,0.6369826077007504,2.054,4456,0.50149224601064,2.228,0.028583984125189473,-0.03671061315125033,1.2781779016209143,0.00181852268651026,-0.7129000000000003
