objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,9,32,1.791684601455927,1.791684601455927,14.333476811647415,0.125
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,9,32,1.791684601455927,1.791684601455927,14.333476811647415,0.125
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,5,32,1.5514728715643287,1.5514728715643287,12.41178297251463,0.125
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,5,32,1.5514728715643287,1.5514728715643287,12.41178297251463,0.125
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,9,32,1.2529312428086996,1.2529312428086996,10.023449942469597,0.125
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,9,32,1.2529312428086996,1.2529312428086996,10.023449942469597,0.125
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,9,32,1.2529312130063772,1.2529312130063772,10.023449704051018,0.125
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,9,32,1.2529312130063772,1.2529312130063772,10.023449704051018,0.125
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,5,32,1.2243952080607414,1.2243952080607414,9.795161664485931,0.125
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,5,32,1.2243952080607414,1.2243952080607414,9.795161664485931,0.125
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,5,32,-1.0532288756221533,1.0532288756221533,8.425831004977226,-0.125
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,5,32,-1.0532288756221533,1.0532288756221533,8.425831004977226,-0.125
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,5,32,-1.0532288402318954,1.0532288402318954,8.425830721855164,-0.125
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,5,32,-1.0532288402318954,1.0532288402318954,8.425830721855164,-0.125
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,9,32,-1.0301135666668415,1.0301135666668415,8.240908533334732,-0.125
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,9,32,-1.0301135666668415,1.0301135666668415,8.240908533334732,-0.125
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,5,32,-0.7406235113739967,0.7437408119440079,5.924988090991974,-0.125
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,5,32,-0.7406235113739967,0.7437408119440079,5.924988090991974,-0.125
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,9,32,-0.63061230070889,0.6517339600250125,5.04489840567112,-0.125
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,9,32,-0.63061230070889,0.6517339600250125,5.04489840567112,-0.125
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,103,32,0.3766749338246882,0.3766749338246882,-2.4077803939580917,-0.15644073486328125
