objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,1.9272066503763199,2.2140275985002518,4.199307933449745,0.688317596912384
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,1.9272066503763199,2.2140275985002518,4.199307933449745,0.688317596912384
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,1.8301029317080975,2.2651617266237736,10.83045220375061,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,1.8301029317080975,2.2651617266237736,10.83045220375061,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.7188698500394821,2.5316540896892548,5.339250683784485,0.688317596912384
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.7188698500394821,2.5316540896892548,5.339250683784485,0.688317596912384
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.8159737661480904,2.0168914794921875,12.669180631637573,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.8159737661480904,2.0168914794921875,12.669180631637573,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.6129054855555296,1.6247702576220036,3.6603510081768036,0.688317596912384
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.6129054855555296,1.6247702576220036,3.6603510081768036,0.688317596912384
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.6129054818302393,1.6247702203691006,3.6603510081768036,0.688317596912384
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.6129054818302393,1.6247702203691006,3.6603510081768036,0.688317596912384
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5158016849309206,1.4792243726551533,9.996338337659836,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5158016849309206,1.4792243726551533,9.996338337659836,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.5158016607165337,1.4792244099080563,9.996338486671448,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.5158016607165337,1.4792244099080563,9.996338486671448,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.3157147243618965,1.6794338077306747,9.717632472515106,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.3157147243618965,1.6794338077306747,9.717632472515106,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.2186108622699976,1.5530783385038376,3.9985414147377014,0.688317596912384
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.2186108622699976,1.5530783385038376,3.9985414147377014,0.688317596912384
