objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.08340682834386826,-0.7200355132420858,0.7200355132420858,0.08652708182732265,152.14683532714844,0.1875
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.08340682834386826,-0.7200352251529694,0.7200352251529694,0.08652706692616145,152.14683532714844,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.09591996173063914,0.37371472869482303,0.5309340591645904,0.0732761128909058,152.1468505859375,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.09810166899114847,0.25721992005128413,0.38314566540066153,0.0631409885827452,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.09064169228076935,0.3704550862312317,0.3704550862312317,0.05311930924654007,152.1468505859375,0.0625
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,B_Hqql_to_Tbl,0.043359401635825634,-0.2644624800013844,0.27621516250655986,0.0594191572163254,70.07696413993835,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,B_Hqql_to_Tbl,0.07162807136774063,-0.27447442213694256,0.27447442213694256,0.05067746962110201,102.39977264404297,0.1875
B_tbl_minus_hqql,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,B_Hqql_to_Tbl,0.07162807136774063,-0.2744743525981903,0.2744743525981903,0.05067746092875799,102.39977264404297,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,B_Hqql_to_Tbl,0.042963822139427066,-0.26657506574701983,0.27420106426870916,0.05941915954463184,70.03301286697388,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,C_Tbl_correct,0.07845394313335419,-0.2071462869644165,0.2071462869644165,0.046711184084415436,152.14683532714844,0.0625
