objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,1,16,1.3314769230782986,1.3314769230782986,5.325907692313194,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,1,16,1.3314769230782986,1.3314769230782986,5.325907692313194,0.25
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,2,16,1.1333873458206654,1.1333873458206654,4.533549383282661,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,2,16,1.1333873458206654,1.1333873458206654,4.533549383282661,0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,1,16,0.8775336518883705,0.8775336518883705,3.510134607553482,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,1,16,0.8775336518883705,0.8775336518883705,3.510134607553482,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,2,16,0.8017250541597605,0.8017250541597605,3.206900216639042,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,2,16,0.8017250541597605,0.8017250541597605,3.206900216639042,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,2,16,0.8017250467091799,0.8017250467091799,3.2069001868367195,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,2,16,0.8017250467091799,0.8017250467091799,3.2069001868367195,0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,103,16,0.7107187584042549,0.724726302549243,-2.564626744017005,-0.27712365984916687
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,103,16,0.7107187584042549,0.724726302549243,-2.564626744017005,-0.27712365984916687
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,2,16,-0.5557958353310823,0.5942406971007586,2.2231833413243294,-0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,2,16,-0.5557958353310823,0.5942406971007586,2.2231833413243294,-0.25
