objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,9,16,3.7369392067193985,3.7369392067193985,14.947756826877594,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,9,16,3.7369392067193985,3.7369392067193985,14.947756826877594,0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,5,16,3.028588805347681,3.028588805347681,12.114355221390724,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,5,16,3.028588805347681,3.028588805347681,12.114355221390724,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,9,16,2.4529745876789093,2.4529745876789093,9.811898350715637,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,9,16,2.4529745876789093,2.4529745876789093,9.811898350715637,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,9,16,2.4529744759202003,2.4529744759202003,9.811897903680801,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,9,16,2.4529744759202003,2.4529744759202003,9.811897903680801,0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,5,16,2.445570759475231,2.445570759475231,9.782283037900925,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,5,16,2.445570759475231,2.445570759475231,9.782283037900925,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,5,16,-2.009122211486101,2.009122211486101,8.036488845944405,-0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,5,16,-2.009122211486101,2.009122211486101,8.036488845944405,-0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,5,16,-2.0091221667826176,2.0091221667826176,8.03648866713047,-0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,5,16,-2.0091221667826176,2.0091221667826176,8.03648866713047,-0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,9,16,-1.9213278070092201,1.9213278070092201,7.6853112280368805,-0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,9,16,-1.9213278070092201,1.9213278070092201,7.6853112280368805,-0.25
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,5,16,-1.3721976494416595,1.3846669727936387,5.488790597766638,-0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,5,16,-1.3721976494416595,1.3846669727936387,5.488790597766638,-0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,9,16,-1.3044242914766073,1.3889109697192907,5.217697165906429,-0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,9,16,-1.3044242914766073,1.3889109697192907,5.217697165906429,-0.25
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,103,16,0.7079116059467196,0.7079116059467196,-2.262555219233036,-0.3128814697265625
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,103,16,0.7079116059467196,0.7079116059467196,-2.262555219233036,-0.3128814697265625
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,103,16,0.5898768175393343,0.5898768175393343,1.8853044137358665,0.3128814697265625
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,103,16,0.5898768175393343,0.5898768175393343,1.8853044137358665,0.3128814697265625
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,76,16,0.5700175741221756,0.5700175741221756,-1.6118362019769847,-0.35364484786987305
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,76,16,0.5700175741221756,0.5700175741221756,-1.6118362019769847,-0.35364484786987305
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,76,16,0.42710879584774375,0.501430248375982,1.207733686082065,0.35364484786987305
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,76,16,0.42710879584774375,0.501430248375982,1.207733686082065,0.35364484786987305
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,54,16,0.3824714794754982,0.3824714794754982,-0.901839092373848,-0.42410168051719666
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,54,16,0.3824714794754982,0.3824714794754982,-0.901839092373848,-0.42410168051719666
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,76,16,0.3503227927722037,0.38260611379519105,-0.9906062437221408,-0.35364484786987305
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,76,16,0.3503227927722037,0.38260611379519105,-0.9906062437221408,-0.35364484786987305
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,18,16,0.32113228598609567,0.32113228598609567,-1.0125422962009907,-0.3171544373035431
