particle_role,head_id,class_label,A_flow,B_flow,C_flow,B_minus_A,B_minus_C,trigger_score,loss_score,anomaly_score,auto_formulation
particle0_best_lepton,L2_ch96:128,label_Hqql,0.5110955231891744,0.5749295211255693,-0.6503883159320927,0.06383399793639488,1.2253178370576618,0,0,0.07821693628216662,PATH: particle0_best_lepton -> L2_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0638; B-C=1.2253; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch96:128,label_Hqql,0.06463957193805925,0.17528140422617966,-0.8654458081995282,0.11064183228812041,1.0407272124257079,0,0,0.11514796569488824,PATH: hadron_neighbor -> L2_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.1106; B-C=1.0407; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch224:256,label_Hqql,15.84605138754235,18.889710552766722,37.91921192418577,3.0436591652243727,-19.029501371419045,0,0,57.91931625876934,PATH: particle0_best_lepton -> L2_ch224:256 -> label_Hqql; DIAGNOSIS: anomaly; B-A=3.0437; B-C=-19.0295; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch224:256,label_Hqql,0,0,6.817118640498038,0,-6.817118640498038,0,0,0.0,PATH: hadron_neighbor -> L2_ch224:256 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-6.8171; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L1_ch96:128,label_Hqql,0,0,49.05391626794881,0,-49.05391626794881,0,0,0.0,PATH: best_lepton -> L1_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-49.0539; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L1_ch64:96,label_Hqql,0,0,3.4774695347041416,0,-3.4774695347041416,0,0,0.0,PATH: hardest_hadron -> L1_ch64:96 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-3.4775; NEXT_PROBE: inspect particle geometry/source blocks.
photon_neighbor,L2_ch128:160,label_Hqql,1.7278681907664115,2.68110716374656,0.6193705348637905,0.9532389729801487,2.0617366288827697,0,0,1.9653277066717654,PATH: photon_neighbor -> L2_ch128:160 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.9532; B-C=2.0617; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L0_ch0:32,label_Hqql,0,0,114.65524664408883,0,-114.65524664408883,0,0,0.0,PATH: hardest_hadron -> L0_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-114.6552; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch128:160,label_Hqql,10.255719502309093,10.629727042359985,1.2063608633174432,0.37400754005089176,9.423366179042542,0,0,3.5244100036224726,PATH: particle0_best_lepton -> L2_ch128:160 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.3740; B-C=9.4234; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L1_ch0:32,label_Hqql,0,668.823209260845,276.29029353935493,668.823209260845,392.5329157214901,0,0,262535.12443336385,PATH: hardest_hadron -> L1_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=668.8232; B-C=392.5329; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L1_ch32:64,label_Hqql,0,98.61825404853153,-22.089712877081233,98.61825404853153,120.70796692561277,0,0,11904.008947951821,PATH: particle0 -> L1_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=98.6183; B-C=120.7080; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L1_ch0:32,label_Hqql,0,0,473.8118680928698,0,-473.8118680928698,0,0,0.0,PATH: other_lepton -> L1_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-473.8119; NEXT_PROBE: inspect particle geometry/source blocks.
photon_neighbor,L2_ch96:128,label_Hqql,0.37874746455717734,0.4251376547611425,-1.1343487718853114,0.046390190203965176,1.5594864266464539,0,0,0.07234487195263098,PATH: photon_neighbor -> L2_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0464; B-C=1.5595; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L2_ch192:224,label_Hqql,-1.1532947977335084,2.2265334113661766,-1.2140392193022531,3.379828209099685,3.44057263066843,0,0,11.628544432589472,PATH: best_lepton -> L2_ch192:224 -> label_Hqql; DIAGNOSIS: anomaly; B-A=3.3798; B-C=3.4406; NEXT_PROBE: inspect particle geometry/source blocks.
hard_hadron,L2_ch192:224,label_Hqql,0.3755878703869179,0.46777556930767517,-0.4988878573141199,0.09218769892075729,0.966663426621795,0,0,0.0891144769311176,PATH: hard_hadron -> L2_ch192:224 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0922; B-C=0.9667; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L2_ch224:256,label_Hqql,0,7.862528787456654,8.765182245653591,7.862528787456654,-0.9026534581969372,0,0,7.09713880017072,PATH: other_lepton -> L2_ch224:256 -> label_Hqql; DIAGNOSIS: anomaly; B-A=7.8625; B-C=-0.9027; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L0_ch32:64,label_Hqql,0,0,164.64616642093551,0,-164.64616642093551,0,0,0.0,PATH: other_lepton -> L0_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-164.6462; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch192:224,label_Hqql,1.1716654707834961,2.6120073097339023,-0.8538102808327392,1.4403418389504061,3.4658175905666413,0,0,4.991962081863422,PATH: particle0_best_lepton -> L2_ch192:224 -> label_Hqql; DIAGNOSIS: anomaly; B-A=1.4403; B-C=3.4658; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch160:192,label_Hqql,0.9500674178507129,1.6169866481929311,-4.144919118795489,0.6669192303422182,5.76190576698842,0,0,3.842725759424306,PATH: hardest_hadron -> L2_ch160:192 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.6669; B-C=5.7619; NEXT_PROBE: inspect particle geometry/source blocks.
photon_neighbor,L1_ch64:96,label_Hqql,121.93966086820363,131.46327117043884,-38.3402725551285,9.523610302235213,169.80354372556735,0,0,1617.1427783808606,PATH: photon_neighbor -> L1_ch64:96 -> label_Hqql; DIAGNOSIS: anomaly; B-A=9.5236; B-C=169.8035; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch128:160,label_Hqql,2.628856529294774,2.637974882915264,0.8630249634050693,0.009118353620489739,1.7749499195101945,0,0,0.01618462102475375,PATH: hardest_hadron -> L2_ch128:160 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0091; B-C=1.7749; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L1_ch96:128,label_Hqql,0,0,308.79602168454494,0,-308.79602168454494,0,0,0.0,PATH: second_lepton -> L1_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-308.7960; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L0_ch0:32,label_Hqql,0,0,244.97866818387115,0,-244.97866818387115,0,0,0.0,PATH: particle0_best_lepton -> L0_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-244.9787; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L1_ch32:64,label_Hqql,0,93.02675132171862,8.79369369155614,93.02675132171862,84.23305763016248,0,0,7835.927705229118,PATH: particle0_best_lepton -> L1_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=93.0268; B-C=84.2331; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L2_ch96:128,label_Hqql,-0.10057884796902765,0.3930593258820977,-4.102031976680763,0.49363817385112535,4.4950913025628605,0,0,2.218948661891207,PATH: second_lepton -> L2_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.4936; B-C=4.4951; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch192:224,label_Hqql,-0.26049864132120604,3.2167739767742205,-0.1407202948808449,3.4772726180954265,3.3574942716550655,0,0,11.674922896238407,PATH: particle0 -> L2_ch192:224 -> label_Hqql; DIAGNOSIS: anomaly; B-A=3.4773; B-C=3.3575; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch96:128,label_Hqql,0.14568447657163425,1.0655727608690357,-0.20970078421499586,0.9198882842974014,1.2752735450840316,0,0,1.1731091933972146,PATH: hardest_hadron -> L2_ch96:128 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.9199; B-C=1.2753; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L0_ch0:32,label_Hqql,719.9194629066658,753.007099521963,220.62611707683055,33.08763661529724,532.3809824451325,0,0,17615.228488039487,PATH: hadron_neighbor -> L0_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=33.0876; B-C=532.3810; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch64:96,label_Hqql,0,0.7330408286413217,5.942049737349862,0.7330408286413217,-5.20900890870854,0,0,3.818416206839735,PATH: particle0 -> L2_ch64:96 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.7330; B-C=-5.2090; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L0_ch0:32,label_Hqql,0,0,205.65836090842276,0,-205.65836090842276,0,0,0.0,PATH: best_lepton -> L0_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-205.6584; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch0:32,label_Hqql,4.295103710204273,6.528846589958448,1.6343030373725127,2.2337428797541747,4.894543552585935,0,0,10.933151810235534,PATH: particle0 -> L2_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=2.2337; B-C=4.8945; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch0:32,label_Hqql,1.040747596391931,1.9424086059484722,1.2360677170296452,0.9016610095565412,0.706340888918827,0,0,0.6368800389936142,PATH: hadron_neighbor -> L2_ch0:32 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.9017; B-C=0.7063; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch192:224,label_Hqql,0,0,-0.5871233193186203,0,0.5871233193186203,0,0,0.0,PATH: hadron_neighbor -> L2_ch192:224 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=0.5871; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L2_ch224:256,label_Hqql,9.74044235207748,9.995267342315856,19.17393096072156,0.2548249902383759,-9.178663618405704,0,0,2.3389528669615696,PATH: best_lepton -> L2_ch224:256 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.2548; B-C=-9.1787; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L1_ch32:64,label_Hqql,58.41325295989077,63.888292346144226,-17.540493767678928,5.4750393862534565,81.42878611382315,0,0,445.8258111479903,PATH: hardest_hadron -> L1_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=5.4750; B-C=81.4288; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L2_ch128:160,label_Hqql,0,3.661099091644985,0.29189293224737867,3.661099091644985,3.3692061593976064,0,0,12.334997609735264,PATH: other_lepton -> L2_ch128:160 -> label_Hqql; DIAGNOSIS: anomaly; B-A=3.6611; B-C=3.3692; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L1_ch64:96,label_Hqql,176.92937644401906,179.28095850485957,-93.09328226907162,2.3515820608405136,272.3742407739312,0,0,640.5103784390313,PATH: hadron_neighbor -> L1_ch64:96 -> label_Hqql; DIAGNOSIS: anomaly; B-A=2.3516; B-C=272.3742; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch32:64,label_Hqql,0.16597947425086648,0.5280617968506126,0.7128881973414221,0.36208232259974615,-0.18482640049080945,0,0,0.06692237236746315,PATH: hardest_hadron -> L2_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.3621; B-C=-0.1848; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L0_ch32:64,label_Hqql,0,0,102.21256860834394,0,-102.21256860834394,0,0,0.0,PATH: best_lepton -> L0_ch32:64 -> label_Hqql; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-102.2126; NEXT_PROBE: inspect particle geometry/source blocks.
