module_name,module_type,input_shape,output_shape,params_count,decoder_kind,reconstruction_error,accepted_exact,fail_reason,tensor_path,primitive_fit_rel_err,primitive_fit_kind,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,honesty_note,extra_json
mod.blocks.3.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.182736895088965e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,0.8402003645896912,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8402003645896912, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.396013259887695, 17.88924217224121, 17.380584716796875, 16.526185989379883, 16.130884170532227, 15.505036354064941, 15.325750350952148, 15.270176887512207, 14.651045799255371, 14.383538246154785, 13.992483139038086, 13.83495044708252, 13.775435447692871, 13.544015884399414, 13.24153995513916, 13.057151794433594]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.4.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0982397213865625e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,0.8044952750205994,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8044952750205994, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [32.63682556152344, 23.846370697021484, 22.924592971801758, 20.392433166503906, 20.155094146728516, 20.009244918823242, 19.61602210998535, 18.64676856994629, 18.515113830566406, 17.810216903686523, 17.420225143432617, 17.347272872924805, 16.86253547668457, 16.567541122436523, 16.16849136352539, 16.1136417388916]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.4.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.238152833593631e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,0.8370866775512695,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8370866775512695, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.780176162719727, 18.660078048706055, 17.1817569732666, 17.10797882080078, 16.041364669799805, 15.471298217773438, 15.166960716247559, 14.849595069885254, 14.466514587402344, 14.441940307617188, 14.2196044921875, 13.86663818359375, 13.638957977294922, 13.476733207702637, 13.399409294128418, 13.268856048583984]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.5.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0840516040389048e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc1.pt,0.8087092041969299,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8087092041969299, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [32.65148162841797, 23.74517059326172, 22.042007446289062, 20.825654983520508, 19.65679931640625, 18.817480087280273, 18.334257125854492, 18.146499633789062, 17.90336799621582, 17.686037063598633, 17.45184898376465, 16.627660751342773, 16.59919548034668, 16.449926376342773, 15.961481094360352, 15.765732765197754]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.5.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.1611594885607701e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc2.pt,0.8373531103134155,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8373531103134155, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.235109329223633, 18.317398071289062, 16.635223388671875, 16.539274215698242, 15.485391616821289, 15.289874076843262, 15.027220726013184, 14.762796401977539, 14.653040885925293, 14.369741439819336, 14.17980670928955, 13.983430862426758, 13.647470474243164, 13.149203300476074, 13.035154342651367, 12.840270042419434]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.6.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0708652098401217e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc1.pt,0.8105601668357849,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8105601668357849, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [33.98416519165039, 22.396907806396484, 20.709897994995117, 19.687219619750977, 18.897520065307617, 18.640975952148438, 17.898862838745117, 17.515565872192383, 17.429704666137695, 16.738664627075195, 16.5002384185791, 16.263513565063477, 15.796955108642578, 15.72992992401123, 15.520438194274902, 15.400738716125488]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.6.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.1760344875710871e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc2.pt,0.813011646270752,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.813011646270752, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [19.719341278076172, 19.660491943359375, 17.45688247680664, 16.93112564086914, 16.81998062133789, 16.563156127929688, 16.133106231689453, 15.649566650390625, 15.174073219299316, 14.899402618408203, 14.187143325805664, 14.124640464782715, 13.870494842529297, 13.51160717010498, 13.344732284545898, 13.001839637756348]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.blocks.7.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,1.0683521622922854e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc1.pt,0.8138210773468018,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.8138210773468018, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [33.779571533203125, 21.962862014770508, 20.329816818237305, 19.702600479125977, 19.13470458984375, 18.081466674804688, 17.328126907348633, 16.964405059814453, 16.681245803833008, 16.362897872924805, 15.909543991088867, 15.7191743850708, 15.6571044921875, 15.538494110107422, 15.127610206604004, 14.974365234375]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.7.fc2,Linear,[128x8x512],128x8x128,65664,EXACT_CONSTANT_MATRIX,1.103774280863945e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc2.pt,0.7042940855026245,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7042940855026245, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [24.528837203979492, 24.018529891967773, 23.07371711730957, 21.797468185424805, 20.773435592651367, 20.600297927856445, 19.98046112060547, 19.676406860351562, 18.0811710357666, 17.748252868652344, 17.488351821899414, 16.74907875061035, 15.784292221069336, 15.568541526794434, 15.077522277832031, 14.438078880310059]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.cls_blocks.0.fc1,Linear,[1x8x128],1x8x512,66048,EXACT_CONSTANT_MATRIX,1.7321400491709937e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc1.pt,0.5246680974960327,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.5246680974960327, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [32.58958435058594, 27.736249923706055, 21.79059410095215, 19.89764404296875, 18.979358673095703, 17.692626953125, 16.809640884399414, 15.98342227935791, 15.523959159851074, 14.789576530456543, 14.36476993560791, 13.873546600341797, 13.831326484680176, 13.105976104736328, 12.612845420837402, 11.999403953552246]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.cls_blocks.0.fc2,Linear,[1x8x512],1x8x128,65664,EXACT_CONSTANT_MATRIX,2.868467845473788e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc2.pt,0.7384593486785889,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7384593486785889, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [12.849026679992676, 10.961382865905762, 10.244305610656738, 10.05538272857666, 9.676185607910156, 9.300567626953125, 9.173820495605469, 8.712881088256836, 8.501568794250488, 8.238085746765137, 8.163636207580566, 8.03785228729248, 7.775510787963867, 7.734482765197754, 7.582648277282715, 7.349637031555176]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.cls_blocks.1.fc1,Linear,[1x8x128],1x8x512,66048,EXACT_CONSTANT_MATRIX,1.68635381214699e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc1.pt,0.6703302264213562,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.6703302264213562, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [26.12518310546875, 17.786865234375, 16.441490173339844, 15.912363052368164, 15.00357437133789, 14.64477252960205, 14.209028244018555, 13.567676544189453, 13.226720809936523, 12.4136323928833, 12.053278923034668, 11.744537353515625, 11.23646068572998, 10.973795890808105, 10.86919116973877, 10.689386367797852]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.cls_blocks.1.fc2,Linear,[1x8x512],1x8x128,65664,EXACT_CONSTANT_MATRIX,2.3074079535945202e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc2.pt,0.3613685369491577,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.3613685369491577, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [15.261632919311523, 11.781715393066406, 11.007043838500977, 10.151764869689941, 9.136017799377441, 8.48354434967041, 7.767988681793213, 7.238161087036133, 6.7261505126953125, 6.153159141540527, 5.313534736633301, 4.406323432922363, 3.3565409183502197, 3.106938362121582, 3.007014036178589, 2.8583295345306396]}, ""W_shape"": [128, 512], ""W_aug_shape"": [128, 513]}"
mod.fc.0,Linear,[8x128],8x10,1290,EXACT_CONSTANT_MATRIX,1.8038177529433597e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_fc_0.pt,5.2654331739177e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 10, ""rec_err"": 5.2654331739177e-07, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [5.215717315673828, 2.7191593647003174, 2.4709222316741943, 2.413227081298828, 2.1408073902130127, 1.8769935369491577, 1.6557369232177734, 1.5526535511016846, 1.3375413417816162, 0.7467524409294128]}, ""W_shape"": [10, 128], ""W_aug_shape"": [10, 129]}"
