objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,photon<-CLS,A_Hqql_correct,0.12114302281822478,-1.084967506783349,1.084967506783349,0.06806302922112602,152.14685058593753,0.29166666666666663
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.11529289931058884,-1.0816936492919922,1.0816936492919922,0.06802085041999817,152.1468505859375,0.041666666666666664
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.1124582201242447,-0.9805984377861023,0.9805984377861023,0.06597979590296746,152.1468505859375,0.20833333333333331
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.10936897955834866,-0.916587483137846,0.916587483137846,0.06461233450099826,152.1468505859375,0.8333333333333333
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.09454206164394106,-0.6788987538644246,0.6788987538644246,0.05969795079103539,152.1468505859375,0.29166666666666663
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-CLS,A_Hqql_correct,0.11057110130786896,-0.41781067848205566,0.41781067848205566,0.04461326822638512,102.39976501464844,0.041666666666666664
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-electron,A_Hqql_correct,0.1082741916179657,-0.3780136108398437,0.3780136108398437,0.02779530920088291,152.14683532714844,0.041666666666666664
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,photon<-CLS,A_Hqql_correct,0.10752581804990768,-0.30061167691435137,0.30061167691435137,0.03585172843720232,102.39976501464845,0.29166666666666663
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,CLS<-CLS,A_Hqql_correct,0.09782974626868964,-0.24586548460647464,0.24586548460647464,0.03339012661017478,102.39976501464845,0.8333333333333333
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,D_Tbl_to_Hqql,0.051788362233262324,-0.19124523040495423,0.24428425415566096,0.01577284804692394,13.590740705791275,1.583333333333333
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,charged_hadron<-CLS,A_Hqql_correct,0.09962717741727829,-0.22552623599767685,0.22552623599767685,0.031214798241853713,102.39976501464845,0.20833333333333331
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.07170638229165759,0.09888794007045884,0.1833815590611526,0.01459829163338457,37.583793640136726,0.5833333333333333
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,B_Hqql_to_Tbl,0.07170638229165759,0.09888794007045884,0.1833815590611526,0.01459829163338457,37.583793640136726,0.5833333333333333
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,A_Hqql_correct,0.08502960151859693,-0.1810837278940848,0.1810837278940848,0.03087902481534652,102.39976501464845,0.29166666666666663
