objective,head_id,pair_role,B_mean_A,B_mean_AxGrad,A_mean_AxGrad,C_mean_AxGrad,D_mean_AxGrad,B_minus_A_AxGrad,B_minus_C_AxGrad,abs_B_mean_AxGrad,support_score
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-CLS,0.0631693983450532,-0.1495625413954258,0.12024084606673568,0.0,0.0,-0.2698033874621615,-0.1495625413954258,0.1495625413954258,0.28446423512650654
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,CLS<-CLS,0.07282802369445562,-0.18333797110244632,0.008416034368565306,0.0,0.0,-0.19175400547101162,-0.18333797110244632,0.18333797110244632,0.27921497383795213
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-CLS,0.0631693983450532,-0.1495625413954258,0.10676010015110175,0.0,0.0,-0.25632264154652756,-0.1495625413954258,0.1495625413954258,0.2777238621686896
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,0.07282802369445562,-0.18333797110244632,-0.029996348182774253,0.0,0.0,-0.15334162291967207,-0.18333797110244632,0.18333797110244632,0.2600087825622823
signed_hqql_tbl,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,0.0,0.0,0.2373521327972412,0.0,0.0,-0.2373521327972412,0.0,0.0,0.1186760663986206
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,0.0,0.0,0.21833820641040802,0.0,0.0,-0.21833820641040802,0.0,0.0,0.10916910320520401
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-muon,0.0,0.0,0.17448429763317108,0.0,0.0,-0.17448429763317108,0.0,0.0,0.08724214881658554
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,photon<-CLS,0.0,0.0,0.14173092916607857,0.0,0.0,-0.14173092916607857,0.0,0.0,0.07086546458303929
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-muon,0.017105093225836754,0.0030779787339270115,0.10998464561998844,0.0,-0.00466520731182148,-0.10690666688606143,0.0030779787339270115,0.0030779787339270115,0.056531312176957726
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,charged_hadron<-electron,0.02472369745373726,0.034992702305316925,0.0,0.0,0.0,0.034992702305316925,0.034992702305316925,0.034992702305316925,0.05248905345797539
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,charged_hadron<-electron,0.024723701179027557,0.03499269485473633,0.06608400121331215,0.0,-0.007319121155887842,-0.03109130635857582,0.03499269485473633,0.03499269485473633,0.05053834803402424
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,CLS<-electron,0.020312528125941753,0.02260740241035819,0.06608400121331215,0.0008393128518946469,-0.0045338456984609365,-0.04347659880295396,0.021768089558463544,0.02260740241035819,0.04434570181183517
signed_hqql_tbl,mod.cls_blocks.0.attn.h6,neutral_hadron<-neutral_hadron,0.027058488444278116,-0.02514417802816943,0.01019579234222571,-0.03964792478543062,0.028899968834593892,-0.03533997037039514,0.014503746757261186,0.02514417802816943,0.04281416321336701
signed_hqql_tbl,mod.cls_blocks.0.attn.h0,CLS<-CLS,0.03699051775038242,-0.016472167568281293,0.031281389063224196,0.0,0.0,-0.04775355663150549,-0.016472167568281293,0.016472167568281293,0.04034894588403404
signed_hqql_tbl,mod.cls_blocks.0.attn.h0,charged_hadron<-CLS,0.03699051775038242,-0.016472167568281293,0.027264171383447118,0.0,0.0,-0.04373633895172841,-0.016472167568281293,0.016472167568281293,0.038340337044145495
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,neutral_hadron<-neutral_hadron,0.027058488444278116,-0.025144179596712713,0.0,0.0,0.0,-0.025144179596712713,-0.025144179596712713,0.025144179596712713,0.03771626939506907
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,0.03403892603359724,-0.024049087084437672,0.0,0.0,0.0,-0.024049087084437672,-0.024049087084437672,0.024049087084437672,0.03607363062665651
B_tbl_minus_hqql,mod.cls_blocks.0.attn.h6,CLS<-electron,0.020312526263296604,0.02260740613564849,0.0,0.0,0.0,0.02260740613564849,0.02260740613564849,0.02260740613564849,0.033911109203472733
