objective,module,kind,analysis_group,n,mean_score,mean_abs_score,mean_delta_norm,mean_grad_norm
signed_hqql_tbl,mod.cls_blocks.0,cls,C_Tbl_correct,16,0.5415603285655379,0.5415603285655379,39.052372455596924,0.08377779508009553
signed_hqql_tbl,mod.cls_blocks.1,cls,C_Tbl_correct,16,-0.4527528192847967,0.4527528192847967,124.1126356124878,0.04091274784877896
signed_hqql_tbl,mod.blocks.0,particle,A_Hqql_correct,16,-0.21712430170737207,0.5747527303174138,96.91709566116333,0.0005634417830151506
signed_hqql_tbl,mod.cls_blocks.1,cls,A_Hqql_correct,16,-0.2697971500456333,0.2697971500456333,149.68995666503906,0.03319942392408848
signed_hqql_tbl,mod.cls_blocks.0,cls,A_Hqql_correct,16,0.24187222681939602,0.24187222681939602,49.79529666900635,0.06374615780077875
signed_hqql_tbl,mod.blocks.7,particle,A_Hqql_correct,16,0.2179694294463843,0.27213391684927046,255.34847354888916,8.478271843159746e-05
signed_hqql_tbl,mod.cls_blocks.0,cls,B_Hqql_to_Tbl,16,0.21947127161547542,0.21947127161547542,42.620667695999146,0.07198840077035129
B_tbl_minus_hqql,mod.cls_blocks.0,cls,B_Hqql_to_Tbl,16,0.21947125531733036,0.21947125531733036,42.620667934417725,0.07198840216733515
B_tbl_minus_hqql,mod.cls_blocks.1,cls,B_Hqql_to_Tbl,16,-0.17998992069624364,0.17998992069624364,141.81270456314087,0.03629030450247228
signed_hqql_tbl,mod.cls_blocks.1,cls,B_Hqql_to_Tbl,16,-0.17998988344334066,0.17998988344334066,141.8127040863037,0.03629030426964164
signed_hqql_tbl,mod.blocks.0,particle,C_Tbl_correct,16,-0.10409137059468776,0.44207589654251933,131.13861989974976,0.0015579812970827334
signed_hqql_tbl,mod.blocks.1,particle,A_Hqql_correct,16,-0.1321589391445741,0.3207775857299566,97.62887382507324,0.00048272014464600943
signed_hqql_tbl,mod.blocks.6,particle,A_Hqql_correct,16,0.14089002343825996,0.1762842987664044,148.8833351135254,0.00015873495840423857
signed_hqql_tbl,mod.cls_blocks.1,cls,D_Tbl_to_Hqql,16,-0.14607328223064542,0.14607328223064542,152.73439407348633,0.033065314521081746
signed_hqql_tbl,mod.blocks.2,particle,A_Hqql_correct,16,-0.11688629692071117,0.2567104655317962,81.90460729598999,0.0004526378234004369
signed_hqql_tbl,mod.blocks.0,particle,B_Hqql_to_Tbl,16,-0.014341650763526559,0.6361277643591166,118.34603261947632,0.0015096395272848895
B_tbl_minus_hqql,mod.blocks.0,particle,B_Hqql_to_Tbl,16,-0.014341613976284862,0.6361277922987938,125.510657787323,0.001794249976228457
signed_hqql_tbl,mod.blocks.0,particle,D_Tbl_to_Hqql,16,-0.03960225608898327,0.5113816745579243,130.23667240142822,0.002081990725855576
signed_hqql_tbl,mod.blocks.5,particle,B_Hqql_to_Tbl,16,-0.10538182011805475,0.17918863147497177,141.77745246887207,0.0005527578914552578
B_tbl_minus_hqql,mod.blocks.5,particle,B_Hqql_to_Tbl,16,-0.10538181569427252,0.17918863659724593,150.39163303375244,0.0006623116023547482
B_tbl_minus_hqql,mod.blocks.4,particle,B_Hqql_to_Tbl,16,-0.09938696655444801,0.19809250254184008,118.09723281860352,0.0008725671759748366
signed_hqql_tbl,mod.blocks.4,particle,B_Hqql_to_Tbl,16,-0.09938695235177875,0.19809249695390463,112.74481058120728,0.0007288810602403828
signed_hqql_tbl,mod.blocks.7,particle,D_Tbl_to_Hqql,16,0.09077645454090089,0.2273761872202158,305.0573959350586,0.00034973490983247757
signed_hqql_tbl,mod.cls_blocks.0,cls,D_Tbl_to_Hqql,16,0.117750758305192,0.11838665418326855,49.14681339263916,0.06176856439560652
signed_hqql_tbl,mod.blocks.7,particle,B_Hqql_to_Tbl,16,-0.07181254005990922,0.2425439991056919,287.82729721069336,0.00025350419082315057
B_tbl_minus_hqql,mod.blocks.7,particle,B_Hqql_to_Tbl,16,-0.07181253749877214,0.2425440065562725,297.77672004699707,0.00030234744190238416
signed_hqql_tbl,mod.blocks.2,particle,D_Tbl_to_Hqql,16,-0.07147120410809293,0.2351139634847641,112.79170227050781,0.0015276964149961714
signed_hqql_tbl,mod.blocks.5,particle,D_Tbl_to_Hqql,16,0.08878876730159391,0.13666380057111382,156.4576530456543,0.0008010428136913106
signed_hqql_tbl,mod.blocks.5,particle,C_Tbl_correct,16,-0.07317151775350794,0.14823091216385365,156.85744762420654,0.0006300289605860598
signed_hqql_tbl,mod.blocks.4,particle,C_Tbl_correct,16,-0.06505633180495352,0.1693962214048952,123.25123691558838,0.0008222447413572809
signed_hqql_tbl,mod.blocks.3,particle,A_Hqql_correct,16,-0.05342001510143746,0.2113549392670393,85.90396547317505,0.00038254800801951205
