source,id,event_type,run_index,score_raw,score_norm,is_head,is_particle,is_relation_or_hypothesis,is_particle0,is_core_high_pt,is_wide,is_charged,is_negative_gate,pt_norm,energy_norm,deltaR_norm,charge_abs,gate_abs_norm,gate_sign,patch_drop_norm,head_layer_norm,head_ch_start_norm,head_ch_width_norm,etype_RUN_SUMMARY,etype_HEAD_GATE,etype_HEAD_QUESTION,etype_MODEL_EVENT,etype_PARTICLE_TOP,etype_HYPOTHESIS_UPDATE,class_label_QCD,class_label_Hbb,class_label_Hcc,class_label_Hgg,class_label_H4q,class_label_Hqql,class_label_Zqq,class_label_Wqq,class_label_Tbqq,class_label_Tbl,embedding_json,embedding_dim
stream_event,event:0:HEAD_GATE:57412809,HEAD_GATE,0,0.3350130717270077,0.1612610890704943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26300550825840613,1.0,0.0,0.0,0.03125,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.1612610890704943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26300550825840613,1.0,0.0,0.0,0.03125,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:46224940,HEAD_QUESTION,0,0.3350130717270077,0.1612610890704943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26300550825840613,1.0,0.0,0.0,0.03125,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.1612610890704943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26300550825840613,1.0,0.0,0.0,0.03125,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:69575198,HEAD_GATE,0,0.2969715459272265,0.14512660386853135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366912962839664,1.0,0.0,0.6666666666666666,0.25,0.125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.14512660386853135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366912962839664,1.0,0.0,0.6666666666666666,0.25,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:18929439,HEAD_QUESTION,0,0.2969715459272265,0.14512660386853135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366912962839664,1.0,0.0,0.6666666666666666,0.25,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.14512660386853135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366912962839664,1.0,0.0,0.6666666666666666,0.25,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:89162013,HEAD_GATE,0,0.26421213281573724,0.13084853869313992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21340477496598803,1.0,0.0,0.6666666666666666,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.13084853869313992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21340477496598803,1.0,0.0,0.6666666666666666,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:48811506,HEAD_QUESTION,0,0.26421213281573724,0.13084853869313992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21340477496598803,1.0,0.0,0.6666666666666666,0.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.13084853869313992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21340477496598803,1.0,0.0,0.6666666666666666,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:33386109,HEAD_GATE,0,0.23265956228133292,0.11674227732282295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1903984535854824,-1.0,0.0,0.0,0.0,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.11674227732282295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1903984535854824,-1.0,0.0,0.0,0.0,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:53464978,HEAD_QUESTION,0,0.23265956228133292,0.11674227732282295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903984535854824,-1.0,0.0,0.0,0.0,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.11674227732282295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903984535854824,-1.0,0.0,0.0,0.0,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:63225180,HEAD_GATE,0,0.19300828850828114,0.09849429777853086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16063728080413311,1.0,0.0,0.0,0.09375,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.09849429777853086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16063728080413311,1.0,0.0,0.0,0.09375,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:25711982,HEAD_QUESTION,0,0.19300828850828114,0.09849429777853086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16063728080413311,1.0,0.0,0.0,0.09375,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.09849429777853086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16063728080413311,1.0,0.0,0.0,0.09375,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:8101329,HEAD_GATE,0,0.18464690914843226,0.09456892296808811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542352702318621,1.0,0.0,0.3333333333333333,0.125,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.09456892296808811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542352702318621,1.0,0.0,0.3333333333333333,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:61985780,HEAD_QUESTION,0,0.18464690914843226,0.09456892296808811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542352702318621,1.0,0.0,0.3333333333333333,0.125,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0.09456892296808811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542352702318621,1.0,0.0,0.3333333333333333,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:73294341,HEAD_GATE,0,0.1722523553995416,0.0886988410068107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1446615789053117,-1.0,0.0,0.3333333333333333,0.25,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0886988410068107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1446615789053117,-1.0,0.0,0.3333333333333333,0.25,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:1462779,HEAD_QUESTION,0,0.1722523553995416,0.0886988410068107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1446615789053117,-1.0,0.0,0.3333333333333333,0.25,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0886988410068107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1446615789053117,-1.0,0.0,0.3333333333333333,0.25,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:31871781,HEAD_GATE,0,0.16934443782083686,0.08731265826108119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14240081222141404,-1.0,0.0,0.3333333333333333,0.3125,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0.08731265826108119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14240081222141404,-1.0,0.0,0.3333333333333333,0.3125,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:43541161,HEAD_QUESTION,0,0.16934443782083686,0.08731265826108119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14240081222141404,-1.0,0.0,0.3333333333333333,0.3125,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0.08731265826108119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14240081222141404,-1.0,0.0,0.3333333333333333,0.3125,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:59859478,HEAD_GATE,0,0.12998252359684553,0.0682023278569867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11123320576479508,1.0,0.0,0.3333333333333333,0.1875,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0682023278569867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11123320576479508,1.0,0.0,0.3333333333333333,0.1875,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:40674407,HEAD_QUESTION,0,0.12998252359684553,0.0682023278569867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11123320576479508,1.0,0.0,0.3333333333333333,0.1875,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0682023278569867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11123320576479508,1.0,0.0,0.3333333333333333,0.1875,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:73001039,HEAD_GATE,0,0.11387336922925896,0.06018858264736807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09816335026488732,1.0,0.0,0.0,0.125,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.06018858264736807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09816335026488732,1.0,0.0,0.0,0.125,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:17753739,HEAD_QUESTION,0,0.11387336922925896,0.06018858264736807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09816335026488732,1.0,0.0,0.0,0.125,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.06018858264736807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09816335026488732,1.0,0.0,0.0,0.125,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:52857896,HEAD_GATE,0,0.10588864014716826,0.056173394214765866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09161485998396043,-1.0,0.0,0.6666666666666666,0.125,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.056173394214765866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09161485998396043,-1.0,0.0,0.6666666666666666,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:29278361,HEAD_QUESTION,0,0.10588864014716826,0.056173394214765866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161485998396043,-1.0,0.0,0.6666666666666666,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.056173394214765866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161485998396043,-1.0,0.0,0.6666666666666666,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:50910193,HEAD_GATE,0,0.06340889002894981,0.034312463873456434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05596121824956584,-1.0,0.0,0.6666666666666666,0.375,0.125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.034312463873456434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05596121824956584,-1.0,0.0,0.6666666666666666,0.375,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:45235990,HEAD_QUESTION,0,0.06340889002894981,0.034312463873456434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05596121824956584,-1.0,0.0,0.6666666666666666,0.375,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.034312463873456434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05596121824956584,-1.0,0.0,0.6666666666666666,0.375,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_GATE:95121543,HEAD_GATE,0,0.0610171883367002,0.03305580946921608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05391170319173364,1.0,0.0,0.0,0.0625,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.03305580946921608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05391170319173364,1.0,0.0,0.0,0.0625,0.03125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
stream_event,event:0:HEAD_QUESTION:51110908,HEAD_QUESTION,0,0.0610171883367002,0.03305580946921608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05391170319173364,1.0,0.0,0.0,0.0625,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.03305580946921608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05391170319173364,1.0,0.0,0.0,0.0625,0.03125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]",29
