head_id,pair_role,objective,B_mean_A,B_write_dot_grad,B_abs_write_dot_grad,B_value_norm,B_context_grad_norm,B_minus_A_write,B_minus_C_write,write_support_score,B_AxGrad,B_minus_A_AxGrad,B_minus_C_AxGrad,attention_support_score,module,head,head_grad_signed,head_grad_signed_abs,head_grad_pred_logit,head_grad_pred_logit_abs,compiled_rule_count,exact_pair_rule_count,compiled_routes,bundle_evidence_count,bundle_best_B_delta_margin,bundle_best_B_delta_tbl_pred,evidence_score,diagnosis,mechanism_summary
mod.cls_blocks.0.attn.h3,neutral_hadron<-neutral_hadron,B_tbl_minus_hqql,0.035301644975940384,-0.003519547792772452,0.011170789909859499,9.065070152282715,0.008457208362718424,-0.003519547792772452,-0.003519547792772452,0.008072019166623553,-0.003519547792772452,-0.003519547792772452,-0.003519547792772452,0.005279321689158678,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41983742074808106,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses neutral_hadron<-neutral_hadron; natural A×grad=-0.0035, value/write=-0.0035 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,muon<-muon,B_tbl_minus_hqql,0.011978522802774724,0.005012106548887319,0.0052234582791033275,39.03653188852164,0.02259951693793902,0.005012106548887319,0.005012106548887319,0.00882402439310681,0.005012106548887319,0.005012106548887319,0.005012106548887319,0.007518159823330978,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41538264787343976,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses muon<-muon; natural A×grad=0.0050, value/write=0.0050 so it pushes B toward Tbl. Routes: "
mod.cls_blocks.0.attn.h3,charged_hadron<-muon,B_tbl_minus_hqql,0.0356021486222744,-0.004942893050611019,0.004942893050611019,16.581375122070312,0.03258608654141426,-0.004942893050611019,-0.004942893050611019,0.008650062838569283,-0.004942893050611019,-0.004942893050611019,-0.004942893050611019,0.007414339575916529,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41503286914667115,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses charged_hadron<-muon; natural A×grad=-0.0049, value/write=-0.0049 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,CLS<-charged_hadron,B_tbl_minus_hqql,0.035447880209878435,-0.004160253706301541,0.005055125360918599,1.316076822059099,0.0017959014555915843,-0.004160253706301541,-0.004160253706301541,0.007504161899681961,-0.004160253732291938,-0.004160253732291938,-0.004160253732291938,0.006240380598437907,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.4143624621386596,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses CLS<-charged_hadron; natural A×grad=-0.0042, value/write=-0.0042 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,photon<-neutral_hadron,B_tbl_minus_hqql,0.06378519264134494,-0.003691185773773627,0.005510488694364374,6.051260427995161,0.0095163109627637,-0.003691185773773627,-0.003691185773773627,0.0069144008342515335,-0.003691185773773627,-0.003691185773773627,-0.003691185773773627,0.00553677866066044,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41434875751358713,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses photon<-neutral_hadron; natural A×grad=-0.0037, value/write=-0.0037 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,neutral_hadron<-charged_hadron,B_tbl_minus_hqql,0.028708716525751,-0.004248497678953058,0.004531162845737794,0.9110647930818445,0.0014924485345973687,-0.004248497678953058,-0.004248497678953058,0.007505537229864036,-0.004248497678953058,-0.004248497678953058,-0.004248497678953058,0.006372746518429588,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41392674357014,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses neutral_hadron<-charged_hadron; natural A×grad=-0.0042, value/write=-0.0042 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,muon<-charged_hadron,B_tbl_minus_hqql,0.035137098915172076,-0.003781184396683092,0.004685399093249309,1.3293138659975063,0.001847759246498159,-0.003781184396683092,-0.003781184396683092,0.006843126368336965,-0.003781184396683092,-0.003781184396683092,-0.003781184396683092,0.005671776595024638,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.4136136665353815,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses muon<-charged_hadron; natural A×grad=-0.0038, value/write=-0.0038 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,photon<-photon,B_tbl_minus_hqql,0.033638278472012485,-0.0017725389193871926,0.006262323658527999,2.8585314915097992,0.0036096351927724377,-0.0017725389193871926,-0.0017725389193871926,0.004224389293712789,-0.0017725389193871926,-0.0017725389193871926,-0.0017725389193871926,0.002658808379080789,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.4131819456233643,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses photon<-photon; natural A×grad=-0.0018, value/write=-0.0018 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,CLS<-neutral_hadron,B_tbl_minus_hqql,0.03848355166027667,-0.0030350311170439927,0.004742170338835826,5.347660506213153,0.00715034838800353,-0.0030350311170439927,-0.0030350311170439927,0.005738089260274946,-0.0030350311170439927,-0.0030350311170439927,-0.0030350311170439927,0.004552546675565989,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.41292428450132895,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses CLS<-neutral_hadron; natural A×grad=-0.0030, value/write=-0.0030 so it resists Tbl / protective. Routes: "
mod.cls_blocks.0.attn.h3,electron<-electron,B_tbl_minus_hqql,0.016295265421892205,0.0017160450069544217,0.005601279154264679,33.72195256551107,0.017944381634394328,0.0017160450069544217,0.0017160450069544217,0.0039743872989978024,0.0017160450069544217,0.0017160450069544217,0.0017160450069544217,0.0025740675104316325,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.4124644072066682,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses electron<-electron; natural A×grad=0.0017, value/write=0.0017 so it pushes B toward Tbl. Routes: "
mod.cls_blocks.0.attn.h3,charged_hadron<-electron,B_tbl_minus_hqql,0.02727390080690384,0.003657721681520343,0.003657721681520343,16.92357635498047,0.0212694238871336,0.003657721681520343,0.003657721681520343,0.0064010129426606,0.003657721681520343,0.003657721681520343,0.003657721681520343,0.005486582522280514,mod.cls_blocks.0.attn,3,-1.6205883321817964,1.6205883321817964,-3.5945737808942795,3.5945737808942795,0,0,,0,,,0.4124625264084898,weak_or_distributed,"mod.cls_blocks.0.attn.h3 uses charged_hadron<-electron; natural A×grad=0.0037, value/write=0.0037 so it pushes B toward Tbl. Routes: "
