event_idx,group,particle_role,pid,particle_idx,head_id,layer,class_label,particle_to_head_weight,head_to_class_weight,flow_weight
20483,C_Tbl_correct,photon_neighbor,photon,22,L0_ch0:8,L0,label_Hqql,17.55792999267578,-2.8305459022521973,-49.698526792799385
20483,C_Tbl_correct,photon_neighbor,photon,22,L0_ch0:8,L0,label_Tbl,17.55792999267578,1.2503154277801514,21.95295074972637
20484,C_Tbl_correct,photon_neighbor,photon,36,L0_ch0:8,L0,label_Hqql,22.11268424987793,-3.2502636909484863,-71.8720547267867
20484,C_Tbl_correct,photon_neighbor,photon,36,L0_ch0:8,L0,label_Tbl,22.11268424987793,-0.07596337795257568,-1.6797541912194447
20484,C_Tbl_correct,photon_neighbor,photon,41,L0_ch0:8,L0,label_Hqql,19.20285987854004,-3.2502636909484863,-62.41435822559015
20484,C_Tbl_correct,photon_neighbor,photon,41,L0_ch0:8,L0,label_Tbl,19.20285987854004,-0.07596337795257568,-1.4587141027238886
20484,C_Tbl_correct,photon_neighbor,photon,33,L0_ch0:8,L0,label_Hqql,19.010486602783203,-3.2502636909484863,-61.789094352288885
20484,C_Tbl_correct,photon_neighbor,photon,33,L0_ch0:8,L0,label_Tbl,19.010486602783203,-0.07596337795257568,-1.444100778869597
20485,C_Tbl_correct,hadron_neighbor,charged_hadron,8,L0_ch0:8,L0,label_Hqql,17.211605072021484,-5.658824443817139,-97.39745149888222
20485,C_Tbl_correct,hadron_neighbor,charged_hadron,8,L0_ch0:8,L0,label_Tbl,17.211605072021484,-0.3684912919998169,-6.342326590379798
20485,C_Tbl_correct,hadron_neighbor,charged_hadron,14,L0_ch0:8,L0,label_Hqql,16.390670776367188,-5.658824443817139,-92.75192843986588
20485,C_Tbl_correct,hadron_neighbor,charged_hadron,14,L0_ch0:8,L0,label_Tbl,16.390670776367188,-0.3684912919998169,-6.039819451127187
20485,C_Tbl_correct,photon_neighbor,photon,12,L0_ch0:8,L0,label_Hqql,16.143396377563477,-5.658824443817139,-91.35264602758525
20485,C_Tbl_correct,photon_neighbor,photon,12,L0_ch0:8,L0,label_Tbl,16.143396377563477,-0.3684912919998169,-5.948700988433529
20486,C_Tbl_correct,photon_neighbor,photon,27,L0_ch0:8,L0,label_Hqql,18.285799026489258,-2.1905150413513184,-40.055317810652014
20486,C_Tbl_correct,photon_neighbor,photon,27,L0_ch0:8,L0,label_Tbl,18.285799026489258,-1.063472032546997,-19.44643585744643
20486,C_Tbl_correct,photon_neighbor,photon,28,L0_ch0:8,L0,label_Hqql,17.104345321655273,-2.1905150413513184,-37.46732569955293
20486,C_Tbl_correct,photon_neighbor,photon,28,L0_ch0:8,L0,label_Tbl,17.104345321655273,-1.063472032546997,-18.189992884606454
20486,C_Tbl_correct,photon_neighbor,photon,21,L0_ch0:8,L0,label_Hqql,16.394418716430664,-2.1905150413513184,-35.912220792552944
20486,C_Tbl_correct,photon_neighbor,photon,21,L0_ch0:8,L0,label_Tbl,16.394418716430664,-1.063472032546997,-17.43500579478905
20487,C_Tbl_correct,photon_neighbor,photon,29,L0_ch0:8,L0,label_Hqql,20.98019027709961,2.80490779876709,58.847499327854166
20487,C_Tbl_correct,photon_neighbor,photon,29,L0_ch0:8,L0,label_Tbl,20.98019027709961,4.21688175201416,88.47098153328625
20487,C_Tbl_correct,photon_neighbor,photon,20,L0_ch0:8,L0,label_Hqql,19.31761932373047,2.80490779876709,54.18414109474543
20487,C_Tbl_correct,photon_neighbor,photon,20,L0_ch0:8,L0,label_Tbl,19.31761932373047,4.21688175201416,81.46011641859513
20487,C_Tbl_correct,photon_neighbor,photon,12,L0_ch0:8,L0,label_Hqql,18.10094451904297,2.80490779876709,50.77148044651403
20487,C_Tbl_correct,photon_neighbor,photon,12,L0_ch0:8,L0,label_Tbl,18.10094451904297,4.21688175201416,76.32954263657302
20488,C_Tbl_correct,photon_neighbor,photon,31,L0_ch0:8,L0,label_Hqql,18.50631332397461,-0.8989335298538208,-16.63594556090129
20488,C_Tbl_correct,photon_neighbor,photon,31,L0_ch0:8,L0,label_Tbl,18.50631332397461,1.1446847915649414,21.183895409889374
20488,C_Tbl_correct,hadron_neighbor,charged_hadron,30,L0_ch0:8,L0,label_Hqql,16.414241790771484,-0.8989335298538208,-14.755312312852311
20488,C_Tbl_correct,hadron_neighbor,charged_hadron,30,L0_ch0:8,L0,label_Tbl,16.414241790771484,1.1446847915649414,18.789132942965807
20488,C_Tbl_correct,photon_neighbor,photon,25,L0_ch0:8,L0,label_Hqql,15.818758964538574,-0.8989335298538208,-14.220012833899432
20488,C_Tbl_correct,photon_neighbor,photon,25,L0_ch0:8,L0,label_Tbl,15.818758964538574,1.1446847915649414,18.107492808138886
20489,C_Tbl_correct,photon_neighbor,photon,18,L0_ch0:8,L0,label_Hqql,19.991655349731445,-2.4530372619628906,-49.040275501211
20489,C_Tbl_correct,photon_neighbor,photon,18,L0_ch0:8,L0,label_Tbl,19.991655349731445,1.603356957435608,32.053759695646704
20489,C_Tbl_correct,photon_neighbor,photon,17,L0_ch0:8,L0,label_Hqql,19.783262252807617,-2.4530372619628906,-48.529079469321005
20489,C_Tbl_correct,photon_neighbor,photon,17,L0_ch0:8,L0,label_Tbl,19.783262252807617,1.603356957435608,31.71963117381233
20489,C_Tbl_correct,photon_neighbor,photon,19,L0_ch0:8,L0,label_Hqql,19.147903442382812,-2.4530372619628906,-46.97052063263254
20489,C_Tbl_correct,photon_neighbor,photon,19,L0_ch0:8,L0,label_Tbl,19.147903442382812,1.603356957435608,30.70092420464971
20490,C_Tbl_correct,photon_neighbor,photon,33,L0_ch0:8,L0,label_Hqql,17.97479248046875,-0.9034411907196045,-16.23916792149248
20490,C_Tbl_correct,photon_neighbor,photon,33,L0_ch0:8,L0,label_Tbl,17.97479248046875,0.8073246479034424,14.511493010431877
20490,C_Tbl_correct,hadron_neighbor,charged_hadron,35,L0_ch0:8,L0,label_Hqql,17.584754943847656,-0.9034411907196045,-15.886791944982178
20490,C_Tbl_correct,hadron_neighbor,charged_hadron,35,L0_ch0:8,L0,label_Tbl,17.584754943847656,0.8073246479034424,14.196606093510127
20490,C_Tbl_correct,photon_neighbor,photon,30,L0_ch0:8,L0,label_Hqql,17.556997299194336,-0.9034411907196045,-15.861714545445011
20490,C_Tbl_correct,photon_neighbor,photon,30,L0_ch0:8,L0,label_Tbl,17.556997299194336,0.8073246479034424,14.174196662813756
20491,C_Tbl_correct,photon_neighbor,photon,26,L0_ch0:8,L0,label_Hqql,15.687541961669922,4.453086853027344,69.85798686582712
20491,C_Tbl_correct,photon_neighbor,photon,26,L0_ch0:8,L0,label_Tbl,15.687541961669922,4.073647499084473,63.9055160789394
20491,C_Tbl_correct,photon_neighbor,photon,25,L0_ch0:8,L0,label_Hqql,15.475626945495605,4.453086853027344,68.91431089334219
20491,C_Tbl_correct,photon_neighbor,photon,25,L0_ch0:8,L0,label_Tbl,15.475626945495605,4.073647499084473,63.04224900328245
20491,C_Tbl_correct,photon_neighbor,photon,17,L0_ch0:8,L0,label_Hqql,15.334029197692871,4.453086853027344,68.28376382418355
20491,C_Tbl_correct,photon_neighbor,photon,17,L0_ch0:8,L0,label_Tbl,15.334029197692871,4.073647499084473,62.46542969206985
20492,C_Tbl_correct,photon_neighbor,photon,61,L0_ch0:8,L0,label_Hqql,22.767841339111328,0.42881593108177185,9.76321308255308
20492,C_Tbl_correct,photon_neighbor,photon,61,L0_ch0:8,L0,label_Tbl,22.767841339111328,0.8643584251403809,19.679575483720328
20492,C_Tbl_correct,hadron_neighbor,charged_hadron,44,L0_ch0:8,L0,label_Hqql,21.272245407104492,0.42881593108177185,9.121877720447458
20492,C_Tbl_correct,hadron_neighbor,charged_hadron,44,L0_ch0:8,L0,label_Tbl,21.272245407104492,0.8643584251403809,18.38684453928454
20492,C_Tbl_correct,nearest_hadron_to_best_lepton,charged_hadron,74,L0_ch0:8,L0,label_Hqql,20.099817276000977,0.42881593108177185,8.619121859781842
20492,C_Tbl_correct,nearest_hadron_to_best_lepton,charged_hadron,74,L0_ch0:8,L0,label_Tbl,20.099817276000977,0.8643584251403809,17.373446406293624
20493,C_Tbl_correct,photon_neighbor,photon,8,L0_ch0:8,L0,label_Hqql,17.398984909057617,-1.1977035999298096,-20.83882686070274
20493,C_Tbl_correct,photon_neighbor,photon,8,L0_ch0:8,L0,label_Tbl,17.398984909057617,2.9342851638793945,51.05358328520924
20493,C_Tbl_correct,photon_neighbor,photon,11,L0_ch0:8,L0,label_Hqql,14.726408958435059,-1.1977035999298096,-17.637873023556267
