step,layer,neuron_ids,score_sum,score_max,hidden_abs_mean
0,0,"[3048, 50, 3486, 4786, 2886, 392, 308, 4852, 2405, 2546, 3526, 4405, 196, 297, 2456, 1874, 1410, 1402, 1495, 918, 4341, 3181, 3266, 2903, 74, 2854, 516, 1088, 4171, 3599, 1110, 3851]",7.38441651314497,0.9089708924293518,0.016668761149048805
0,1,"[2874, 1619, 3052, 4431, 3516, 3573, 1540, 3675, 3861, 254, 205, 1595, 1738, 671, 4227, 3599, 4835, 3794, 3331, 3393, 3078, 55, 1490, 1135, 2658, 4719, 4269, 2875, 3091, 378, 183, 2144]",5.957369476556778,0.38372573256492615,0.026288656517863274
0,2,"[264, 4395, 2003, 2586, 4466, 886, 133, 3370, 2701, 1218, 2184, 773, 273, 673, 3911, 2802, 2437, 1570, 834, 1245, 1188, 4318, 506, 477, 2635, 2181, 3045, 692, 411, 4731, 4303, 3612]",5.016708351671696,0.4697690010070801,0.0294941533356905
0,3,"[4101, 674, 1213, 2512, 3363, 4627, 1983, 2149, 2477, 2430, 3477, 3963, 4408, 1523, 1050, 572, 995, 3545, 3752, 4499, 1793, 3430, 543, 2673, 1833, 4466, 3345, 2493, 2259, 1917, 2869, 1716]",9.688630029559135,0.5851657390594482,0.05280952528119087
0,4,"[2176, 979, 605, 1872, 2473, 3988, 177, 215, 730, 3364, 3033, 1251, 1015, 2225, 300, 4823, 396, 2600, 4541, 2914, 2162, 1433, 4472, 4418, 4051, 1989, 2805, 3711, 1023, 2959, 1049, 4338]",11.780090987682343,0.6127361059188843,0.07371662557125092
0,5,"[2447, 4091, 419, 2584, 1440, 1042, 1179, 79, 3475, 4791, 2760, 3011, 1346, 2442, 2575, 4642, 3366, 469, 958, 2046, 1618, 989, 2242, 1752, 2234, 1336, 1886, 1482, 3807, 2186, 2250, 4266]",13.502290293574333,0.9756300449371338,0.0837865099310875
0,6,"[1893, 3308, 1254, 3856, 2683, 3702, 2686, 2043, 4354, 3258, 3310, 4085, 146, 2113, 2356, 904, 4211, 3844, 2179, 2108, 1307, 1192, 1332, 1590, 1443, 4373, 2843, 1272, 1514, 2275, 3852, 2838]",16.336910873651505,1.415685772895813,0.07939135283231735
0,7,"[1731, 3022, 369, 2375, 2005, 3841, 2449, 3429, 4157, 4021, 186, 1304, 318, 621, 4340, 175, 2423, 771, 3219, 99, 3045, 1605, 2242, 131, 1780, 1396, 4025, 993, 3966, 3876, 1305, 3457]",17.57596144080162,2.309964179992676,0.08616994321346283
0,8,"[3225, 1508, 3546, 4411, 3848, 2784, 2979, 2597, 1092, 660, 2989, 1147, 1157, 259, 508, 2537, 2135, 3884, 4676, 2587, 3035, 1362, 3716, 988, 2709, 3387, 3464, 1014, 7, 378, 2436, 2217]",14.299160599708557,1.8397763967514038,0.07868395000696182
0,9,"[1578, 3468, 2277, 3832, 3751, 1445, 1052, 352, 1319, 2850, 3046, 2962, 2124, 2815, 4234, 307, 2240, 597, 190, 1736, 1186, 4127, 3339, 4434, 4803, 2636, 2935, 1060, 2308, 356, 2309, 2843]",12.769192427396774,0.7815045118331909,0.0786934569478035
