objective,module,kind,analysis_group,n,mean_score,mean_abs_score,mean_delta_norm,mean_grad_norm
signed_hqql_tbl,mod.blocks.7,particle,A_Hqql_correct,16,0.6188076920807362,0.6761950198560953,256.56438636779785,0.00013922735843152623
signed_hqql_tbl,mod.blocks.7,particle,C_Tbl_correct,16,0.4944642112823203,0.648303909227252,332.91034507751465,0.0002836679568645195
signed_hqql_tbl,mod.blocks.0,particle,D_Tbl_to_Hqql,16,-0.3142015354242176,1.0454172976315022,131.1304636001587,0.0022495021112263203
signed_hqql_tbl,mod.cls_blocks.0,cls,C_Tbl_correct,16,0.44352570828050375,0.44352570828050375,38.74202251434326,0.10990010201931
signed_hqql_tbl,mod.blocks.0,particle,C_Tbl_correct,16,-0.19190856255590916,1.265649251639843,132.63458347320557,0.002761444899078924
signed_hqql_tbl,mod.blocks.0,particle,A_Hqql_correct,16,-0.26852682465687394,0.8800830282270908,99.49515008926392,0.0008256426081061363
signed_hqql_tbl,mod.cls_blocks.1,cls,C_Tbl_correct,16,-0.3797185365110636,0.3797185365110636,127.54466104507446,0.04505119472742081
signed_hqql_tbl,mod.cls_blocks.1,cls,A_Hqql_correct,16,-0.37720590829849243,0.37720590829849243,124.1126356124878,0.04592818324454129
signed_hqql_tbl,mod.blocks.7,particle,D_Tbl_to_Hqql,16,0.3095241067931056,0.4346556458622217,327.67773818969727,0.0002449385829095263
signed_hqql_tbl,mod.blocks.1,particle,A_Hqql_correct,16,-0.2292995979078114,0.556927639991045,98.93589162826538,0.0007270147725648712
signed_hqql_tbl,mod.blocks.1,particle,C_Tbl_correct,16,-0.17590199410915375,0.6822297759354115,133.5149793624878,0.0023883837056928314
signed_hqql_tbl,mod.blocks.6,particle,A_Hqql_correct,16,0.25939052179455757,0.33993880078196526,154.48726272583008,0.00026426780732435873
signed_hqql_tbl,mod.cls_blocks.0,cls,A_Hqql_correct,16,0.2550941910594702,0.2550941910594702,39.052372455596924,0.1242157407104969
signed_hqql_tbl,mod.blocks.1,particle,D_Tbl_to_Hqql,16,-0.16597146866843104,0.6023153401911259,131.7671947479248,0.0019515378880896606
signed_hqql_tbl,mod.blocks.0,particle,B_Hqql_to_Tbl,16,0.02648153528571129,1.1180784851312637,122.28185272216797,0.002099284785799682
B_tbl_minus_hqql,mod.blocks.0,particle,B_Hqql_to_Tbl,16,0.026481477078050375,1.1180783919990063,127.30869960784912,0.0024050988868111745
signed_hqql_tbl,mod.blocks.2,particle,A_Hqql_correct,16,-0.18139002664247528,0.36916546802967787,83.28901863098145,0.0006862731861474458
signed_hqql_tbl,mod.blocks.3,particle,C_Tbl_correct,16,-0.14645498630125076,0.4827748443931341,103.93204736709595,0.001878089809906669
signed_hqql_tbl,mod.blocks.2,particle,C_Tbl_correct,16,-0.13315492100082338,0.5322741102427244,114.12487030029297,0.0021370421673054807
signed_hqql_tbl,mod.blocks.6,particle,D_Tbl_to_Hqql,16,0.18550850730389357,0.3151522232219577,207.06472206115723,0.0005844835031894036
B_tbl_minus_hqql,mod.blocks.4,particle,B_Hqql_to_Tbl,16,-0.15859379060566425,0.3845953503623605,120.9973464012146,0.0014580574170395266
signed_hqql_tbl,mod.blocks.4,particle,B_Hqql_to_Tbl,16,-0.15859378431923687,0.3845953680574894,116.92481803894043,0.0012609742043423466
signed_hqql_tbl,mod.blocks.4,particle,C_Tbl_correct,16,-0.12450606841593981,0.45915738493204117,124.26683139801025,0.0015192319660854992
B_tbl_minus_hqql,mod.blocks.1,particle,B_Hqql_to_Tbl,16,-0.07174343662336469,0.6207004636526108,127.89515161514282,0.00213828948471928
signed_hqql_tbl,mod.blocks.1,particle,B_Hqql_to_Tbl,16,-0.07174337771721184,0.6207004971802235,122.36748600006104,0.001856855862570228
signed_hqql_tbl,mod.blocks.3,particle,A_Hqql_correct,16,-0.13540376315359026,0.3296053623780608,88.81832885742188,0.0006032198525645072
signed_hqql_tbl,mod.blocks.2,particle,D_Tbl_to_Hqql,16,-0.0790140915196389,0.43067049235105515,113.19873189926147,0.0017547677161928732
signed_hqql_tbl,mod.cls_blocks.1,cls,D_Tbl_to_Hqql,16,-0.14783415338024497,0.14783415338024497,141.91412687301636,0.04190069297328591
signed_hqql_tbl,mod.blocks.5,particle,C_Tbl_correct,16,-0.10272571744280867,0.31952446419745684,155.9810128211975,0.001120970398915233
B_tbl_minus_hqql,mod.blocks.7,particle,B_Hqql_to_Tbl,16,0.06532939133467153,0.46212770231068134,320.2430057525635,0.00025865124644042226
signed_hqql_tbl,mod.blocks.7,particle,B_Hqql_to_Tbl,16,0.06532936909934506,0.46212771348655224,310.2868938446045,0.00022911681662662886
B_tbl_minus_hqql,mod.blocks.3,particle,B_Hqql_to_Tbl,16,-0.07057174667716026,0.42381374165415764,101.67151498794556,0.0017492113693151623
signed_hqql_tbl,mod.blocks.3,particle,B_Hqql_to_Tbl,16,-0.0705717388773337,0.4238137397915125,98.71213960647583,0.0015119771414902061
signed_hqql_tbl,mod.cls_blocks.0,cls,D_Tbl_to_Hqql,16,0.1351500628516078,0.1351500628516078,40.9518358707428,0.09203268168494105
B_tbl_minus_hqql,mod.blocks.6,particle,B_Hqql_to_Tbl,16,-0.07458769450022373,0.31985774356871843,200.77567958831787,0.0006515307668450987
signed_hqql_tbl,mod.blocks.6,particle,B_Hqql_to_Tbl,16,-0.07458769448567182,0.31985773239284754,192.38678455352783,0.000561808517886675
B_tbl_minus_hqql,mod.blocks.2,particle,B_Hqql_to_Tbl,16,-0.025202865013852715,0.5002167150378227,111.15332460403442,0.0019216280052205548
signed_hqql_tbl,mod.blocks.2,particle,B_Hqql_to_Tbl,16,-0.025202843942679465,0.5002167243510485,106.35807991027832,0.0016657005216984544
B_tbl_minus_hqql,mod.blocks.5,particle,B_Hqql_to_Tbl,16,-0.06415403471328318,0.3384268330410123,151.89924812316895,0.0010903620968747418
signed_hqql_tbl,mod.blocks.5,particle,B_Hqql_to_Tbl,16,-0.06415403820574284,0.3384268004447222,145.5602741241455,0.000942039159781416
signed_hqql_tbl,mod.blocks.3,particle,D_Tbl_to_Hqql,16,-0.04954287031432614,0.37695380114018917,103.42809295654297,0.0015713589600636624
signed_hqql_tbl,mod.blocks.6,particle,C_Tbl_correct,16,0.053429099265486,0.35721264220774174,208.3810396194458,0.0006719767370668706
signed_hqql_tbl,mod.blocks.4,particle,D_Tbl_to_Hqql,16,0.03224249114282429,0.3517749086022377,123.93535375595093,0.0013010617112740874
signed_hqql_tbl,mod.blocks.5,particle,D_Tbl_to_Hqql,16,0.024436276173219085,0.2994448710232973,156.92881870269775,0.000965146809903672
signed_hqql_tbl,mod.blocks.4,particle,A_Hqql_correct,16,0.002210165897849947,0.28814641013741493,97.17205715179443,0.0005125984826008789
signed_hqql_tbl,mod.blocks.5,particle,A_Hqql_correct,16,-0.0022050334373489022,0.2314849104732275,117.87907457351685,0.00039635384382563643
