control,transition_type,from_id,from_label,to_id,to_label,n,from_total,rate
remove_top4,baseline_pred_to_control_pred,9,label_Tbl,3,label_Hgg,19,253,0.07509881422924901
remove_top4,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,20,270,0.07407407407407407
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,3,label_Hgg,16,243,0.06584362139917696
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,1,label_Hbb,14,251,0.055776892430278883
remove_top4,baseline_pred_to_control_pred,9,label_Tbl,6,label_Zqq,13,253,0.05138339920948617
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,12,243,0.04938271604938271
remove_top4,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,13,270,0.04814814814814815
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,12,251,0.04780876494023904
remove_top4,baseline_pred_to_control_pred,9,label_Tbl,7,label_Wqq,11,253,0.043478260869565216
remove_top4,baseline_pred_to_control_pred,2,label_Hcc,1,label_Hbb,8,220,0.03636363636363636
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,3,label_Hgg,9,255,0.03529411764705882
remove_top4,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,9,280,0.03214285714285714
remove_top4,baseline_pred_to_control_pred,3,label_Hgg,8,label_Tbqq,9,280,0.03214285714285714
remove_top4,baseline_pred_to_control_pred,7,label_Wqq,3,label_Hgg,8,270,0.02962962962962963
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,7,251,0.027888446215139442
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,6,label_Zqq,7,255,0.027450980392156862
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,8,label_Tbqq,6,255,0.023529411764705882
remove_top4,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,6,273,0.02197802197802198
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,5,243,0.0205761316872428
remove_top4,baseline_pred_to_control_pred,9,label_Tbl,9,label_Tbl,5,253,0.019762845849802372
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,5,255,0.0196078431372549
remove_top4,baseline_pred_to_control_pred,8,label_Tbqq,3,label_Hgg,5,273,0.018315018315018316
remove_top4,baseline_pred_to_control_pred,4,label_H4q,8,label_Tbqq,5,274,0.01824817518248175
remove_top4,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,4,241,0.016597510373443983
remove_top4,baseline_pred_to_control_pred,8,label_Tbqq,1,label_Hbb,4,273,0.014652014652014652
remove_top4,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,4,274,0.014598540145985401
remove_top4,baseline_pred_to_control_pred,3,label_Hgg,1,label_Hbb,4,280,0.014285714285714285
remove_top4,baseline_pred_to_control_pred,0,label_QCD,1,label_Hbb,3,241,0.012448132780082987
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,2,label_Hcc,3,251,0.01195219123505976
remove_top4,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,3,253,0.011857707509881422
remove_top4,baseline_pred_to_control_pred,7,label_Wqq,1,label_Hbb,3,270,0.011111111111111112
remove_top4,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,2,220,0.00909090909090909
remove_top4,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,2,220,0.00909090909090909
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,2,243,0.00823045267489712
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,2,243,0.00823045267489712
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,5,label_Hqql,2,251,0.00796812749003984
remove_top4,baseline_pred_to_control_pred,6,label_Zqq,8,label_Tbqq,2,251,0.00796812749003984
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,1,label_Hbb,2,255,0.00784313725490196
remove_top4,baseline_pred_to_control_pred,5,label_Hqql,2,label_Hcc,2,255,0.00784313725490196
remove_top4,baseline_pred_to_control_pred,2,label_Hcc,5,label_Hqql,1,220,0.004545454545454545
remove_top4,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,1,241,0.004149377593360996
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,7,label_Wqq,1,243,0.00411522633744856
remove_top4,baseline_pred_to_control_pred,1,label_Hbb,9,label_Tbl,1,243,0.00411522633744856
remove_top4,baseline_pred_to_control_pred,7,label_Wqq,8,label_Tbqq,1,270,0.003703703703703704
remove_top4,baseline_pred_to_control_pred,8,label_Tbqq,5,label_Hqql,1,273,0.003663003663003663
remove_top4,baseline_pred_to_control_pred,4,label_H4q,1,label_Hbb,1,274,0.0036496350364963502
remove_top4,baseline_pred_to_control_pred,4,label_H4q,2,label_Hcc,1,274,0.0036496350364963502
remove_top4,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,1,280,0.0035714285714285713
remove_top4,true_class_to_control_pred,4,label_H4q,4,label_H4q,191,256,0.74609375
remove_top4,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,180,256,0.703125
remove_top4,true_class_to_control_pred,5,label_Hqql,4,label_H4q,175,256,0.68359375
remove_top4,true_class_to_control_pred,3,label_Hgg,3,label_Hgg,172,256,0.671875
remove_top4,true_class_to_control_pred,6,label_Zqq,4,label_H4q,162,256,0.6328125
remove_top4,true_class_to_control_pred,7,label_Wqq,4,label_H4q,154,256,0.6015625
remove_top4,true_class_to_control_pred,2,label_Hcc,4,label_H4q,147,256,0.57421875
remove_top4,true_class_to_control_pred,0,label_QCD,0,label_QCD,145,256,0.56640625
remove_top4,true_class_to_control_pred,9,label_Tbl,0,label_QCD,88,256,0.34375
remove_top4,true_class_to_control_pred,1,label_Hbb,1,label_Hbb,86,256,0.3359375
remove_top4,true_class_to_control_pred,1,label_Hbb,4,label_H4q,83,256,0.32421875
remove_top4,true_class_to_control_pred,7,label_Wqq,7,label_Wqq,54,256,0.2109375
remove_top4,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,53,256,0.20703125
remove_top4,true_class_to_control_pred,0,label_QCD,4,label_H4q,52,256,0.203125
remove_top4,true_class_to_control_pred,9,label_Tbl,4,label_H4q,50,256,0.1953125
remove_top4,true_class_to_control_pred,3,label_Hgg,4,label_H4q,47,256,0.18359375
remove_top4,true_class_to_control_pred,4,label_H4q,3,label_Hgg,41,256,0.16015625
remove_top4,true_class_to_control_pred,9,label_Tbl,1,label_Hbb,39,256,0.15234375
remove_top4,true_class_to_control_pred,2,label_Hcc,3,label_Hgg,36,256,0.140625
remove_top4,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,35,256,0.13671875
remove_top4,true_class_to_control_pred,1,label_Hbb,3,label_Hgg,32,256,0.125
remove_top4,true_class_to_control_pred,0,label_QCD,3,label_Hgg,30,256,0.1171875
remove_top4,true_class_to_control_pred,1,label_Hbb,8,label_Tbqq,30,256,0.1171875
remove_top4,true_class_to_control_pred,5,label_Hqql,0,label_QCD,27,256,0.10546875
remove_top4,true_class_to_control_pred,9,label_Tbl,8,label_Tbqq,26,256,0.1015625
remove_top4,true_class_to_control_pred,0,label_QCD,8,label_Tbqq,24,256,0.09375
remove_top4,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,24,256,0.09375
remove_top4,true_class_to_control_pred,6,label_Zqq,6,label_Zqq,23,256,0.08984375
remove_top4,true_class_to_control_pred,6,label_Zqq,3,label_Hgg,22,256,0.0859375
remove_top4,true_class_to_control_pred,9,label_Tbl,3,label_Hgg,21,256,0.08203125
remove_top4,true_class_to_control_pred,7,label_Wqq,0,label_QCD,19,256,0.07421875
remove_top4,true_class_to_control_pred,6,label_Zqq,7,label_Wqq,17,256,0.06640625
remove_top4,true_class_to_control_pred,2,label_Hcc,1,label_Hbb,16,256,0.0625
remove_top4,true_class_to_control_pred,2,label_Hcc,2,label_Hcc,14,256,0.0546875
remove_top4,true_class_to_control_pred,6,label_Zqq,0,label_QCD,14,256,0.0546875
remove_top4,true_class_to_control_pred,1,label_Hbb,2,label_Hcc,13,256,0.05078125
remove_top4,true_class_to_control_pred,3,label_Hgg,0,label_QCD,13,256,0.05078125
remove_top4,true_class_to_control_pred,9,label_Tbl,6,label_Zqq,13,256,0.05078125
remove_top4,true_class_to_control_pred,3,label_Hgg,1,label_Hbb,11,256,0.04296875
remove_top4,true_class_to_control_pred,7,label_Wqq,6,label_Zqq,11,256,0.04296875
remove_top4,true_class_to_control_pred,9,label_Tbl,7,label_Wqq,11,256,0.04296875
remove_top4,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,10,256,0.0390625
remove_top4,true_class_to_control_pred,4,label_H4q,0,label_QCD,9,256,0.03515625
remove_top4,true_class_to_control_pred,3,label_Hgg,8,label_Tbqq,8,256,0.03125
remove_top4,true_class_to_control_pred,4,label_H4q,8,label_Tbqq,8,256,0.03125
remove_top4,true_class_to_control_pred,5,label_Hqql,3,label_Hgg,8,256,0.03125
remove_top4,true_class_to_control_pred,7,label_Wqq,3,label_Hgg,8,256,0.03125
remove_top4,true_class_to_control_pred,5,label_Hqql,6,label_Zqq,7,256,0.02734375
remove_top4,true_class_to_control_pred,6,label_Zqq,1,label_Hbb,7,256,0.02734375
remove_top4,true_class_to_control_pred,6,label_Zqq,8,label_Tbqq,7,256,0.02734375
remove_top4,true_class_to_control_pred,7,label_Wqq,8,label_Tbqq,7,256,0.02734375
remove_top4,true_class_to_control_pred,8,label_Tbqq,3,label_Hgg,7,256,0.02734375
remove_top4,true_class_to_control_pred,5,label_Hqql,8,label_Tbqq,6,256,0.0234375
remove_top4,true_class_to_control_pred,1,label_Hbb,6,label_Zqq,5,256,0.01953125
remove_top4,true_class_to_control_pred,5,label_Hqql,7,label_Wqq,5,256,0.01953125
remove_top4,true_class_to_control_pred,8,label_Tbqq,1,label_Hbb,5,256,0.01953125
remove_top4,true_class_to_control_pred,9,label_Tbl,9,label_Tbl,5,256,0.01953125
remove_top4,true_class_to_control_pred,6,label_Zqq,2,label_Hcc,4,256,0.015625
remove_top4,true_class_to_control_pred,0,label_QCD,1,label_Hbb,3,256,0.01171875
remove_top4,true_class_to_control_pred,2,label_Hcc,0,label_QCD,3,256,0.01171875
remove_top4,true_class_to_control_pred,3,label_Hgg,2,label_Hcc,3,256,0.01171875
remove_top4,true_class_to_control_pred,4,label_H4q,1,label_Hbb,3,256,0.01171875
remove_top4,true_class_to_control_pred,9,label_Tbl,5,label_Hqql,3,256,0.01171875
remove_top4,true_class_to_control_pred,1,label_Hbb,0,label_QCD,2,256,0.0078125
remove_top4,true_class_to_control_pred,1,label_Hbb,5,label_Hqql,2,256,0.0078125
remove_top4,true_class_to_control_pred,1,label_Hbb,7,label_Wqq,2,256,0.0078125
remove_top4,true_class_to_control_pred,2,label_Hcc,5,label_Hqql,2,256,0.0078125
remove_top4,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,2,256,0.0078125
remove_top4,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,2,256,0.0078125
remove_top4,true_class_to_control_pred,4,label_H4q,2,label_Hcc,2,256,0.0078125
remove_top4,true_class_to_control_pred,5,label_Hqql,1,label_Hbb,2,256,0.0078125
remove_top4,true_class_to_control_pred,5,label_Hqql,2,label_Hcc,2,256,0.0078125
remove_top4,true_class_to_control_pred,7,label_Wqq,1,label_Hbb,2,256,0.0078125
remove_top4,true_class_to_control_pred,0,label_QCD,6,label_Zqq,1,256,0.00390625
remove_top4,true_class_to_control_pred,0,label_QCD,7,label_Wqq,1,256,0.00390625
remove_top4,true_class_to_control_pred,1,label_Hbb,9,label_Tbl,1,256,0.00390625
remove_top4,true_class_to_control_pred,2,label_Hcc,7,label_Wqq,1,256,0.00390625
remove_top4,true_class_to_control_pred,4,label_H4q,6,label_Zqq,1,256,0.00390625
remove_top4,true_class_to_control_pred,4,label_H4q,7,label_Wqq,1,256,0.00390625
remove_top4,true_class_to_control_pred,7,label_Wqq,5,label_Hqql,1,256,0.00390625
remove_top4,true_class_to_control_pred,8,label_Tbqq,2,label_Hcc,1,256,0.00390625
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,231,255,0.9058823529411765
keep_top4,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,173,241,0.7178423236514523
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,165,273,0.6043956043956044
keep_top4,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,152,253,0.6007905138339921
keep_top4,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,140,274,0.5109489051094891
keep_top4,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,125,280,0.44642857142857145
keep_top4,baseline_pred_to_control_pred,9,label_Tbl,9,label_Tbl,98,253,0.38735177865612647
keep_top4,baseline_pred_to_control_pred,3,label_Hgg,7,label_Wqq,108,280,0.38571428571428573
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,100,270,0.37037037037037035
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,90,251,0.35856573705179284
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,88,251,0.350597609561753
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,88,270,0.32592592592592595
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,65,220,0.29545454545454547
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,7,label_Wqq,69,243,0.2839506172839506
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,7,label_Wqq,60,220,0.2727272727272727
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,64,243,0.26337448559670784
keep_top4,baseline_pred_to_control_pred,4,label_H4q,7,label_Wqq,69,274,0.2518248175182482
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,50,243,0.205761316872428
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,44,220,0.2
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,41,243,0.16872427983539096
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,5,label_Hqql,43,273,0.1575091575091575
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,5,label_Hqql,42,270,0.15555555555555556
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,7,label_Wqq,38,273,0.1391941391941392
keep_top4,baseline_pred_to_control_pred,4,label_H4q,5,label_Hqql,38,274,0.1386861313868613
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,5,label_Hqql,30,220,0.13636363636363635
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,5,label_Hqql,30,251,0.11952191235059761
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,29,270,0.10740740740740741
keep_top4,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,25,241,0.1037344398340249
keep_top4,baseline_pred_to_control_pred,0,label_QCD,4,label_H4q,22,241,0.0912863070539419
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,20,220,0.09090909090909091
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,22,251,0.08764940239043825
keep_top4,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,24,280,0.08571428571428572
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,20,251,0.0796812749003984
keep_top4,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,19,274,0.06934306569343066
keep_top4,baseline_pred_to_control_pred,3,label_Hgg,5,label_Hqql,18,280,0.06428571428571428
keep_top4,baseline_pred_to_control_pred,0,label_QCD,5,label_Hqql,15,241,0.06224066390041494
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,12,273,0.04395604395604396
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,11,255,0.043137254901960784
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,10,270,0.037037037037037035
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,9,243,0.037037037037037035
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,6,label_Zqq,9,273,0.03296703296703297
keep_top4,baseline_pred_to_control_pred,4,label_H4q,6,label_Zqq,7,274,0.025547445255474453
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,9,label_Tbl,6,243,0.024691358024691357
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,5,255,0.0196078431372549
keep_top4,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,5,280,0.017857142857142856
keep_top4,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,4,241,0.016597510373443983
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,9,label_Tbl,4,255,0.01568627450980392
keep_top4,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,3,253,0.011857707509881422
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,3,273,0.01098901098901099
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,2,243,0.00823045267489712
keep_top4,baseline_pred_to_control_pred,1,label_Hbb,8,label_Tbqq,2,243,0.00823045267489712
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,0,label_QCD,2,255,0.00784313725490196
keep_top4,baseline_pred_to_control_pred,5,label_Hqql,6,label_Zqq,2,255,0.00784313725490196
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,9,label_Tbl,2,273,0.007326007326007326
keep_top4,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,1,220,0.004545454545454545
keep_top4,baseline_pred_to_control_pred,0,label_QCD,8,label_Tbqq,1,241,0.004149377593360996
keep_top4,baseline_pred_to_control_pred,0,label_QCD,9,label_Tbl,1,241,0.004149377593360996
keep_top4,baseline_pred_to_control_pred,6,label_Zqq,9,label_Tbl,1,251,0.00398406374501992
keep_top4,baseline_pred_to_control_pred,7,label_Wqq,1,label_Hbb,1,270,0.003703703703703704
keep_top4,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,1,273,0.003663003663003663
keep_top4,baseline_pred_to_control_pred,4,label_H4q,9,label_Tbl,1,274,0.0036496350364963502
keep_top4,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,229,256,0.89453125
keep_top4,true_class_to_control_pred,0,label_QCD,0,label_QCD,164,256,0.640625
keep_top4,true_class_to_control_pred,9,label_Tbl,5,label_Hqql,156,256,0.609375
keep_top4,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,151,256,0.58984375
keep_top4,true_class_to_control_pred,4,label_H4q,4,label_H4q,137,256,0.53515625
keep_top4,true_class_to_control_pred,3,label_Hgg,4,label_H4q,101,256,0.39453125
keep_top4,true_class_to_control_pred,9,label_Tbl,9,label_Tbl,97,256,0.37890625
keep_top4,true_class_to_control_pred,7,label_Wqq,7,label_Wqq,96,256,0.375
keep_top4,true_class_to_control_pred,3,label_Hgg,7,label_Wqq,91,256,0.35546875
keep_top4,true_class_to_control_pred,6,label_Zqq,0,label_QCD,90,256,0.3515625
keep_top4,true_class_to_control_pred,6,label_Zqq,7,label_Wqq,88,256,0.34375
keep_top4,true_class_to_control_pred,2,label_Hcc,4,label_H4q,87,256,0.33984375
keep_top4,true_class_to_control_pred,7,label_Wqq,0,label_QCD,83,256,0.32421875
keep_top4,true_class_to_control_pred,1,label_Hbb,7,label_Wqq,77,256,0.30078125
keep_top4,true_class_to_control_pred,1,label_Hbb,4,label_H4q,69,256,0.26953125
keep_top4,true_class_to_control_pred,2,label_Hcc,7,label_Wqq,65,256,0.25390625
keep_top4,true_class_to_control_pred,4,label_H4q,7,label_Wqq,64,256,0.25
keep_top4,true_class_to_control_pred,2,label_Hcc,0,label_QCD,48,256,0.1875
keep_top4,true_class_to_control_pred,1,label_Hbb,5,label_Hqql,47,256,0.18359375
keep_top4,true_class_to_control_pred,1,label_Hbb,0,label_QCD,44,256,0.171875
keep_top4,true_class_to_control_pred,7,label_Wqq,5,label_Hqql,44,256,0.171875
keep_top4,true_class_to_control_pred,8,label_Tbqq,5,label_Hqql,40,256,0.15625
keep_top4,true_class_to_control_pred,8,label_Tbqq,7,label_Wqq,40,256,0.15625
keep_top4,true_class_to_control_pred,2,label_Hcc,5,label_Hqql,38,256,0.1484375
keep_top4,true_class_to_control_pred,0,label_QCD,7,label_Wqq,37,256,0.14453125
keep_top4,true_class_to_control_pred,0,label_QCD,4,label_H4q,34,256,0.1328125
keep_top4,true_class_to_control_pred,3,label_Hgg,0,label_QCD,32,256,0.125
keep_top4,true_class_to_control_pred,6,label_Zqq,4,label_H4q,31,256,0.12109375
keep_top4,true_class_to_control_pred,4,label_H4q,5,label_Hqql,30,256,0.1171875
keep_top4,true_class_to_control_pred,3,label_Hgg,5,label_Hqql,26,256,0.1015625
keep_top4,true_class_to_control_pred,6,label_Zqq,5,label_Hqql,25,256,0.09765625
keep_top4,true_class_to_control_pred,7,label_Wqq,4,label_H4q,22,256,0.0859375
keep_top4,true_class_to_control_pred,6,label_Zqq,6,label_Zqq,20,256,0.078125
keep_top4,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,17,256,0.06640625
keep_top4,true_class_to_control_pred,4,label_H4q,0,label_QCD,16,256,0.0625
keep_top4,true_class_to_control_pred,0,label_QCD,5,label_Hqql,14,256,0.0546875
keep_top4,true_class_to_control_pred,5,label_Hqql,7,label_Wqq,12,256,0.046875
keep_top4,true_class_to_control_pred,7,label_Wqq,6,label_Zqq,11,256,0.04296875
keep_top4,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,11,256,0.04296875
keep_top4,true_class_to_control_pred,1,label_Hbb,6,label_Zqq,9,256,0.03515625
keep_top4,true_class_to_control_pred,4,label_H4q,6,label_Zqq,8,256,0.03125
keep_top4,true_class_to_control_pred,8,label_Tbqq,6,label_Zqq,8,256,0.03125
keep_top4,true_class_to_control_pred,1,label_Hbb,9,label_Tbl,6,256,0.0234375
keep_top4,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,6,256,0.0234375
keep_top4,true_class_to_control_pred,0,label_QCD,6,label_Zqq,5,256,0.01953125
keep_top4,true_class_to_control_pred,5,label_Hqql,4,label_H4q,5,256,0.01953125
keep_top4,true_class_to_control_pred,5,label_Hqql,9,label_Tbl,5,256,0.01953125
keep_top4,true_class_to_control_pred,5,label_Hqql,0,label_QCD,3,256,0.01171875
keep_top4,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,3,256,0.01171875
keep_top4,true_class_to_control_pred,9,label_Tbl,0,label_QCD,3,256,0.01171875
keep_top4,true_class_to_control_pred,1,label_Hbb,1,label_Hbb,2,256,0.0078125
keep_top4,true_class_to_control_pred,1,label_Hbb,8,label_Tbqq,2,256,0.0078125
keep_top4,true_class_to_control_pred,5,label_Hqql,6,label_Zqq,2,256,0.0078125
keep_top4,true_class_to_control_pred,8,label_Tbqq,9,label_Tbl,2,256,0.0078125
keep_top4,true_class_to_control_pred,0,label_QCD,8,label_Tbqq,1,256,0.00390625
keep_top4,true_class_to_control_pred,0,label_QCD,9,label_Tbl,1,256,0.00390625
keep_top4,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,1,256,0.00390625
keep_top4,true_class_to_control_pred,4,label_H4q,9,label_Tbl,1,256,0.00390625
keep_top4,true_class_to_control_pred,6,label_Zqq,1,label_Hbb,1,256,0.00390625
keep_top4,true_class_to_control_pred,6,label_Zqq,9,label_Tbl,1,256,0.00390625
keep_top4,true_class_to_control_pred,8,label_Tbqq,2,label_Hcc,1,256,0.00390625
random_remove4,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,264,274,0.9635036496350365
random_remove4,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,224,241,0.9294605809128631
random_remove4,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,253,273,0.9267399267399268
random_remove4,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,237,270,0.8777777777777778
random_remove4,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,216,255,0.8470588235294118
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,3,label_Hgg,237,280,0.8464285714285714
random_remove4,baseline_pred_to_control_pred,9,label_Tbl,9,label_Tbl,199,253,0.7865612648221344
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,2,label_Hcc,153,220,0.6954545454545454
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,168,243,0.691358024691358
random_remove4,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,167,251,0.6653386454183267
random_remove4,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,62,251,0.24701195219123506
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,32,243,0.13168724279835392
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,25,220,0.11363636363636363
random_remove4,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,20,253,0.07905138339920949
random_remove4,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,20,255,0.0784313725490196
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,17,220,0.07727272727272727
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,15,280,0.05357142857142857
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,3,label_Hgg,12,243,0.04938271604938271
random_remove4,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,12,251,0.04780876494023904
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,11,243,0.04526748971193416
random_remove4,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,12,270,0.044444444444444446
random_remove4,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,12,270,0.044444444444444446
random_remove4,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,11,253,0.043478260869565216
random_remove4,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,10,255,0.0392156862745098
random_remove4,baseline_pred_to_control_pred,9,label_Tbl,1,label_Hbb,9,253,0.03557312252964427
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,8,243,0.03292181069958848
random_remove4,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,8,270,0.02962962962962963
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,1,label_Hbb,6,220,0.02727272727272727
random_remove4,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,7,273,0.02564102564102564
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,2,label_Hcc,7,280,0.025
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,7,280,0.025
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,7,label_Wqq,5,220,0.022727272727272728
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,5,220,0.022727272727272728
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,6,280,0.02142857142857143
random_remove4,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,5,241,0.02074688796680498
random_remove4,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,5,241,0.02074688796680498
random_remove4,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,5,273,0.018315018315018316
random_remove4,baseline_pred_to_control_pred,2,label_Hcc,3,label_Hgg,4,220,0.01818181818181818
random_remove4,baseline_pred_to_control_pred,3,label_Hgg,1,label_Hbb,5,280,0.017857142857142856
random_remove4,baseline_pred_to_control_pred,1,label_Hbb,8,label_Tbqq,4,243,0.01646090534979424
random_remove4,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,4,251,0.01593625498007968
