control,transition_type,from_id,from_label,to_id,to_label,n,from_total,rate
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,7,label_Wqq,112,280,0.4
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,100,270,0.37037037037037035
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,7,label_Wqq,81,220,0.36818181818181817
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,87,251,0.3466135458167331
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,7,label_Wqq,75,243,0.30864197530864196
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,7,label_Wqq,84,273,0.3076923076923077
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,9,label_Tbl,67,243,0.2757201646090535
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,72,273,0.26373626373626374
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,63,251,0.250996015936255
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,9,label_Tbl,55,220,0.25
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,67,270,0.24814814814814815
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,9,label_Tbl,53,273,0.19413919413919414
keep_top1,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,46,241,0.1908713692946058
keep_top1,baseline_pred_to_control_pred,4,label_H4q,9,label_Tbl,49,274,0.17883211678832117
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,43,251,0.17131474103585656
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,42,270,0.15555555555555556
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,9,label_Tbl,41,270,0.15185185185185185
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,9,label_Tbl,41,280,0.14642857142857144
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,31,220,0.1409090909090909
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,34,243,0.13991769547325103
keep_top1,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,33,241,0.13692946058091288
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,38,280,0.1357142857142857
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,35,280,0.125
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,9,label_Tbl,31,251,0.12350597609561753
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,26,243,0.10699588477366255
keep_top1,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,29,274,0.10583941605839416
keep_top1,baseline_pred_to_control_pred,4,label_H4q,6,label_Zqq,27,274,0.09854014598540146
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,27,280,0.09642857142857143
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,6,label_Zqq,26,273,0.09523809523809523
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,23,243,0.09465020576131687
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,20,220,0.09090909090909091
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,21,255,0.08235294117647059
keep_top1,baseline_pred_to_control_pred,0,label_QCD,9,label_Tbl,18,241,0.07468879668049792
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,16,220,0.07272727272727272
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,19,273,0.0695970695970696
keep_top1,baseline_pred_to_control_pred,9,label_Tbl,6,label_Zqq,17,253,0.06719367588932806
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,0,label_QCD,17,255,0.06666666666666667
keep_top1,baseline_pred_to_control_pred,0,label_QCD,2,label_Hcc,16,241,0.06639004149377593
keep_top1,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,18,274,0.06569343065693431
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,15,243,0.06172839506172839
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,5,label_Hqql,13,220,0.05909090909090909
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,5,label_Hqql,16,280,0.05714285714285714
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,2,label_Hcc,14,251,0.055776892430278883
keep_top1,baseline_pred_to_control_pred,4,label_H4q,5,label_Hqql,12,274,0.043795620437956206
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,2,label_Hcc,11,270,0.040740740740740744
keep_top1,baseline_pred_to_control_pred,0,label_QCD,4,label_H4q,9,241,0.03734439834024896
keep_top1,baseline_pred_to_control_pred,4,label_H4q,2,label_Hcc,10,274,0.0364963503649635
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,6,label_Zqq,9,255,0.03529411764705882
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,8,255,0.03137254901960784
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,5,label_Hqql,7,251,0.027888446215139442
keep_top1,baseline_pred_to_control_pred,9,label_Tbl,7,label_Wqq,7,253,0.02766798418972332
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,5,label_Hqql,7,273,0.02564102564102564
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,2,label_Hcc,7,280,0.025
keep_top1,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,6,251,0.02390438247011952
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,6,273,0.02197802197802198
keep_top1,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,5,253,0.019762845849802372
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,5,270,0.018518518518518517
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,5,273,0.018315018315018316
keep_top1,baseline_pred_to_control_pred,7,label_Wqq,5,label_Hqql,4,270,0.014814814814814815
keep_top1,baseline_pred_to_control_pred,3,label_Hgg,8,label_Tbqq,4,280,0.014285714285714285
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,2,label_Hcc,3,220,0.013636363636363636
keep_top1,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,3,243,0.012345679012345678
keep_top1,baseline_pred_to_control_pred,9,label_Tbl,2,label_Hcc,2,253,0.007905138339920948
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,2,255,0.00784313725490196
keep_top1,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,1,220,0.004545454545454545
keep_top1,baseline_pred_to_control_pred,0,label_QCD,5,label_Hqql,1,241,0.004149377593360996
keep_top1,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,1,253,0.003952569169960474
keep_top1,baseline_pred_to_control_pred,5,label_Hqql,2,label_Hcc,1,255,0.00392156862745098
keep_top1,baseline_pred_to_control_pred,8,label_Tbqq,3,label_Hgg,1,273,0.003663003663003663
keep_top1,true_class_to_control_pred,9,label_Tbl,9,label_Tbl,223,256,0.87109375
keep_top1,true_class_to_control_pred,5,label_Hqql,9,label_Tbl,195,256,0.76171875
keep_top1,true_class_to_control_pred,4,label_H4q,7,label_Wqq,119,256,0.46484375
keep_top1,true_class_to_control_pred,0,label_QCD,0,label_QCD,117,256,0.45703125
keep_top1,true_class_to_control_pred,3,label_Hgg,7,label_Wqq,104,256,0.40625
keep_top1,true_class_to_control_pred,2,label_Hcc,7,label_Wqq,100,256,0.390625
keep_top1,true_class_to_control_pred,7,label_Wqq,7,label_Wqq,92,256,0.359375
keep_top1,true_class_to_control_pred,6,label_Zqq,7,label_Wqq,88,256,0.34375
keep_top1,true_class_to_control_pred,1,label_Hbb,7,label_Wqq,78,256,0.3046875
keep_top1,true_class_to_control_pred,8,label_Tbqq,7,label_Wqq,77,256,0.30078125
keep_top1,true_class_to_control_pred,1,label_Hbb,9,label_Tbl,69,256,0.26953125
keep_top1,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,65,256,0.25390625
keep_top1,true_class_to_control_pred,7,label_Wqq,0,label_QCD,63,256,0.24609375
keep_top1,true_class_to_control_pred,2,label_Hcc,9,label_Tbl,56,256,0.21875
keep_top1,true_class_to_control_pred,6,label_Zqq,0,label_QCD,56,256,0.21875
keep_top1,true_class_to_control_pred,0,label_QCD,7,label_Wqq,55,256,0.21484375
keep_top1,true_class_to_control_pred,8,label_Tbqq,9,label_Tbl,51,256,0.19921875
keep_top1,true_class_to_control_pred,6,label_Zqq,6,label_Zqq,45,256,0.17578125
keep_top1,true_class_to_control_pred,3,label_Hgg,9,label_Tbl,41,256,0.16015625
keep_top1,true_class_to_control_pred,4,label_H4q,9,label_Tbl,41,256,0.16015625
keep_top1,true_class_to_control_pred,6,label_Zqq,9,label_Tbl,41,256,0.16015625
keep_top1,true_class_to_control_pred,7,label_Wqq,6,label_Zqq,39,256,0.15234375
keep_top1,true_class_to_control_pred,7,label_Wqq,9,label_Tbl,38,256,0.1484375
keep_top1,true_class_to_control_pred,0,label_QCD,6,label_Zqq,37,256,0.14453125
keep_top1,true_class_to_control_pred,1,label_Hbb,6,label_Zqq,34,256,0.1328125
keep_top1,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,33,256,0.12890625
keep_top1,true_class_to_control_pred,3,label_Hgg,4,label_H4q,33,256,0.12890625
keep_top1,true_class_to_control_pred,2,label_Hcc,0,label_QCD,32,256,0.125
keep_top1,true_class_to_control_pred,1,label_Hbb,0,label_QCD,30,256,0.1171875
keep_top1,true_class_to_control_pred,3,label_Hgg,0,label_QCD,30,256,0.1171875
keep_top1,true_class_to_control_pred,4,label_H4q,4,label_H4q,28,256,0.109375
keep_top1,true_class_to_control_pred,4,label_H4q,6,label_Zqq,27,256,0.10546875
keep_top1,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,24,256,0.09375
keep_top1,true_class_to_control_pred,8,label_Tbqq,6,label_Zqq,24,256,0.09375
keep_top1,true_class_to_control_pred,2,label_Hcc,4,label_H4q,23,256,0.08984375
keep_top1,true_class_to_control_pred,1,label_Hbb,5,label_Hqql,22,256,0.0859375
keep_top1,true_class_to_control_pred,5,label_Hqql,7,label_Wqq,21,256,0.08203125
keep_top1,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,20,256,0.078125
keep_top1,true_class_to_control_pred,1,label_Hbb,4,label_H4q,19,256,0.07421875
keep_top1,true_class_to_control_pred,4,label_H4q,0,label_QCD,19,256,0.07421875
keep_top1,true_class_to_control_pred,0,label_QCD,9,label_Tbl,18,256,0.0703125
keep_top1,true_class_to_control_pred,5,label_Hqql,0,label_QCD,18,256,0.0703125
keep_top1,true_class_to_control_pred,0,label_QCD,2,label_Hcc,16,256,0.0625
keep_top1,true_class_to_control_pred,9,label_Tbl,6,label_Zqq,16,256,0.0625
keep_top1,true_class_to_control_pred,7,label_Wqq,2,label_Hcc,15,256,0.05859375
keep_top1,true_class_to_control_pred,3,label_Hgg,5,label_Hqql,14,256,0.0546875
keep_top1,true_class_to_control_pred,0,label_QCD,4,label_H4q,12,256,0.046875
keep_top1,true_class_to_control_pred,4,label_H4q,5,label_Hqql,11,256,0.04296875
keep_top1,true_class_to_control_pred,4,label_H4q,2,label_Hcc,10,256,0.0390625
keep_top1,true_class_to_control_pred,5,label_Hqql,6,label_Zqq,10,256,0.0390625
keep_top1,true_class_to_control_pred,6,label_Zqq,4,label_H4q,10,256,0.0390625
keep_top1,true_class_to_control_pred,6,label_Zqq,2,label_Hcc,9,256,0.03515625
keep_top1,true_class_to_control_pred,2,label_Hcc,5,label_Hqql,8,256,0.03125
keep_top1,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,8,256,0.03125
keep_top1,true_class_to_control_pred,8,label_Tbqq,5,label_Hqql,8,256,0.03125
keep_top1,true_class_to_control_pred,9,label_Tbl,7,label_Wqq,8,256,0.03125
keep_top1,true_class_to_control_pred,3,label_Hgg,2,label_Hcc,7,256,0.02734375
keep_top1,true_class_to_control_pred,6,label_Zqq,5,label_Hqql,7,256,0.02734375
keep_top1,true_class_to_control_pred,8,label_Tbqq,2,label_Hcc,6,256,0.0234375
keep_top1,true_class_to_control_pred,9,label_Tbl,0,label_QCD,6,256,0.0234375
keep_top1,true_class_to_control_pred,7,label_Wqq,4,label_H4q,5,256,0.01953125
keep_top1,true_class_to_control_pred,1,label_Hbb,2,label_Hcc,4,256,0.015625
keep_top1,true_class_to_control_pred,7,label_Wqq,5,label_Hqql,4,256,0.015625
keep_top1,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,4,256,0.015625
keep_top1,true_class_to_control_pred,3,label_Hgg,8,label_Tbqq,3,256,0.01171875
keep_top1,true_class_to_control_pred,2,label_Hcc,2,label_Hcc,2,256,0.0078125
keep_top1,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,2,256,0.0078125
keep_top1,true_class_to_control_pred,5,label_Hqql,2,label_Hcc,2,256,0.0078125
keep_top1,true_class_to_control_pred,5,label_Hqql,4,label_H4q,2,256,0.0078125
keep_top1,true_class_to_control_pred,9,label_Tbl,2,label_Hcc,2,256,0.0078125
keep_top1,true_class_to_control_pred,0,label_QCD,5,label_Hqql,1,256,0.00390625
keep_top1,true_class_to_control_pred,4,label_H4q,8,label_Tbqq,1,256,0.00390625
keep_top1,true_class_to_control_pred,8,label_Tbqq,3,label_Hgg,1,256,0.00390625
keep_top1,true_class_to_control_pred,9,label_Tbl,5,label_Hqql,1,256,0.00390625
random_remove1,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,268,273,0.9816849816849816
random_remove1,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,265,274,0.9671532846715328
random_remove1,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,231,241,0.9585062240663901
random_remove1,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,243,255,0.9529411764705882
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,9,label_Tbl,241,253,0.9525691699604744
random_remove1,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,257,270,0.9518518518518518
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,3,label_Hgg,261,280,0.9321428571428572
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,220,243,0.9053497942386831
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,225,251,0.896414342629482
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,2,label_Hcc,193,220,0.8772727272727273
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,20,251,0.0796812749003984
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,11,243,0.04526748971193416
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,1,label_Hbb,8,220,0.03636363636363636
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,8,220,0.03636363636363636
random_remove1,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,7,270,0.025925925925925925
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,7,280,0.025
random_remove1,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,6,241,0.024896265560165973
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,3,label_Hgg,6,243,0.024691358024691357
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,5,220,0.022727272727272728
random_remove1,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,5,255,0.0196078431372549
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,2,label_Hcc,5,280,0.017857142857142856
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,4,253,0.015810276679841896
random_remove1,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,4,255,0.01568627450980392
random_remove1,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,4,270,0.014814814814814815
random_remove1,baseline_pred_to_control_pred,4,label_H4q,8,label_Tbqq,4,274,0.014598540145985401
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,1,label_Hbb,4,280,0.014285714285714285
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,3,label_Hgg,3,220,0.013636363636363636
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,1,label_Hbb,3,253,0.011857707509881422
random_remove1,baseline_pred_to_control_pred,4,label_H4q,3,label_Hgg,3,274,0.010948905109489052
random_remove1,baseline_pred_to_control_pred,0,label_QCD,8,label_Tbqq,2,241,0.008298755186721992
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,2,243,0.00823045267489712
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,8,label_Tbqq,2,243,0.00823045267489712
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,1,label_Hbb,2,251,0.00796812749003984
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,2,251,0.00796812749003984
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,2,253,0.007905138339920948
random_remove1,baseline_pred_to_control_pred,5,label_Hqql,0,label_QCD,2,255,0.00784313725490196
random_remove1,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,2,270,0.007407407407407408
random_remove1,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,2,273,0.007326007326007326
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,2,280,0.007142857142857143
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,1,220,0.004545454545454545
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,5,label_Hqql,1,220,0.004545454545454545
random_remove1,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,1,220,0.004545454545454545
random_remove1,baseline_pred_to_control_pred,0,label_QCD,3,label_Hgg,1,241,0.004149377593360996
random_remove1,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,1,241,0.004149377593360996
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,1,243,0.00411522633744856
random_remove1,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,1,243,0.00411522633744856
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,1,251,0.00398406374501992
random_remove1,baseline_pred_to_control_pred,6,label_Zqq,2,label_Hcc,1,251,0.00398406374501992
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,2,label_Hcc,1,253,0.003952569169960474
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,3,label_Hgg,1,253,0.003952569169960474
random_remove1,baseline_pred_to_control_pred,9,label_Tbl,8,label_Tbqq,1,253,0.003952569169960474
random_remove1,baseline_pred_to_control_pred,5,label_Hqql,6,label_Zqq,1,255,0.00392156862745098
random_remove1,baseline_pred_to_control_pred,8,label_Tbqq,1,label_Hbb,1,273,0.003663003663003663
random_remove1,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,1,273,0.003663003663003663
random_remove1,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,1,273,0.003663003663003663
random_remove1,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,1,274,0.0036496350364963502
random_remove1,baseline_pred_to_control_pred,4,label_H4q,2,label_Hcc,1,274,0.0036496350364963502
random_remove1,baseline_pred_to_control_pred,3,label_Hgg,8,label_Tbqq,1,280,0.0035714285714285713
random_remove1,true_class_to_control_pred,9,label_Tbl,9,label_Tbl,236,256,0.921875
random_remove1,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,234,256,0.9140625
random_remove1,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,232,256,0.90625
random_remove1,true_class_to_control_pred,4,label_H4q,4,label_H4q,204,256,0.796875
random_remove1,true_class_to_control_pred,7,label_Wqq,7,label_Wqq,193,256,0.75390625
random_remove1,true_class_to_control_pred,0,label_QCD,0,label_QCD,180,256,0.703125
random_remove1,true_class_to_control_pred,3,label_Hgg,3,label_Hgg,175,256,0.68359375
random_remove1,true_class_to_control_pred,1,label_Hbb,1,label_Hbb,160,256,0.625
random_remove1,true_class_to_control_pred,2,label_Hcc,2,label_Hcc,147,256,0.57421875
random_remove1,true_class_to_control_pred,6,label_Zqq,6,label_Zqq,146,256,0.5703125
random_remove1,true_class_to_control_pred,6,label_Zqq,7,label_Wqq,63,256,0.24609375
random_remove1,true_class_to_control_pred,7,label_Wqq,6,label_Zqq,39,256,0.15234375
random_remove1,true_class_to_control_pred,2,label_Hcc,1,label_Hbb,31,256,0.12109375
random_remove1,true_class_to_control_pred,3,label_Hgg,4,label_H4q,28,256,0.109375
random_remove1,true_class_to_control_pred,1,label_Hbb,3,label_Hgg,27,256,0.10546875
random_remove1,true_class_to_control_pred,1,label_Hbb,2,label_Hcc,26,256,0.1015625
random_remove1,true_class_to_control_pred,2,label_Hcc,3,label_Hgg,26,256,0.1015625
random_remove1,true_class_to_control_pred,3,label_Hgg,1,label_Hbb,23,256,0.08984375
random_remove1,true_class_to_control_pred,2,label_Hcc,4,label_H4q,22,256,0.0859375
random_remove1,true_class_to_control_pred,0,label_QCD,3,label_Hgg,20,256,0.078125
random_remove1,true_class_to_control_pred,4,label_H4q,3,label_Hgg,20,256,0.078125
random_remove1,true_class_to_control_pred,0,label_QCD,6,label_Zqq,18,256,0.0703125
random_remove1,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,15,256,0.05859375
random_remove1,true_class_to_control_pred,6,label_Zqq,0,label_QCD,14,256,0.0546875
random_remove1,true_class_to_control_pred,0,label_QCD,7,label_Wqq,13,256,0.05078125
random_remove1,true_class_to_control_pred,1,label_Hbb,4,label_H4q,13,256,0.05078125
random_remove1,true_class_to_control_pred,1,label_Hbb,6,label_Zqq,12,256,0.046875
random_remove1,true_class_to_control_pred,3,label_Hgg,0,label_QCD,12,256,0.046875
random_remove1,true_class_to_control_pred,0,label_QCD,8,label_Tbqq,11,256,0.04296875
random_remove1,true_class_to_control_pred,7,label_Wqq,0,label_QCD,11,256,0.04296875
random_remove1,true_class_to_control_pred,3,label_Hgg,2,label_Hcc,10,256,0.0390625
random_remove1,true_class_to_control_pred,6,label_Zqq,2,label_Hcc,10,256,0.0390625
random_remove1,true_class_to_control_pred,4,label_H4q,8,label_Tbqq,9,256,0.03515625
random_remove1,true_class_to_control_pred,6,label_Zqq,8,label_Tbqq,9,256,0.03515625
random_remove1,true_class_to_control_pred,9,label_Tbl,5,label_Hqql,9,256,0.03515625
random_remove1,true_class_to_control_pred,8,label_Tbqq,1,label_Hbb,8,256,0.03125
random_remove1,true_class_to_control_pred,0,label_QCD,4,label_H4q,7,256,0.02734375
random_remove1,true_class_to_control_pred,4,label_H4q,2,label_Hcc,7,256,0.02734375
random_remove1,true_class_to_control_pred,6,label_Zqq,1,label_Hbb,7,256,0.02734375
random_remove1,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,7,256,0.02734375
random_remove1,true_class_to_control_pred,0,label_QCD,2,label_Hcc,6,256,0.0234375
random_remove1,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,6,256,0.0234375
random_remove1,true_class_to_control_pred,4,label_H4q,0,label_QCD,6,256,0.0234375
random_remove1,true_class_to_control_pred,1,label_Hbb,0,label_QCD,5,256,0.01953125
random_remove1,true_class_to_control_pred,1,label_Hbb,8,label_Tbqq,5,256,0.01953125
random_remove1,true_class_to_control_pred,2,label_Hcc,0,label_QCD,5,256,0.01953125
random_remove1,true_class_to_control_pred,4,label_H4q,7,label_Wqq,5,256,0.01953125
random_remove1,true_class_to_control_pred,5,label_Hqql,4,label_H4q,5,256,0.01953125
random_remove1,true_class_to_control_pred,5,label_Hqql,7,label_Wqq,5,256,0.01953125
random_remove1,true_class_to_control_pred,6,label_Zqq,4,label_H4q,5,256,0.01953125
random_remove1,true_class_to_control_pred,1,label_Hbb,7,label_Wqq,4,256,0.015625
random_remove1,true_class_to_control_pred,5,label_Hqql,6,label_Zqq,4,256,0.015625
random_remove1,true_class_to_control_pred,5,label_Hqql,9,label_Tbl,4,256,0.015625
random_remove1,true_class_to_control_pred,7,label_Wqq,4,label_H4q,4,256,0.015625
random_remove1,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,4,256,0.015625
random_remove1,true_class_to_control_pred,9,label_Tbl,0,label_QCD,4,256,0.015625
random_remove1,true_class_to_control_pred,9,label_Tbl,1,label_Hbb,4,256,0.015625
random_remove1,true_class_to_control_pred,1,label_Hbb,5,label_Hqql,3,256,0.01171875
random_remove1,true_class_to_control_pred,2,label_Hcc,7,label_Wqq,3,256,0.01171875
random_remove1,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,3,256,0.01171875
random_remove1,true_class_to_control_pred,4,label_H4q,6,label_Zqq,3,256,0.01171875
random_remove1,true_class_to_control_pred,7,label_Wqq,2,label_Hcc,3,256,0.01171875
random_remove1,true_class_to_control_pred,7,label_Wqq,8,label_Tbqq,3,256,0.01171875
random_remove1,true_class_to_control_pred,8,label_Tbqq,2,label_Hcc,3,256,0.01171875
random_remove1,true_class_to_control_pred,3,label_Hgg,7,label_Wqq,2,256,0.0078125
random_remove1,true_class_to_control_pred,3,label_Hgg,8,label_Tbqq,2,256,0.0078125
random_remove1,true_class_to_control_pred,4,label_H4q,1,label_Hbb,2,256,0.0078125
random_remove1,true_class_to_control_pred,5,label_Hqql,0,label_QCD,2,256,0.0078125
random_remove1,true_class_to_control_pred,6,label_Zqq,3,label_Hgg,2,256,0.0078125
random_remove1,true_class_to_control_pred,7,label_Wqq,3,label_Hgg,2,256,0.0078125
random_remove1,true_class_to_control_pred,8,label_Tbqq,3,label_Hgg,2,256,0.0078125
random_remove1,true_class_to_control_pred,0,label_QCD,1,label_Hbb,1,256,0.00390625
random_remove1,true_class_to_control_pred,1,label_Hbb,9,label_Tbl,1,256,0.00390625
random_remove1,true_class_to_control_pred,2,label_Hcc,5,label_Hqql,1,256,0.00390625
random_remove1,true_class_to_control_pred,3,label_Hgg,5,label_Hqql,1,256,0.00390625
random_remove1,true_class_to_control_pred,5,label_Hqql,1,label_Hbb,1,256,0.00390625
random_remove1,true_class_to_control_pred,5,label_Hqql,8,label_Tbqq,1,256,0.00390625
random_remove1,true_class_to_control_pred,7,label_Wqq,1,label_Hbb,1,256,0.00390625
random_remove1,true_class_to_control_pred,9,label_Tbl,2,label_Hcc,1,256,0.00390625
random_remove1,true_class_to_control_pred,9,label_Tbl,3,label_Hgg,1,256,0.00390625
random_remove1,true_class_to_control_pred,9,label_Tbl,8,label_Tbqq,1,256,0.00390625
remove_top2,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,240,273,0.8791208791208791
remove_top2,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,238,274,0.8686131386861314
remove_top2,baseline_pred_to_control_pred,3,label_Hgg,3,label_Hgg,234,280,0.8357142857142857
remove_top2,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,181,241,0.7510373443983402
remove_top2,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,149,255,0.5843137254901961
remove_top2,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,138,243,0.5679012345679012
remove_top2,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,132,270,0.4888888888888889
remove_top2,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,114,251,0.4541832669322709
remove_top2,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,89,220,0.40454545454545454
remove_top2,baseline_pred_to_control_pred,2,label_Hcc,2,label_Hcc,72,220,0.32727272727272727
remove_top2,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,88,270,0.32592592592592595
remove_top2,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,82,253,0.3241106719367589
