objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,8,16,1.9445074386894703,1.9445074386894703,7.778029754757881,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,8,16,1.9445074386894703,1.9445074386894703,7.778029754757881,0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,8,16,1.2031564647331834,1.211309114471078,-4.8126258589327335,-0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,8,16,1.2031564647331834,1.211309114471078,-4.8126258589327335,-0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,2,16,1.1333873383700848,1.1333873383700848,4.533549353480339,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,2,16,1.1333873383700848,1.1333873383700848,4.533549353480339,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,8,16,0.9520642124116421,0.9520642124116421,3.8082568496465683,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,8,16,0.9520642124116421,0.9520642124116421,3.8082568496465683,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,8,16,0.95206418633461,0.95206418633461,3.80825674533844,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,8,16,0.95206418633461,0.95206418633461,3.80825674533844,0.25
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,79,16,0.9070065729320049,0.9070065729320049,3.7198677211999893,0.24382764101028442
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,79,16,0.9070065729320049,0.9070065729320049,3.7198677211999893,0.24382764101028442
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,103,16,0.7962163696065545,0.8119090152904391,-2.5646266732364893,-0.3104609251022339
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,103,16,0.7962163696065545,0.8119090152904391,-2.5646266732364893,-0.3104609251022339
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,2,16,0.6983350142836571,0.6983350142836571,2.7933400571346283,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,2,16,0.6983350142836571,0.6983350142836571,2.7933400571346283,0.25
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,121,16,0.6006638477556407,0.6006638477556407,-2.111816340126097,-0.28442996740341187
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,121,16,0.6006638477556407,0.6006638477556407,-2.111816340126097,-0.28442996740341187
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,2,16,-0.46468261163681746,0.5051801400259137,1.8587304465472698,-0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,2,16,-0.46468261163681746,0.5051801400259137,1.8587304465472698,-0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,2,16,-0.4646826107054949,0.5051801316440105,1.8587304428219795,-0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,2,16,-0.4646826107054949,0.5051801316440105,1.8587304428219795,-0.25
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,79,16,0.40964723471552134,0.40964723471552134,1.6800688989460468,0.24382764101028442
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,79,16,0.40964723471552134,0.40964723471552134,1.6800688989460468,0.24382764101028442
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,34,16,0.3480631485581398,0.3621819205582142,1.3700844161212444,0.2540450394153595
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,34,16,0.3480631485581398,0.3621819205582142,1.3700844161212444,0.2540450394153595
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,121,15,0.3228153253595034,0.3228153253595034,-1.13495538632075,-0.28442996740341187
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,121,15,0.3228153253595034,0.3228153253595034,-1.13495538632075,-0.28442996740341187
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,121,15,0.3228153184056282,0.3228153184056282,-1.134955370426178,-0.28442996740341187
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,121,15,0.3228153184056282,0.3228153184056282,-1.134955370426178,-0.28442996740341187
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,8,16,0.31930002104490995,0.31930002104490995,-1.9130569091066718,-0.16690565645694733
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,8,16,0.31930002104490995,0.31930002104490995,-1.9130569091066718,-0.16690565645694733
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,8,16,0.3193000154569745,0.3193000154569745,-1.9130568755790591,-0.16690565645694733
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,8,16,0.3193000154569745,0.3193000154569745,-1.9130568755790591,-0.16690565645694733
signed_hqql_tbl,mod.fc.0,input,C_Tbl_correct,3,16,0.315664749185089,0.315664749185089,-1.4905303169507533,-0.21178016066551208
signed_hqql_tbl,mod.fc,input,C_Tbl_correct,3,16,0.315664749185089,0.315664749185089,-1.4905303169507533,-0.21178016066551208
signed_hqql_tbl,mod.fc.0,input,D_Tbl_to_Hqql,8,16,-0.3087072919588536,0.3087072919588536,-1.849591538310051,0.16690565645694733
signed_hqql_tbl,mod.fc,input,D_Tbl_to_Hqql,8,16,-0.3087072919588536,0.3087072919588536,-1.849591538310051,0.16690565645694733
B_tbl_minus_hqql,mod.fc.0,input,B_Hqql_to_Tbl,79,16,-0.2811661548912525,0.3867170736193657,1.1531348749995232,-0.24382764101028442
B_tbl_minus_hqql,mod.fc,input,B_Hqql_to_Tbl,79,16,-0.2811661548912525,0.3867170736193657,1.1531348749995232,-0.24382764101028442
signed_hqql_tbl,mod.fc.0,input,B_Hqql_to_Tbl,79,16,-0.2811661548912525,0.3867170698940754,1.1531348936259747,-0.24382764101028442
signed_hqql_tbl,mod.fc,input,B_Hqql_to_Tbl,79,16,-0.2811661548912525,0.3867170698940754,1.1531348936259747,-0.24382764101028442
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,8,16,-0.24665043829008937,0.49621111107990146,0.9866017531603575,-0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,8,16,-0.24665043829008937,0.49621111107990146,0.9866017531603575,-0.25
