objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,2.2635911256074905,2.45055390894413,4.199307933449745,0.7852972149848938
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,2.2635911256074905,2.45055390894413,4.199307933449745,0.7852972149848938
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,2.2201548106968403,2.4496681094169617,10.83045220375061,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,2.2201548106968403,2.4496681094169617,10.83045220375061,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.6778681129217148,1.8044374883174896,11.228345215320587,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.6778681129217148,1.8044374883174896,11.228345215320587,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.6344316489994526,2.021359197795391,3.8576443940401077,0.7852972149848938
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.6344316489994526,2.021359197795391,3.8576443940401077,0.7852972149848938
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4729536175727844,1.4353852681815624,8.277199357748032,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4729536175727844,1.4353852681815624,8.277199357748032,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.47295359149575233,1.435385286808014,8.277199417352676,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.47295359149575233,1.435385286808014,8.277199417352676,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.5212347563356161,1.150356937199831,9.896499812602997,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.5212347563356161,1.150356937199831,9.896499812602997,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5163900656625628,1.103163655847311,2.822586454451084,0.7852972149848938
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5163900656625628,1.103163655847311,2.822586454451084,0.7852972149848938
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5163900200277567,1.1031636446714401,2.822586454451084,0.7852972149848938
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5163900200277567,1.1031636446714401,2.822586454451084,0.7852972149848938
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.47779827704653144,1.1080798245966434,3.056917667388916,0.7852972149848938
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.47779827704653144,1.1080798245966434,3.056917667388916,0.7852972149848938
