record_id,role_guess,read_flow,write_flow,primitive_slot_flow,primitive_family_flow,primitive_origin_flow,slot_transition_flow,primitive_transition_flow,slot_composition_flow,target_kind,primitive_count
mod.blocks.0.attn.h6.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> Reverse -> BlockAvg16 -> ShiftLeft1 -> RampDiag -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> permutation -> block -> shift -> diagonal -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->Reverse -> Reverse->BlockAvg16 -> BlockAvg16->ShiftLeft1 -> ShiftLeft1->RampDiag -> RampDiag->ShiftRight8,+66.95*MinedResidualSVD0 + +60.56*MinedResidualSVD1 + +57.21*MinedResidualSVD2 + +49.63*MinedResidualSVD3 + +17.66*MinedResidualBlockMean4 + +6.926*MinedResidualToeplitzAvg + -3.159*MinedResidualBlockMean8 + -2.237*Reverse + -1.512*BlockAvg16 + +1.303*ShiftLeft1 + +1.182*RampDiag + -1.122*ShiftRight8,attention_vo,12
mod.blocks.0.attn.h7.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> BlockAvg64 -> MeanProject -> Reverse -> BlockAvg8 -> MinedResidualBlockMean32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> block -> global -> permutation -> block -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->BlockAvg64 -> BlockAvg64->MeanProject -> MeanProject->Reverse -> Reverse->BlockAvg8 -> BlockAvg8->MinedResidualBlockMean32,+4.053*MinedResidualSVD0 + +3.534*MinedResidualSVD1 + +3.14*MinedResidualSVD2 + +2.75*MinedResidualSVD3 + +0.6389*MinedResidualBlockMean4 + +0.2486*MinedResidualToeplitzAvg + +0.2237*Identity + +0.3186*BlockAvg64 + -0.2471*MeanProject + -0.0858*Reverse + -0.09562*BlockAvg8 + -0.05779*MinedResidualBlockMean32,attention_qk,12
mod.blocks.0.attn.h7.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> Reverse -> ShiftLeft4 -> RampDiag -> ShiftRight2 -> BlockAvg8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> permutation -> shift -> diagonal -> shift -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->Reverse -> Reverse->ShiftLeft4 -> ShiftLeft4->RampDiag -> RampDiag->ShiftRight2 -> ShiftRight2->BlockAvg8,+69.04*MinedResidualSVD0 + +48.86*MinedResidualSVD1 + +45.28*MinedResidualSVD2 + +34.84*MinedResidualSVD3 + +9.971*MinedResidualBlockMean4 + +5.007*MinedResidualToeplitzAvg + -1.584*MinedResidualBlockMean16 + +0.7514*Reverse + +0.5969*ShiftLeft4 + -0.6998*RampDiag + -0.7826*ShiftRight2 + +0.715*BlockAvg8,attention_vo,12
mod.blocks.0.fc1.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.0.fc2.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.1.attn.h0.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> DCTLow -> MinedResidualBlockMean8 -> ShiftRight8 -> BlockAvg64 -> ShiftRight4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> spectral -> block_mined -> shift -> block -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->DCTLow -> DCTLow->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight8 -> ShiftRight8->BlockAvg64 -> BlockAvg64->ShiftRight4,+7.098*MinedResidualSVD0 + +6.966*MinedResidualSVD1 + +6.47*MinedResidualSVD2 + +6.151*MinedResidualSVD3 + +3.065*MinedResidualBlockMean4 + +0.7689*MinedResidualToeplitzAvg + +0.7156*Identity + -0.1479*DCTLow + -0.1998*MinedResidualBlockMean8 + +0.1639*ShiftRight8 + -0.1507*BlockAvg64 + -0.09661*ShiftRight4,attention_qk,12
mod.blocks.1.attn.h0.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg2 -> ShiftLeft8 -> BlockAvg32 -> BlockAvg64 -> MinedResidualBlockMean16 -> MinedResidualBlockMean32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> shift -> block -> block -> block_mined -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> mined_from_target -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg2 -> BlockAvg2->ShiftLeft8 -> ShiftLeft8->BlockAvg32 -> BlockAvg32->BlockAvg64 -> BlockAvg64->MinedResidualBlockMean16 -> MinedResidualBlockMean16->MinedResidualBlockMean32,+88.18*MinedResidualSVD0 + +81.05*MinedResidualSVD1 + +74.81*MinedResidualSVD2 + +65.48*MinedResidualSVD3 + +22.29*MinedResidualBlockMean4 + +10.63*MinedResidualToeplitzAvg + -3.184*BlockAvg2 + +2.29*ShiftLeft8 + +5.718*BlockAvg32 + -4.785*BlockAvg64 + -2.184*MinedResidualBlockMean16 + +2.017*MinedResidualBlockMean32,attention_vo,12
mod.blocks.1.attn.h1.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> DCTMid -> ShiftLeft8 -> RampDiag -> PrefixMean -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> spectral -> shift -> diagonal -> prefix -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->DCTMid -> DCTMid->ShiftLeft8 -> ShiftLeft8->RampDiag -> RampDiag->PrefixMean -> PrefixMean->MinedResidualBlockMean8,+7.912*MinedResidualSVD0 + +7.332*MinedResidualSVD1 + +5.817*MinedResidualSVD2 + +4.72*MinedResidualSVD3 + +1.356*MinedResidualBlockMean4 + +0.5427*MinedResidualToeplitzAvg + +0.299*Identity + +0.2578*DCTMid + -0.1669*ShiftLeft8 + +0.1843*RampDiag + +0.1338*PrefixMean + +0.1554*MinedResidualBlockMean8,attention_qk,12
mod.blocks.1.attn.h1.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> ShiftRight2 -> BlockAvg4 -> ShiftRight4 -> DiffForward -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> shift -> block -> shift -> difference -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight2 -> ShiftRight2->BlockAvg4 -> BlockAvg4->ShiftRight4 -> ShiftRight4->DiffForward -> DiffForward->ShiftRight8,+88.18*MinedResidualSVD0 + +72.58*MinedResidualSVD1 + +69.88*MinedResidualSVD2 + +64.78*MinedResidualSVD3 + +15.25*MinedResidualBlockMean4 + +6.922*MinedResidualToeplitzAvg + -3.084*MinedResidualBlockMean8 + +1.973*ShiftRight2 + -1.235*BlockAvg4 + +0.8749*ShiftRight4 + +0.8278*DiffForward + -0.682*ShiftRight8,attention_vo,12
mod.blocks.1.attn.h2.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> Identity -> MinedResidualToeplitzAvg -> PrefixMean -> MinedResidualBlockMean16 -> DCTLow -> BlockAvg8 -> ShiftLeft2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> diagonal -> toeplitz -> prefix -> block_mined -> spectral -> block -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->Identity -> Identity->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->PrefixMean -> PrefixMean->MinedResidualBlockMean16 -> MinedResidualBlockMean16->DCTLow -> DCTLow->BlockAvg8 -> BlockAvg8->ShiftLeft2,+7.644*MinedResidualSVD0 + +7.086*MinedResidualSVD1 + +6.096*MinedResidualSVD2 + +6.077*MinedResidualSVD3 + +2.435*MinedResidualBlockMean4 + +1.11*Identity + +1.027*MinedResidualToeplitzAvg + -0.2438*PrefixMean + +0.1848*MinedResidualBlockMean16 + +0.643*DCTLow + -0.5188*BlockAvg8 + -0.1702*ShiftLeft2,attention_qk,12
mod.blocks.1.attn.h2.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Laplacian1D -> Reverse -> ShiftLeft4 -> DCTLow -> PrefixMean -> ShiftRight4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> difference -> permutation -> shift -> spectral -> prefix -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Laplacian1D -> Laplacian1D->Reverse -> Reverse->ShiftLeft4 -> ShiftLeft4->DCTLow -> DCTLow->PrefixMean -> PrefixMean->ShiftRight4,+89.18*MinedResidualSVD0 + +77.39*MinedResidualSVD1 + +73.59*MinedResidualSVD2 + +58.66*MinedResidualSVD3 + +21.97*MinedResidualBlockMean4 + +11.04*MinedResidualToeplitzAvg + -2.771*Laplacian1D + -2.346*Reverse + +1.287*ShiftLeft4 + +2.17*DCTLow + -1.396*PrefixMean + -1.291*ShiftRight4,attention_vo,12
mod.blocks.1.attn.h3.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> Reverse -> ShiftRight8 -> MeanProject -> BlockAvg4 -> MinedResidualBlockMean16,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> permutation -> shift -> global -> block -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->Reverse -> Reverse->ShiftRight8 -> ShiftRight8->MeanProject -> MeanProject->BlockAvg4 -> BlockAvg4->MinedResidualBlockMean16,+7.935*MinedResidualSVD0 + +6.868*MinedResidualSVD1 + +6.634*MinedResidualSVD2 + +6.181*MinedResidualSVD3 + +2.132*MinedResidualBlockMean4 + +0.9183*MinedResidualToeplitzAvg + +0.3179*Identity + -0.1966*Reverse + +0.1623*ShiftRight8 + -0.1803*MeanProject + +0.1963*BlockAvg4 + +0.1513*MinedResidualBlockMean16,attention_qk,12
mod.blocks.1.attn.h3.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftRight4 -> PrefixMean -> MinedResidualBlockMean8 -> MinedResidualBlockMean16 -> DCTLow -> ShiftLeft4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> prefix -> block_mined -> block_mined -> spectral -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight4 -> ShiftRight4->PrefixMean -> PrefixMean->MinedResidualBlockMean8 -> MinedResidualBlockMean8->MinedResidualBlockMean16 -> MinedResidualBlockMean16->DCTLow -> DCTLow->ShiftLeft4,+88.24*MinedResidualSVD0 + +82.74*MinedResidualSVD1 + +71.02*MinedResidualSVD2 + +60.4*MinedResidualSVD3 + +16.86*MinedResidualBlockMean4 + +6.615*MinedResidualToeplitzAvg + +2.391*ShiftRight4 + -1.147*PrefixMean + -1.79*MinedResidualBlockMean8 + +1.288*MinedResidualBlockMean16 + -1.222*DCTLow + +1.016*ShiftLeft4,attention_vo,12
mod.blocks.1.attn.h4.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> ShiftRight4 -> ShiftRight8 -> ShiftLeft2 -> PrefixMean -> ShiftLeft1,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> shift -> shift -> shift -> prefix -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->ShiftRight4 -> ShiftRight4->ShiftRight8 -> ShiftRight8->ShiftLeft2 -> ShiftLeft2->PrefixMean -> PrefixMean->ShiftLeft1,+8.512*MinedResidualSVD0 + +5.848*MinedResidualSVD1 + +5.473*MinedResidualSVD2 + +5.257*MinedResidualSVD3 + +1.486*MinedResidualBlockMean4 + +0.5526*MinedResidualToeplitzAvg + +0.4292*Identity + -0.1199*ShiftRight4 + -0.1174*ShiftRight8 + +0.1097*ShiftLeft2 + -0.1027*PrefixMean + +0.09047*ShiftLeft1,attention_qk,12
mod.blocks.1.attn.h4.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> ShiftLeft1 -> DCTLow -> BlockAvg4 -> ShiftLeft8 -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> shift -> spectral -> block -> shift -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft1 -> ShiftLeft1->DCTLow -> DCTLow->BlockAvg4 -> BlockAvg4->ShiftLeft8 -> ShiftLeft8->MinedResidualBlockMean8,+65.69*MinedResidualSVD0 + +51.67*MinedResidualSVD1 + +49.56*MinedResidualSVD2 + +44.72*MinedResidualSVD3 + +11.59*MinedResidualBlockMean4 + +4.817*MinedResidualToeplitzAvg + -0.7654*MinedResidualBlockMean16 + +0.9927*ShiftLeft1 + -1.935*DCTLow + +1.4*BlockAvg4 + +0.6506*ShiftLeft8 + -1.115*MinedResidualBlockMean8,attention_vo,12
mod.blocks.1.attn.h5.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> MinedResidualBlockMean16 -> ShiftLeft2 -> BlockAvg4 -> ShiftRight1 -> ShiftRight2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> block_mined -> shift -> block -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft2 -> ShiftLeft2->BlockAvg4 -> BlockAvg4->ShiftRight1 -> ShiftRight1->ShiftRight2,+6.697*MinedResidualSVD0 + +6.277*MinedResidualSVD1 + +5.725*MinedResidualSVD2 + +5.575*MinedResidualSVD3 + +2.269*MinedResidualBlockMean4 + +1.039*MinedResidualToeplitzAvg + +0.4687*Identity + -0.278*MinedResidualBlockMean16 + -0.3859*ShiftLeft2 + +0.6165*BlockAvg4 + -0.2457*ShiftRight1 + -0.2077*ShiftRight2,attention_qk,12
mod.blocks.1.attn.h5.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg64 -> RampDiag -> MinedResidualBlockMean8 -> MeanProject -> Laplacian1D -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> diagonal -> block_mined -> global -> difference -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg64 -> BlockAvg64->RampDiag -> RampDiag->MinedResidualBlockMean8 -> MinedResidualBlockMean8->MeanProject -> MeanProject->Laplacian1D -> Laplacian1D->ShiftRight8,+76.91*MinedResidualSVD0 + +69.41*MinedResidualSVD1 + +60.47*MinedResidualSVD2 + +54.62*MinedResidualSVD3 + +20.74*MinedResidualBlockMean4 + +8.975*MinedResidualToeplitzAvg + +4.523*BlockAvg64 + +2.173*RampDiag + +2.022*MinedResidualBlockMean8 + -3.108*MeanProject + -1.337*Laplacian1D + -1.347*ShiftRight8,attention_vo,12
mod.blocks.1.attn.h6.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> PrefixMean -> RampDiag -> BlockAvg32 -> ShiftRight2 -> ShiftRight1,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> prefix -> diagonal -> block -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->PrefixMean -> PrefixMean->RampDiag -> RampDiag->BlockAvg32 -> BlockAvg32->ShiftRight2 -> ShiftRight2->ShiftRight1,+8.452*MinedResidualSVD0 + +8.254*MinedResidualSVD1 + +7.224*MinedResidualSVD2 + +7.171*MinedResidualSVD3 + +3.29*MinedResidualBlockMean4 + +1.265*MinedResidualToeplitzAvg + +0.6019*Identity + -0.4946*PrefixMean + -0.3661*RampDiag + +0.3445*BlockAvg32 + -0.2525*ShiftRight2 + -0.1985*ShiftRight1,attention_qk,12
mod.blocks.1.attn.h6.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg2 -> MinedResidualBlockMean8 -> ShiftRight8 -> BlockAvg8 -> Reverse -> MinedResidualBlockMean16,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> block_mined -> shift -> block -> permutation -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg2 -> BlockAvg2->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight8 -> ShiftRight8->BlockAvg8 -> BlockAvg8->Reverse -> Reverse->MinedResidualBlockMean16,+68.39*MinedResidualSVD0 + +67.02*MinedResidualSVD1 + +59.75*MinedResidualSVD2 + +51.37*MinedResidualSVD3 + +19.16*MinedResidualBlockMean4 + +6.802*MinedResidualToeplitzAvg + -3.361*BlockAvg2 + -3.225*MinedResidualBlockMean8 + -1.403*ShiftRight8 + +1.57*BlockAvg8 + -1.195*Reverse + +1.581*MinedResidualBlockMean16,attention_vo,12
