module_name,module_type,input_shape,output_shape,params_count,decoder_kind,reconstruction_error,accepted_exact,fail_reason,tensor_path,primitive_fit_rel_err,primitive_fit_kind,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,honesty_note,extra_json
mod.pair_embed.embed.5,BatchNorm1d,[8x64x8256],8x64x8256,128,EXACT_DYNAMIC_OPERATOR,9.996895045105703e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_5_batchnorm.pt,,BATCHNORM_CPU_STATE_REPLAY,False,False,True,BatchNorm replayed on CPU from copied running stats/weight/bias; no CUDA module call on CPU tensors.,"{""norm_type"": ""BatchNorm1d"", ""eps"": 1e-05, ""training_flag_used"": false, ""running_stats_available"": true}"
mod.pair_embed.embed.6,GELU,[8x64x8256],8x64x8256,0,EXACT_ELEMENTWISE_FORMULA,9.880933760086918e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_6_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.37368085980415344, ""dynamic_ratio_std"": 0.2689718008041382}"
mod.pair_embed.embed.8,BatchNorm1d,[8x64x8256],8x64x8256,128,EXACT_DYNAMIC_OPERATOR,8.165818599081831e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_8_batchnorm.pt,,BATCHNORM_CPU_STATE_REPLAY,False,False,True,BatchNorm replayed on CPU from copied running stats/weight/bias; no CUDA module call on CPU tensors.,"{""norm_type"": ""BatchNorm1d"", ""eps"": 1e-05, ""training_flag_used"": false, ""running_stats_available"": true}"
mod.pair_embed.embed.9,GELU,[8x64x8256],8x64x8256,0,EXACT_ELEMENTWISE_FORMULA,8.848696353425112e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_9_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.3878858685493469, ""dynamic_ratio_std"": 0.29333749413490295}"
mod.pair_embed.embed.11,BatchNorm1d,[8x8x8256],8x8x8256,16,EXACT_DYNAMIC_OPERATOR,5.77470551377246e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_11_batchnorm.pt,,BATCHNORM_CPU_STATE_REPLAY,False,False,True,BatchNorm replayed on CPU from copied running stats/weight/bias; no CUDA module call on CPU tensors.,"{""norm_type"": ""BatchNorm1d"", ""eps"": 1e-05, ""training_flag_used"": false, ""running_stats_available"": true}"
mod.pair_embed.embed.12,GELU,[8x8x8256],8x8x8256,0,EXACT_ELEMENTWISE_FORMULA,1.833181073607193e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_12_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.9450148344039917, ""dynamic_ratio_std"": 0.17450004816055298}"
mod.blocks.0.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,6.550345688083326e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,2.2585140868613962e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.0.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,9.325592031927954e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.814343033236582e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,4.392795105445657e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.4034096300601959, ""dynamic_ratio_std"": 0.4312111437320709}"
mod.blocks.0.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.977495014050874e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.429970677070742e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.088062499045918e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.1.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.068919754578019e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.51960706427235e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.1.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,7.492635489825261e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.28477218747138977, ""dynamic_ratio_std"": 0.37416350841522217}"
mod.blocks.1.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,9.219593266607262e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.632670756014704e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.610848011703638e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.2.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.472771639844723e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.259821981937421e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.2.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,8.134543350024614e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.24500037729740143, ""dynamic_ratio_std"": 0.3509545922279358}"
mod.blocks.2.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.86826043711153e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_2_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.597588418979285e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.4853664487854985e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_3_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.3.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.471739931792399e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.479047153286956e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.3.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,8.805849915916042e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.2383577823638916, ""dynamic_ratio_std"": 0.3481675088405609}"
mod.blocks.3.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.95114951049436e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_3_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,9.060527617066327e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.474266918601643e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.4.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.399742768006035e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.359381098443919e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.4.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,9.612971041406126e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.22618964314460754, ""dynamic_ratio_std"": 0.339565634727478}"
mod.blocks.4.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.545881513555287e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_4_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.42495850861269e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.202839025107096e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.5.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.830230768808178e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.884574498324582e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.5.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,1.0601650046737632e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.21101732552051544, ""dynamic_ratio_std"": 0.327869713306427}"
mod.blocks.5.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.525729100483659e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_5_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.6.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.923399974491986e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_6_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.6.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,3.2349061029890436e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_6_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.6.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.200691326010201e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_6_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.6.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,7.927199163759724e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_6_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.6.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,1.1214093831313221e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_6_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.2079731971025467, ""dynamic_ratio_std"": 0.32398101687431335}"
mod.blocks.6.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.242339077924044e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_6_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.7.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,9.178275917065548e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_7_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
