variant,ok,accuracy,best_label_permutation_accuracy,best_label_permutation_score,best_true_to_pred_perm,pred_counts
points_features_vectors_mask,True,0.10507812350988388,0.190234375,487,"{""label_QCD"": ""label_Hgg"", ""label_Hbb"": ""label_Wqq"", ""label_Hcc"": ""label_Tbqq"", ""label_Hgg"": ""label_Hcc"", ""label_H4q"": ""label_H4q"", ""label_Hqql"": ""label_Hqql"", ""label_Zqq"": ""label_Tbl"", ""label_Wqq"": ""label_Zqq"", ""label_Tbqq"": ""label_QCD"", ""label_Tbl"": ""label_Hbb""}","{""label_QCD"": 1534, ""label_Hbb"": 45, ""label_Hcc"": 106, ""label_Hgg"": 3, ""label_H4q"": 41, ""label_Hqql"": 7, ""label_Zqq"": 771, ""label_Wqq"": 34, ""label_Tbqq"": 1, ""label_Tbl"": 18}"
