objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.07706769928336143,0.9809682071208954,0.9809682071208954,0.10751509293913841,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.074811985095342,-0.7418986697577767,0.7488128023429049,0.09720922364956802,152.1468505859375,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,B_Hqql_to_Tbl,0.079716045409441,0.5132915508002043,0.5562174636870623,0.07709266524761915,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.07691693771630526,-0.4632736899657175,0.5075220131548122,0.07534752995707095,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-muon,B_Hqql_to_Tbl,0.042301759123802185,-0.2802829146385193,0.2802829146385193,0.1495002806186676,56.374267578125,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-CLS,B_Hqql_to_Tbl,0.05887099727988243,0.2472255602478981,0.2472255602478981,0.06108658388257027,102.39976501464844,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.07845394313335419,-0.24494126439094543,0.24494126439094543,0.04665302485227585,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.08967132369677226,-0.1318589374423027,0.21305345247189203,0.05211342126131058,152.1468505859375,0.1875
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,charged_hadron<-CLS,A_Hqql_correct,0.05845331938730346,-0.1853103613636146,0.1961493840596328,0.06641007111304337,102.39976501464844,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,B_Hqql_to_Tbl,0.08821240067481995,0.1770816147327423,0.1770816147327423,0.03432465344667435,152.1468505859375,0.0625
