fraction,n,success_to_Hqql_rate,flip_rate,mean_delta_margin
0.0,150,0.0,0.0,0.0
0.2,150,0.6533333333333333,0.6666666666666666,2.1164751688639325
0.4,150,0.6466666666666666,0.6733333333333333,2.141709523499012
0.6,150,0.6066666666666667,0.6533333333333333,1.8050848811864852
0.8,150,0.6266666666666667,0.6733333333333333,1.8430644092957178
1.0,150,0.62,0.6666666666666666,1.9643530599276224
