class_pair,feature,A_correct_n,A_to_B_n,correct_mean,confused_mean,std_effect_confused_minus_correct,direction,monotonic_ratio,rank_score,next_action
label_Hcc->label_Hgg,knn_pt_sum,630,83,832.9245523846339,478.58698309473243,-1.067508281101352,correct_higher,12.393790849673202,58.62180807870973,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,leading_pt_fraction,731,68,0.301518628697348,0.17084815528462916,-1.0278618177003556,correct_higher,12.058823529411764,52.48092139242405,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,pred_conf,802,98,0.7881929446336932,0.5551752054265567,-1.3183640184073004,correct_higher,8.03921568627451,48.70189558787259,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,best_lepton_iso_pt_ratio,692,88,0.07715048514406811,0.007388730427588929,-1.1673482328463247,correct_higher,8.646088019559903,45.30378699804143,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_iso_pt_ratio,630,83,0.1554725344218905,0.18992615625800857,0.6527900866948037,confused_higher,13.931707317073172,40.29597665411597,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_iso_pt_ratio,731,68,0.14417763818794335,0.1956495583495673,0.8425015387227583,confused_higher,10.614634146341464,37.86496072995399,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_pt,731,68,188.49597683553003,110.99289512634277,-0.9092100966526112,correct_higher,9.54656862745098,36.75135254112661,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,leading_pt,731,68,188.49597683553003,110.99289512634277,-0.9092100966526112,correct_higher,9.54656862745098,36.75135254112661,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_pt_max,731,68,188.49597683553003,110.99289512634277,-0.9092100966526112,correct_higher,9.54656862745098,36.75135254112661,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,pred_conf,630,49,0.7469951240789323,0.5658699772795852,-1.037576092395775,correct_higher,8.541666666666666,34.670809015982286,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,pred_conf,630,79,0.7469951240789323,0.5772093636325643,-0.9545928170857847,correct_higher,7.787990196078431,32.57756134385634,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,pred_conf,703,60,0.7129932422386972,0.5388439824183782,-1.0290920346934629,correct_higher,7.369281045751634,31.175504325357537,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_pt_mean,692,88,42.16179594759307,27.86576055396687,-0.7033250306592475,correct_higher,9.54656862745098,30.13823374177077,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,n_particles,731,68,30.632010943912448,58.544117647058826,1.9173604106944915,confused_higher,3.533333333333333,28.68468892591183,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_pt_mean,731,68,90.10142881599562,29.719121666515576,-1.2068255947357243,correct_higher,5.598739495798318,28.608596403485265,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_pt_mean,630,79,55.517708248562286,34.760506485081926,-0.9157401968304775,correct_higher,7.034313725490197,28.227279577387552,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_pt_sum,630,79,832.9245523846339,522.7633896839769,-0.9137269901486669,correct_higher,7.000000000000001,28.027832053563007,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_pt_sum,731,68,1352.221241002533,454.1937374788172,-1.1976487150405124,correct_higher,5.311624649859944,26.93510101369454,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_pt_sum,692,88,633.0831861551097,423.4363273273815,-0.6906921666699648,correct_higher,8.541666666666666,26.481438575783283,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,has_lepton,692,88,0.6994219653179191,0.22727272727272727,-1.0717199285441157,correct_higher,5.3477386934673365,25.725623461322833,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_pt,692,88,124.09901525795115,87.71245822039518,-0.6777252946609361,correct_higher,8.290441176470589,25.220039434603525,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_pt,692,88,124.09901525795115,87.71245822039518,-0.6777252946609361,correct_higher,8.290441176470589,25.220039434603525,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_pt_max,692,88,124.09901525795115,87.71245822039518,-0.6777252946609361,correct_higher,8.290441176470589,25.220039434603525,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,pred_conf,692,127,0.7856483761371905,0.5764233874758398,-1.217637438165499,correct_higher,4.11096256684492,24.28762316700027,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,best_lepton_pt,630,83,16.78599710000886,1.4764173217566616,-0.5235456563591495,correct_higher,10.137362637362637,23.51599379393249,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_lepton_aligned,692,88,0.3106936416184971,0.045454545454545456,-0.7379717633220445,correct_higher,6.963589076723017,23.06679757052769,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,n_particles,703,60,59.09103840682788,50.2,-0.7926584733970807,correct_higher,5.909685863874346,19.256823680351626,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,pred_conf,692,88,0.7856483761371905,0.5809977819973772,-1.1774119395521705,correct_higher,3.3161764705882355,17.525906605646032,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_pt_fraction,630,83,0.22349798772779722,0.16951226730303592,-0.6556465194913224,correct_higher,5.694444444444444,16.542643627677407,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,n_particles,703,110,59.09103840682788,50.54545454545455,-0.7890929462704955,correct_higher,3.685714285714286,13.697061743181212,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_pt_mean,802,98,32.044628972127256,23.669665638281373,-0.6027049460451219,correct_higher,4.593837535014005,12.72263976640848,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_best_lepton_deltaR,703,60,844.1441851043254,516.2929336081368,-0.7480539324491154,correct_higher,3.9025741283805795,12.001021748285433,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,best_lepton_iso_pt_ratio,630,83,0.027859080412853805,0.007053061741886728,-0.54692420826687,correct_higher,4.943528693528694,11.979756747257326,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_pt_sum,802,98,481.9179918094169,362.8730239868164,-0.5737091647508996,correct_higher,4.428571428571428,11.67487621509726,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_pt_fraction,802,98,0.1743898869136771,0.1396741996310195,-0.4841086393754588,correct_higher,5.2478213507625275,11.673973910368415,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,pred_conf,630,119,0.7469951240789323,0.6196061826052786,-0.7278191568106351,correct_higher,3.3,11.498613071449372,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,best_lepton_iso_pt_ratio,692,127,0.07715048514406811,0.031878383397528035,-0.6619500460745972,correct_higher,3.508557457212714,11.268790653902679,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_best_lepton_deltaR,630,83,628.0335782592092,830.5206561279506,0.46770866417734697,confused_higher,4.7827102803738315,9.911360720781733,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_pt,630,83,141.19216772412497,107.74989470516343,-0.5793093638568859,correct_higher,3.642769607843137,9.350310793667402,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_pt,630,83,141.19216772412497,107.74989470516343,-0.5793093638568859,correct_higher,3.642769607843137,9.350310793667402,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,knn_pt_max,630,83,141.19216772412497,107.74989470516343,-0.5793093638568859,correct_higher,3.642769607843137,9.350310793667402,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_pt,802,98,109.71898022078517,89.27764982106734,-0.427755187953228,correct_higher,4.466230936819172,8.77876258841385,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_pt,802,98,109.71898022078517,89.27764982106734,-0.427755187953228,correct_higher,4.466230936819172,8.77876258841385,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_pt_max,802,98,109.71898022078517,89.27764982106734,-0.427755187953228,correct_higher,4.466230936819172,8.77876258841385,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_iso_pt_ratio,630,79,0.1554725344218905,0.1834434450993055,0.5368789856543267,confused_higher,3.6961672473867595,8.69566965167171,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,n_particles,630,49,35.01904761904762,32.44897959183673,-0.2892800697053725,correct_higher,7.426597582037997,8.404459822291678,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_pt,630,79,141.19216772412497,111.57402989834169,-0.5309670023568204,correct_higher,3.5889355742296916,8.3504178400632,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_pt,630,79,141.19216772412497,111.57402989834169,-0.5309670023568204,correct_higher,3.5889355742296916,8.3504178400632,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_pt_max,630,79,141.19216772412497,111.57402989834169,-0.5309670023568204,correct_higher,3.5889355742296916,8.3504178400632,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_pt_fraction,630,79,0.22349798772779722,0.18012922841914092,-0.5351661659956458,correct_higher,3.2659313725490193,7.658976137658064,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,best_lepton_pt,692,127,40.69140258379754,15.492221784403943,-0.4817943211402428,correct_higher,2.923797881010595,6.8349056641613455,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_photon_frac,731,68,0.2971899308131756,0.3505514760446899,0.25658153080174045,confused_higher,6.0549019607843135,6.578006306062559,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,has_lepton,630,83,0.37142857142857144,0.1686746987951807,-0.4677574396064028,correct_higher,2.9325767690253675,6.077904713348729,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_pt_sum,630,119,832.9245523846339,627.9515719373687,-0.5363831999341753,correct_higher,2.2777777777777777,5.849174209262605,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_pt_mean,630,119,55.517708248562286,41.849938929581846,-0.536192196536706,correct_higher,2.2777777777777777,5.847091347333865,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,n_particles,630,119,35.01904761904762,40.21848739495798,0.5509338851647904,confused_higher,2.0447710184552292,5.393270506503359,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,pred_conf,703,110,0.7129932422386972,0.6259164013645866,-0.4816824257194465,correct_higher,2.357142857142857,5.34717369536535,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_best_lepton_deltaR,692,127,300.42121644464044,535.0207988409354,0.48911410610618106,confused_higher,2.1890703517587937,5.195093977386982,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,has_lepton,692,127,0.6994219653179191,0.4645669291338583,-0.48904058768353803,correct_higher,1.8127927774465546,4.301466727710318,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,leading_pt_fraction,703,110,0.1453231824389732,0.16903147914192893,0.35952218226220406,confused_higher,2.4615384615384617,4.167829108690628,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,p0_pt,630,119,141.19216772412497,119.49864850725446,-0.3542821627410171,correct_higher,2.4494485294117645,4.15456581349785,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,leading_pt,630,119,141.19216772412497,119.49864850725446,-0.3542821627410171,correct_higher,2.4494485294117645,4.15456581349785,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_pt_max,630,119,141.19216772412497,119.49864850725446,-0.3542821627410171,correct_higher,2.4494485294117645,4.15456581349785,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,leading_pt_fraction,703,60,0.1453231824389732,0.17349167428910733,0.3670075464104115,confused_higher,2.714285714285714,4.095101839909392,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,pred_conf,638,229,0.6809275856586086,0.634713929292937,-0.29399412275173786,correct_higher,2.5217391304347823,4.031664114830982,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_charged_hadron_frac,731,68,0.6437585607028367,0.6013480477473315,-0.1834381656994026,correct_higher,5.18688524590164,4.0286368123814515,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,n_particles,692,127,40.64739884393064,38.51968503937008,-0.2156437741418399,correct_higher,3.6097560975609753,3.7769243296971693,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,missing_pt_proxy,630,49,624.9394311441274,597.0402759751886,-0.286729762260384,correct_higher,3.2659313725490193,3.663373751346815,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,leading_pt_fraction,630,119,0.22349798772779722,0.1914706432393619,-0.3559512639330483,correct_higher,2.1354166666666665,3.638992875698144,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,p0_best_lepton_deltaR,630,119,628.0335782592092,453.47774901784163,-0.3553544132313549,correct_higher,2.1373283395755305,3.636143343707784,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,has_lepton,630,119,0.37142857142857144,0.5462184873949579,0.3553826440384231,confused_higher,2.022978475858057,3.441878330631246,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_photon_frac,630,119,0.30712302466706626,0.35693278345240265,0.2396464141643209,confused_higher,2.9015544041450774,3.3289685401007616,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_charged_hadron_frac,703,110,0.5803342904911442,0.5213257690044967,-0.28848352369568886,correct_higher,2.440677966101695,3.315958456090208,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_pt,703,110,91.59049275589531,106.5446162483909,0.32712586490643375,confused_higher,2.0613240418118464,3.175694660156585,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,leading_pt,703,110,91.59049275589531,106.5446162483909,0.32712586490643375,confused_higher,2.0613240418118464,3.175694660156585,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_pt_max,703,110,91.59049275589531,106.5446162483909,0.32712586490643375,confused_higher,2.0613240418118464,3.175694660156585,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,has_lepton,703,60,0.155049786628734,0.48333333333333334,0.7480811735444853,confused_higher,1.0,3.075267344604124,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,n_particles,638,229,33.239811912225704,31.100436681222707,-0.23555772121265736,correct_higher,2.35725614591594,3.0196016781775583,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,best_lepton_iso_pt_ratio,703,60,0.005684613210452485,0.03961116618787249,0.734401689518582,confused_higher,1.0,3.0190327112466617,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_charged_hadron_frac,630,49,0.6157804360228871,0.6585034122880624,0.17789170697367251,confused_higher,4.209386281588448,2.929381158417932,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,best_lepton_iso_pt_ratio,630,119,0.027859080412853805,0.04818911425878897,0.331265287752136,confused_higher,1.802676977989292,2.8589191928574977,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_lepton_aligned,692,127,0.3106936416184971,0.16535433070866143,-0.34566376090984174,correct_higher,1.6737878506409065,2.8072284919123516,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_best_lepton_deltaR,630,49,628.0335782592092,774.7801886021008,0.32389072248428397,confused_higher,2.107165109034268,2.669921391036905,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_is_lepton,692,88,0.14595375722543352,0.0,-0.5842085639080276,correct_higher,1.0,2.6222998074665553,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_is_lepton,692,88,0.14595375722543352,0.0,-0.5842085639080276,correct_higher,1.0,2.6222998074665553,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,has_lepton,630,49,0.37142857142857144,0.22448979591836735,-0.32391716485987726,correct_higher,2.0555083545737753,2.6046814009903185,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,knn_photon_frac,630,83,0.30712302466706626,0.3505020181996277,0.21089163081384663,confused_higher,2.71978021978022,2.5414229635714265,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,best_lepton_pt,703,60,1.0352497063524184,7.570610459645589,0.6023800954453611,confused_higher,1.0,2.4763085906645594,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_neutral_hadron_frac,703,110,0.05134542560891101,0.06897727461023764,0.21608477619987804,confused_higher,2.238782051282051,2.278313971220076,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,p0_iso_pt_ratio,630,119,0.1554725344218905,0.17178786990522338,0.29118146425035246,confused_higher,1.631578947368421,2.274468133065378,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_iso_pt_ratio,703,110,0.19224707255534731,0.2061958622526039,0.22222605870606038,confused_higher,2.122926829268293,2.2218134721450564,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_photon_frac,703,110,0.3639402627881357,0.403030312941833,0.19866597082704582,confused_higher,2.3333333333333335,2.1831212423603508,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_pt,703,60,91.59049275589531,105.52082233428955,0.2800351861714943,confused_higher,1.888888888888889,2.174468730442462,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,leading_pt,703,60,91.59049275589531,105.52082233428955,0.2800351861714943,confused_higher,1.888888888888889,2.174468730442462,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_pt_max,703,60,91.59049275589531,105.52082233428955,0.2800351861714943,confused_higher,1.888888888888889,2.174468730442462,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_neutral_hadron_frac,630,79,0.050218255829716486,0.07389240740220758,0.259097126632028,confused_higher,1.8975524475524477,2.1544250898808257,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,knn_pt_mean,638,229,61.787436682602454,69.19261340595229,0.19010300135365996,confused_higher,1.9902439024390242,2.057504589639116,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,knn_pt_sum,638,229,926.835521733873,1037.8891984031711,0.1900665822349047,confused_higher,1.9902439024390242,2.0571104217224816,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_charged_hadron_frac,630,79,0.6157804360228871,0.5672468478921093,-0.21312255128286114,correct_higher,2.188679245283019,2.0440265802991155,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_iso_pt_ratio,703,60,0.19224707255534731,0.2048353428641955,0.2060812528809746,confused_higher,2.375,2.0120383363656624,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_is_photon,802,98,0.24064837905236908,0.14285714285714285,-0.24973239791030563,correct_higher,1.7477931904161412,2.005680598006389,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_is_photon,802,98,0.24064837905236908,0.14285714285714285,-0.24973239791030563,correct_higher,1.7477931904161412,2.005680598006389,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_muon_frac,692,88,0.024048652112311712,0.002130681818181818,-0.4424190875882427,correct_higher,1.0,1.9858584072122953,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_pt_fraction,630,49,0.22349798772779722,0.23398584674815742,0.1286368147988249,confused_higher,3.781463414634146,1.9029465104157062,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_is_muon,692,88,0.08236994219653179,0.0,-0.4234006664181699,correct_higher,1.0,1.900491630253423,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_is_muon,692,88,0.08236994219653179,0.0,-0.4234006664181699,correct_higher,1.0,1.900491630253423,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_electron_frac,692,88,0.02625843065365546,0.0030303031883456492,-0.4184931964901336,correct_higher,1.0,1.8784637822510724,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_pt_mean,630,49,55.517708248562286,59.294928648033924,0.13303017199971845,confused_higher,3.5000000000000004,1.8214598264763664,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_pt_sum,630,49,832.9245523846339,889.423931511081,0.13268563321213245,confused_higher,3.5000000000000004,1.8167423736548207,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,missing_pt_proxy,731,68,624.5822021964502,637.2888715811933,0.1167152515458531,confused_higher,3.5999999999999996,1.779065300721607,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,best_lepton_iso_pt_ratio,630,49,0.027859080412853805,0.01827294254029284,-0.2017584494932787,correct_higher,2.202686202686203,1.738544307090138,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_is_electron,692,88,0.06358381502890173,0.0,-0.36824749995402,correct_higher,1.0,1.6529291213565487,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_is_electron,692,88,0.06358381502890173,0.0,-0.36824749995402,correct_higher,1.0,1.6529291213565487,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_is_lepton,692,127,0.14595375722543352,0.047244094488188976,-0.33837139123429344,correct_higher,1.0,1.6417882307133767,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,leading_is_lepton,692,127,0.14595375722543352,0.047244094488188976,-0.33837139123429344,correct_higher,1.0,1.6417882307133767,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,best_lepton_pt,630,79,16.78599710000886,9.548323424556587,-0.2107499197601193,correct_higher,1.7271062271062272,1.5950029143415847,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_pt_mean,703,110,26.063357075790254,28.20227354223078,0.18044682991961558,confused_higher,1.8731707317073172,1.5918575676643898,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_is_neutral_hadron,703,110,0.3485064011379801,0.24545454545454545,-0.22642502189723637,correct_higher,1.4682806905029129,1.5657091589657837,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,leading_is_neutral_hadron,703,110,0.3485064011379801,0.24545454545454545,-0.22642502189723637,correct_higher,1.4682806905029129,1.5657091589657837,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,knn_neutral_hadron_frac,630,83,0.050218255829716486,0.038102410823465827,-0.15445000390253374,correct_higher,2.249861802100608,1.5396696874085904,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_lepton_aligned,630,83,0.15079365079365079,0.04819277108433735,-0.347163758094506,correct_higher,1.0,1.5382190113147136,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_is_muon,692,127,0.08236994219653179,0.015748031496062992,-0.31178478190825,correct_higher,1.0,1.5127891976484065,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,leading_is_muon,692,127,0.08236994219653179,0.015748031496062992,-0.31178478190825,correct_higher,1.0,1.5127891976484065,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,knn_muon_frac,630,83,0.013862434372542396,0.0,-0.33601258555968266,correct_higher,1.0,1.488810208720618,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_pt,638,229,150.3072579960838,165.09662614847375,0.18825725885459696,confused_higher,1.4473684210526316,1.4817548612433684,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,leading_pt,638,229,150.3072579960838,165.09662614847375,0.18825725885459696,confused_higher,1.4473684210526316,1.4817548612433684,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,knn_pt_max,638,229,150.3072579960838,165.09662614847375,0.18825725885459696,confused_higher,1.4473684210526316,1.4817548612433684,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,leading_pt_fraction,638,229,0.24254630056434665,0.2629630341475187,0.17771370764416797,confused_higher,1.4926829268292683,1.4425604797767968,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_charged_hadron_frac,692,88,0.5682562746516714,0.5937973599542271,0.11985380107736396,confused_higher,2.6702586206896552,1.436546081404935,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_charge,703,60,-0.01849217638691323,0.11666666666666667,0.20400134501562678,confused_higher,1.7076576576576576,1.4320823496622763,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,leading_charge,703,60,-0.01849217638691323,0.11666666666666667,0.20400134501562678,confused_higher,1.7076576576576576,1.4320823496622763,"if top candidate, run monotonic/patch/deep probe"
