class_pair,feature,A_correct_n,A_to_B_n,correct_mean,confused_mean,std_effect_confused_minus_correct,direction,monotonic_ratio,rank_score,next_action
label_Wqq->label_Zqq,missing_pt_proxy,755,150,621.4305888008962,604.827142518252,-0.15962846989256735,correct_higher,1.7272727272727273,1.3833739421907574,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_is_photon,703,110,0.21763869132290184,0.3090909090909091,0.20816134064063763,confused_higher,1.3998302207130728,1.3723125269036847,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,leading_is_photon,703,110,0.21763869132290184,0.3090909090909091,0.20816134064063763,confused_higher,1.3998302207130728,1.3723125269036847,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_is_neutral_hadron,731,68,0.18741450068399454,0.27941176470588236,0.2177961497584954,confused_higher,1.485175202156334,1.3695871266769406,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,leading_is_neutral_hadron,731,68,0.18741450068399454,0.27941176470588236,0.2177961497584954,confused_higher,1.485175202156334,1.3695871266769406,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_best_lepton_deltaR,638,229,761.0492168504517,820.1727599277926,0.14586173412169898,confused_higher,1.7265306122448978,1.3694973384368856,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_photon_frac,630,79,0.30712302466706626,0.3419831310269199,0.16413336369642237,confused_higher,1.8919469928644241,1.3607578467251409,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_is_neutral_hadron,630,83,0.2126984126984127,0.30120481927710846,0.20284185820323752,confused_higher,1.4880059970014992,1.3373529977349803,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_is_neutral_hadron,630,83,0.2126984126984127,0.30120481927710846,0.20284185820323752,confused_higher,1.4880059970014992,1.3373529977349803,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,missing_pt_proxy,802,98,621.5489224790335,635.6320294645614,0.12772045206470986,confused_higher,2.2616407982261637,1.327336142442851,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_muon_frac,630,49,0.013862434372542396,0.0,-0.33601258555968266,correct_higher,1.0,1.314488964822872,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,best_lepton_pt,630,49,16.78599710000886,9.039255288182472,-0.2237142242808177,correct_higher,1.5018315018315016,1.3143656730091904,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_pt_sum,703,110,397.37562091116547,425.23027870871806,0.15811619343944,confused_higher,1.764705882352941,1.314093508799269,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_best_lepton_deltaR,630,79,628.0335782592092,543.8782106204795,-0.17109781828020273,correct_higher,1.6833105335157321,1.2620708203963074,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_is_charged_hadron,630,49,0.4873015873015873,0.5918367346938775,0.209735246570865,confused_higher,1.531526104417671,1.2566004897954477,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_is_charged_hadron,630,49,0.4873015873015873,0.5918367346938775,0.209735246570865,confused_higher,1.531526104417671,1.2566004897954477,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_lepton_aligned,630,79,0.15079365079365079,0.06329113924050633,-0.28517128950915477,correct_higher,1.0,1.2496281860734126,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,best_lepton_pt,802,98,4.0449494709843705,1.9173931169266603,-0.1954042075716309,correct_higher,1.385022385022385,1.2436195675623067,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,n_particles,755,150,31.019867549668874,32.56666666666667,0.17358478738051308,confused_higher,1.4153439153439156,1.2326562109275105,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,p0_iso_pt_ratio,755,150,0.15311025907069642,0.16254926199714342,0.16088472381360172,confused_higher,1.4583333333333333,1.1771720345605525,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_muon_frac,692,127,0.024048652112311712,0.009973753625013697,-0.24119261717775697,correct_higher,1.0,1.1702738779804553,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_is_lepton,630,49,0.04285714285714286,0.0,-0.29901520220138433,correct_higher,1.0,1.1697543499845644,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_is_lepton,630,49,0.04285714285714286,0.0,-0.29901520220138433,correct_higher,1.0,1.1697543499845644,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,best_lepton_iso_pt_ratio,638,229,0.016700933060059937,0.011038109029777445,-0.15305311239919225,correct_higher,1.3874062445491016,1.1547589780750651,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,has_lepton,638,229,0.23824451410658307,0.17903930131004367,-0.14588631403212074,correct_higher,1.403683424589348,1.1136000971312472,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_photon_frac,802,98,0.3584320542502433,0.335544223079876,-0.11951491993750428,correct_higher,2.0146750524109014,1.106430086233504,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,best_lepton_pt,638,229,6.968447479288033,4.150764433577591,-0.14463927211210867,correct_higher,1.3874062445491016,1.091278023919371,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_pt_mean,692,127,42.16179594759307,44.61161261656153,0.09927087482292674,confused_higher,2.239024390243902,1.0784603299301314,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_electron_frac,692,127,0.02625843065365546,0.012073491149999964,-0.22146860800909712,correct_higher,1.0,1.0745723885682896,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_pt_sum,692,127,633.0831861551097,669.5017985546683,0.09849410755211323,confused_higher,2.239024390243902,1.0700216746986273,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,has_lepton,630,79,0.37142857142857144,0.45569620253164556,0.17111145354440024,confused_higher,1.4070376232801658,1.0550178408273803,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_charged_hadron_frac,630,119,0.6157804360228871,0.5815476321247446,-0.15269859113197676,correct_higher,1.4150702426564497,1.0344775409324392,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,missing_pt_proxy,703,60,621.9609396036539,606.3339263469492,-0.14756523470891844,correct_higher,1.6666666666666667,1.0110367777091553,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_is_neutral_hadron,692,88,0.20086705202312138,0.2727272727272727,0.1690527518005535,confused_higher,1.3241150442477876,1.0047601185530002,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_is_neutral_hadron,692,88,0.20086705202312138,0.2727272727272727,0.1690527518005535,confused_higher,1.3241150442477876,1.0047601185530002,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_is_charged_hadron,692,127,0.40173410404624277,0.48031496062992124,0.15838840032060714,confused_higher,1.297410726988192,0.9970670352889226,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,leading_is_charged_hadron,692,127,0.40173410404624277,0.48031496062992124,0.15838840032060714,confused_higher,1.297410726988192,0.9970670352889226,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_is_photon,731,68,0.3146374829001368,0.23529411764705882,-0.17773905359220035,correct_higher,1.3214285714285712,0.994462323879313,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,leading_is_photon,731,68,0.3146374829001368,0.23529411764705882,-0.17773905359220035,correct_higher,1.3214285714285712,0.994462323879313,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_iso_pt_ratio,638,229,0.1529525636715762,0.14838093463900828,-0.08727509963680796,correct_higher,2.071428571428571,0.9831184637182095,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_pt_mean,703,60,26.063357075790254,27.496024926503498,0.11655626305583401,confused_higher,2.0098039215686274,0.962993721351933,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_best_lepton_deltaR,731,68,899.2550542097309,837.4234870279427,-0.18349127306136026,correct_higher,1.2287012495266945,0.954604531864925,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,p0_is_neutral_hadron,630,119,0.2126984126984127,0.2773109243697479,0.1502551561678061,confused_higher,1.3246713852376137,0.9528961607983037,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,leading_is_neutral_hadron,630,119,0.2126984126984127,0.2773109243697479,0.1502551561678061,confused_higher,1.3246713852376137,0.9528961607983037,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_charged_hadron_frac,802,98,0.5675810599267631,0.5907313002615558,0.11820481102833519,confused_higher,1.75,0.9505392286909945,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,best_lepton_iso_pt_ratio,802,98,0.013198774009960427,0.008579046869346378,-0.14864033773098892,correct_higher,1.385022385022385,0.9459982199388668,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_is_charged_hadron,630,83,0.4873015873015873,0.40963855421686746,-0.15610542189157917,correct_higher,1.3644598523820175,0.9437621212435736,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_is_charged_hadron,630,83,0.4873015873015873,0.40963855421686746,-0.15610542189157917,correct_higher,1.3644598523820175,0.9437621212435736,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_photon_frac,692,88,0.33769268752479487,0.362357960505919,0.12544101236846017,confused_higher,1.6304816678648455,0.9180575247779778,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,leading_pt_fraction,755,150,0.25040612868125867,0.26403454129894577,0.12155070033989682,confused_higher,1.4999999999999998,0.9147808169491458,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_is_muon,630,83,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.9088305751120688,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_is_muon,630,83,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.9088305751120688,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_is_muon,630,79,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.8988229410854277,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_is_muon,630,79,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.8988229410854277,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_best_lepton_deltaR,703,110,844.1441851043254,781.0825809901919,-0.16212483705318614,correct_higher,1.164200140944327,0.8889038483671067,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_neutral_hadron_frac,692,127,0.04374398035939374,0.05557742984745446,0.1330684326381655,confused_higher,1.35267722093375,0.8733588373663789,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_iso_pt_ratio,692,88,0.17488470861978958,0.18156184078278867,0.105138765466222,confused_higher,1.8371482176360228,0.8670047824772624,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_is_electron,638,229,0.012539184952978056,0.0,-0.15923887030632305,correct_higher,1.0,0.8659536057891196,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,leading_is_electron,638,229,0.012539184952978056,0.0,-0.15923887030632305,correct_higher,1.0,0.8659536057891196,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_photon_frac,703,60,0.3639402627881357,0.38409723130365214,0.10569203499752718,confused_higher,1.9911999999999999,0.8651497663512117,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_lepton_aligned,630,49,0.15079365079365079,0.08163265306122448,-0.2161338568629855,correct_higher,1.0,0.8455206202999133,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,p0_is_lepton,630,83,0.04285714285714286,0.012048192771084338,-0.1890194038728814,correct_higher,1.0,0.8375103499873118,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,leading_is_lepton,630,83,0.04285714285714286,0.012048192771084338,-0.1890194038728814,correct_higher,1.0,0.8375103499873118,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_is_electron,630,49,0.022222222222222223,0.0,-0.2130314401967148,correct_higher,1.0,0.8333838949290385,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_is_electron,630,49,0.022222222222222223,0.0,-0.2130314401967148,correct_higher,1.0,0.8333838949290385,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_charge,630,49,0.0380952380952381,-0.061224489795918366,-0.1321395389637943,correct_higher,1.5648,0.8088966275092248,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_charge,630,49,0.0380952380952381,-0.061224489795918366,-0.1321395389637943,correct_higher,1.5648,0.8088966275092248,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_is_lepton,630,79,0.04285714285714286,0.012658227848101266,-0.18422219077465876,correct_higher,1.0,0.8072665466725276,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_is_lepton,630,79,0.04285714285714286,0.012658227848101266,-0.18422219077465876,correct_higher,1.0,0.8072665466725276,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_is_muon,630,49,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.8024177661335606,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_is_muon,630,49,0.020634920634920634,0.0,-0.2051158096514673,correct_higher,1.0,0.8024177661335606,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,missing_pt_proxy,630,79,624.9394311441274,611.5096132623693,-0.1296273781239732,correct_higher,1.3914027149321269,0.7903593517333681,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_photon_frac,630,49,0.30712302466706626,0.282993204739629,-0.1111404893740685,correct_higher,1.8158730158730159,0.7895128080129964,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,has_lepton,731,68,0.09986320109439124,0.16176470588235295,0.1834836017950415,confused_higher,1.0,0.7768891118473187,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_lepton_aligned,703,60,0.02702702702702703,0.06666666666666667,0.18726834172511808,confused_higher,1.0,0.7698365315848643,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,knn_charged_hadron_frac,692,127,0.5682562746516714,0.5926181231075385,0.10675859424519157,confused_higher,1.4833759590792839,0.7683827097761811,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,has_lepton,703,110,0.155049786628734,0.21818181818181817,0.16210646343217194,confused_higher,1.0,0.7634452853617473,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_is_electron,703,60,0.0,0.016666666666666666,0.18257418383505541,confused_higher,1.0,0.7505394406003028,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,p0_is_lepton,703,60,0.0,0.016666666666666666,0.18257418383505541,confused_higher,1.0,0.7505394406003028,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,leading_is_electron,703,60,0.0,0.016666666666666666,0.18257418383505541,confused_higher,1.0,0.7505394406003028,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,leading_is_lepton,703,60,0.0,0.016666666666666666,0.18257418383505541,confused_higher,1.0,0.7505394406003028,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,best_lepton_pt,703,110,1.0352497063524184,1.8286972213875163,0.15902067661074162,confused_higher,1.0,0.7489126791314096,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_is_electron,692,127,0.06358381502890173,0.031496062992125984,-0.15095043564743948,correct_higher,1.0,0.732416082113227,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,leading_is_electron,692,127,0.06358381502890173,0.031496062992125984,-0.15095043564743948,correct_higher,1.0,0.732416082113227,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_charge,630,79,0.0380952380952381,0.11392405063291139,0.10773693041986877,confused_higher,1.5337423312883436,0.7240891083402939,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_charge,630,79,0.0380952380952381,0.11392405063291139,0.10773693041986877,confused_higher,1.5337423312883436,0.7240891083402939,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,knn_muon_frac,703,110,0.00035561877667140827,0.002424242550676519,0.1531986106917288,confused_higher,1.0,0.7214934838517874,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_iso_pt_ratio,692,127,0.17488470861978958,0.16958281151422366,-0.0878196902873192,correct_higher,1.692466460268318,0.7211663817018343,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,best_lepton_iso_pt_ratio,731,68,0.0039024192355089043,0.00733800110516741,0.16730019028207258,confused_higher,1.0,0.7083668238936828,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,p0_is_neutral_hadron,692,127,0.20086705202312138,0.25196850393700787,0.1220289844131576,confused_higher,1.1893805309734513,0.7042183269045428,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,leading_is_neutral_hadron,692,127,0.20086705202312138,0.25196850393700787,0.1220289844131576,confused_higher,1.1893805309734513,0.7042183269045428,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,knn_neutral_hadron_frac,731,68,0.05413246866208584,0.042585785774623644,-0.11692680864207042,correct_higher,1.4201722017220173,0.7030996503922763,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,best_lepton_iso_pt_ratio,703,110,0.005684613210452485,0.009138653727925636,0.14580625485425305,confused_higher,1.0,0.6866789607763478,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_muon_frac,630,119,0.013862434372542396,0.007282913419879785,-0.13959769593829222,correct_higher,1.0,0.6683228166159727,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_is_charged_hadron,802,98,0.5224438902743143,0.5816326530612245,0.11889555437728236,confused_higher,1.2218840904005372,0.6675633255264426,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_is_charged_hadron,802,98,0.5224438902743143,0.5816326530612245,0.11889555437728236,confused_higher,1.2218840904005372,0.6675633255264426,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hcc,missing_pt_proxy,692,127,619.8560056500952,611.0807385389328,-0.08481077645799913,correct_higher,1.6111111111111112,0.6629793982411812,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_lepton_aligned,703,110,0.02702702702702703,0.05454545454545454,0.1390090881061325,confused_higher,1.0,0.6546674986927181,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,p0_charge,731,68,0.057455540355677154,0.1323529411764706,0.10754179689604118,confused_higher,1.4295774647887325,0.6509486944787457,"if top candidate, run monotonic/patch/deep probe"
label_QCD->label_Hgg,leading_charge,731,68,0.057455540355677154,0.1323529411764706,0.10754179689604118,confused_higher,1.4295774647887325,0.6509486944787457,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_muon_frac,703,60,0.00035561877667140827,0.0033333333830038708,0.1579233076357709,confused_higher,1.0,0.6492027979036921,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,knn_muon_frac,802,98,0.002156068234149357,0.0,-0.14036964145540537,correct_higher,1.0,0.6450153258080085,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_is_lepton,638,229,0.023510971786833857,0.008733624454148471,-0.11739600781107297,correct_higher,1.0,0.6384088010275818,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,leading_is_lepton,638,229,0.023510971786833857,0.008733624454148471,-0.11739600781107297,correct_higher,1.0,0.6384088010275818,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_charge,638,229,-0.003134796238244514,0.06550218340611354,0.0929359583080626,confused_higher,1.242283950617284,0.6278417517031935,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,leading_charge,638,229,-0.003134796238244514,0.06550218340611354,0.0929359583080626,confused_higher,1.242283950617284,0.6278417517031935,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_iso_pt_ratio,802,98,0.1969744074448683,0.20225035969396027,0.07560403272682913,confused_higher,1.8000000000000003,0.6253372647598999,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,knn_neutral_hadron_frac,692,88,0.04374398035939374,0.038683713329109276,-0.06880782991182995,correct_higher,2.0243542435424358,0.6252285448948717,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_is_neutral_hadron,802,98,0.22942643391521197,0.2755102040816326,0.10590853568364031,confused_higher,1.262791941522553,0.6145533754222543,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_is_neutral_hadron,802,98,0.22942643391521197,0.2755102040816326,0.10590853568364031,confused_higher,1.262791941522553,0.6145533754222543,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,missing_pt_proxy,630,119,624.9394311441274,616.1253780920383,-0.081775389505005,correct_higher,1.5555555555555558,0.6089984475835509,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_charged_hadron_frac,703,60,0.5803342904911442,0.5629166794319947,-0.08528294394652204,correct_higher,1.71900826446281,0.6026626815581745,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_pt_sum,703,60,397.37562091116547,414.98755366007487,0.09643276670558942,confused_higher,1.5073529411764706,0.5975492850109236,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,p0_is_charged_hadron,630,119,0.4873015873015873,0.4369747899159664,-0.1008202111476293,correct_higher,1.2198742322316467,0.588803927542928,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,leading_is_charged_hadron,630,119,0.4873015873015873,0.4369747899159664,-0.1008202111476293,correct_higher,1.2198742322316467,0.588803927542928,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_is_lepton,802,98,0.007481296758104738,0.0,-0.12270525319839659,correct_higher,1.0,0.563845344687743,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_is_lepton,802,98,0.007481296758104738,0.0,-0.12270525319839659,correct_higher,1.0,0.563845344687743,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hbb,knn_neutral_hadron_frac,630,119,0.050218255829716486,0.042471990490160066,-0.09210093412105703,correct_higher,1.2769485903814262,0.5630480853025651,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,p0_is_charged_hadron,692,88,0.40173410404624277,0.45454545454545453,0.10653477858596906,confused_higher,1.1697965571205007,0.5593918961615809,"if top candidate, run monotonic/patch/deep probe"
label_Hbb->label_Hgg,leading_is_charged_hadron,692,88,0.40173410404624277,0.45454545454545453,0.10653477858596906,confused_higher,1.1697965571205007,0.5593918961615809,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,p0_charge,703,110,-0.01849217638691323,0.045454545454545456,0.09631651674132301,confused_higher,1.232800982800983,0.5592053610370276,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_H4q,leading_charge,703,110,-0.01849217638691323,0.045454545454545456,0.09631651674132301,confused_higher,1.232800982800983,0.5592053610370276,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_iso_pt_ratio,630,49,0.1554725344218905,0.15071761760176444,-0.09495177205866717,correct_higher,1.5,0.5571802750495131,"if top candidate, run monotonic/patch/deep probe"
label_Hgg->label_Hbb,knn_electron_frac,703,60,0.004024419218174594,0.0010416666666666667,-0.13330626049720365,correct_higher,1.0,0.5480052222086336,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,p0_pt,630,49,141.19216772412497,140.27128772346342,-0.01637745698314207,correct_higher,8.458536585365854,0.5419298831170363,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,leading_pt,630,49,141.19216772412497,140.27128772346342,-0.01637745698314207,correct_higher,8.458536585365854,0.5419298831170363,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_pt_max,630,49,141.19216772412497,140.27128772346342,-0.01637745698314207,correct_higher,8.458536585365854,0.5419298831170363,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,p0_is_electron,755,150,0.005298013245033113,0.0,-0.10314239547788648,correct_higher,1.0,0.5174942611519907,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,leading_is_electron,755,150,0.005298013245033113,0.0,-0.10314239547788648,correct_higher,1.0,0.5174942611519907,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,knn_neutral_hadron_frac,638,229,0.04848485033620487,0.05735080279247209,0.08580710042365607,confused_higher,1.1083664317745034,0.5171923921751063,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Zqq,knn_neutral_hadron_frac,630,49,0.050218255829716486,0.040816327899086235,-0.10577367061438776,correct_higher,1.2161415146489774,0.5032260211091989,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,missing_pt_proxy,638,229,615.3940037819982,622.9012527408381,0.07176560087393374,confused_higher,1.268780487804878,0.4951631916888545,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,p0_is_neutral_hadron,630,79,0.2126984126984127,0.25316455696202533,0.09548307355600501,confused_higher,1.1702284450994842,0.4896345482055325,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,leading_is_neutral_hadron,630,79,0.2126984126984127,0.25316455696202533,0.09548307355600501,confused_higher,1.1702284450994842,0.4896345482055325,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_H4q,knn_muon_frac,630,79,0.013862434372542396,0.008438818816897235,-0.10566448503010888,correct_higher,1.0,0.4630245877410367,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,p0_is_electron,802,98,0.004987531172069825,0.0,-0.10006279117014602,correct_higher,1.0,0.4598005179658101,"if top candidate, run monotonic/patch/deep probe"
label_H4q->label_Hgg,leading_is_electron,802,98,0.004987531172069825,0.0,-0.10006279117014602,correct_higher,1.0,0.4598005179658101,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,p0_pt,755,150,156.8177355936821,161.21184379577636,0.057913872596991135,confused_higher,1.5416666666666665,0.4479622455979926,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,leading_pt,755,150,156.8177355936821,161.21184379577636,0.057913872596991135,confused_higher,1.5416666666666665,0.4479622455979926,"if top candidate, run monotonic/patch/deep probe"
label_Wqq->label_Zqq,knn_pt_max,755,150,156.8177355936821,161.21184379577636,0.057913872596991135,confused_higher,1.5416666666666665,0.4479622455979926,"if top candidate, run monotonic/patch/deep probe"
label_Zqq->label_Wqq,p0_lepton_aligned,638,229,0.07210031347962383,0.05240174672489083,-0.08148518143358172,correct_higher,1.0,0.4431228791378133,"if top candidate, run monotonic/patch/deep probe"
label_Hcc->label_Hgg,knn_charged_hadron_frac,630,83,0.6157804360228871,0.6033634658319404,-0.05668314994894433,correct_higher,1.6908990011098781,0.42467377009248203,"if top candidate, run monotonic/patch/deep probe"
