feature,bin_index,lo,hi,n,target_confusions,confusion_rate,class_pair
leading_is_muon,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
leading_is_muon,4,0.0,1.000000001,1024,150,0.146484375,label_Wqq->label_Zqq
leading_is_lepton,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
leading_is_lepton,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
leading_is_lepton,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
leading_is_lepton,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
leading_is_lepton,4,0.0,1.000000001,1024,150,0.146484375,label_Wqq->label_Zqq
knn_charged_hadron_frac,0,0.0,0.4000000059604645,194,27,0.13917525773195877,label_Wqq->label_Zqq
knn_charged_hadron_frac,1,0.4000000059604645,0.5333333611488342,140,20,0.14285714285714285,label_Wqq->label_Zqq
knn_charged_hadron_frac,2,0.5333333611488342,0.6666666865348816,160,26,0.1625,label_Wqq->label_Zqq
knn_charged_hadron_frac,3,0.6666666865348816,0.8666666746139526,316,39,0.12341772151898735,label_Wqq->label_Zqq
knn_charged_hadron_frac,4,0.8666666746139526,1.000000001,214,38,0.17757009345794392,label_Wqq->label_Zqq
knn_neutral_hadron_frac,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_neutral_hadron_frac,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_neutral_hadron_frac,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_neutral_hadron_frac,3,0.0,0.13333334028720856,752,105,0.13962765957446807,label_Wqq->label_Zqq
knn_neutral_hadron_frac,4,0.13333334028720856,0.8000000129209289,272,45,0.16544117647058823,label_Wqq->label_Zqq
knn_photon_frac,0,0.0,0.06666667014360428,202,33,0.16336633663366337,label_Wqq->label_Zqq
knn_photon_frac,1,0.06666667014360428,0.2666666805744171,189,27,0.14285714285714285,label_Wqq->label_Zqq
knn_photon_frac,2,0.2666666805744171,0.3333333432674408,111,16,0.14414414414414414,label_Wqq->label_Zqq
knn_photon_frac,3,0.3333333432674408,0.5333333611488342,297,46,0.15488215488215487,label_Wqq->label_Zqq
knn_photon_frac,4,0.5333333611488342,1.000000001,225,28,0.12444444444444444,label_Wqq->label_Zqq
knn_electron_frac,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_electron_frac,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_electron_frac,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_electron_frac,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_electron_frac,4,0.0,0.7333333502279052,1024,150,0.146484375,label_Wqq->label_Zqq
knn_muon_frac,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_muon_frac,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_muon_frac,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_muon_frac,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
knn_muon_frac,4,0.0,0.3333333442674408,1024,150,0.146484375,label_Wqq->label_Zqq
has_lepton,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
has_lepton,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
has_lepton,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
has_lepton,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
has_lepton,4,0.0,1.000000001,1024,150,0.146484375,label_Wqq->label_Zqq
best_lepton_pt,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_pt,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_pt,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_pt,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_pt,4,0.0,327.3901672373281,1024,150,0.146484375,label_Wqq->label_Zqq
p0_best_lepton_deltaR,0,3.162277789670043e-05,999.0,159,25,0.15723270440251572,label_Wqq->label_Zqq
p0_best_lepton_deltaR,1,999.0,999.0,0,0,0.0,label_Wqq->label_Zqq
p0_best_lepton_deltaR,2,999.0,999.0,0,0,0.0,label_Wqq->label_Zqq
p0_best_lepton_deltaR,3,999.0,999.0,0,0,0.0,label_Wqq->label_Zqq
p0_best_lepton_deltaR,4,999.0,999.000000001,865,125,0.14450867052023122,label_Wqq->label_Zqq
p0_lepton_aligned,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
p0_lepton_aligned,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
p0_lepton_aligned,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
p0_lepton_aligned,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
p0_lepton_aligned,4,0.0,1.000000001,1024,150,0.146484375,label_Wqq->label_Zqq
best_lepton_iso_pt_ratio,0,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_iso_pt_ratio,1,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_iso_pt_ratio,2,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_iso_pt_ratio,3,0.0,0.0,0,0,0.0,label_Wqq->label_Zqq
best_lepton_iso_pt_ratio,4,0.0,0.2170582423673401,1024,150,0.146484375,label_Wqq->label_Zqq
pred_conf,0,0.25293320417404175,0.4947463274002075,204,31,0.15196078431372548,label_Hcc->label_Hbb
pred_conf,1,0.4947463274002075,0.6127356886863708,205,33,0.16097560975609757,label_Hcc->label_Hbb
pred_conf,2,0.6127356886863708,0.7510589957237244,205,27,0.13170731707317074,label_Hcc->label_Hbb
pred_conf,3,0.7510589957237244,0.8897115588188171,205,18,0.08780487804878048,label_Hcc->label_Hbb
pred_conf,4,0.8897115588188171,0.9980393062101135,205,10,0.04878048780487805,label_Hcc->label_Hbb
n_particles,0,12.0,29.0,193,14,0.07253886010362694,label_Hcc->label_Hbb
n_particles,1,29.0,34.0,192,17,0.08854166666666667,label_Hcc->label_Hbb
n_particles,2,34.0,40.0,215,29,0.13488372093023257,label_Hcc->label_Hbb
n_particles,3,40.0,48.0,209,31,0.14832535885167464,label_Hcc->label_Hbb
n_particles,4,48.0,88.000000001,215,28,0.13023255813953488,label_Hcc->label_Hbb
missing_pt_proxy,0,500.08740320661855,531.722616279997,204,24,0.11764705882352941,label_Hcc->label_Hbb
missing_pt_proxy,1,531.722616279997,569.6436366633692,205,28,0.13658536585365855,label_Hcc->label_Hbb
missing_pt_proxy,2,569.6436366633692,619.0300767659573,205,26,0.12682926829268293,label_Hcc->label_Hbb
missing_pt_proxy,3,619.0300767659573,703.0476958444386,205,18,0.08780487804878048,label_Hcc->label_Hbb
missing_pt_proxy,4,703.0476958444386,999.2954954125337,205,23,0.11219512195121951,label_Hcc->label_Hbb
p0_pt,0,34.265953063964844,83.17088317871094,204,39,0.19117647058823528,label_Hcc->label_Hbb
p0_pt,1,83.17088317871094,106.3731918334961,205,24,0.11707317073170732,label_Hcc->label_Hbb
p0_pt,2,106.3731918334961,137.7162628173828,205,21,0.1024390243902439,label_Hcc->label_Hbb
p0_pt,3,137.7162628173828,173.28863525390625,205,19,0.09268292682926829,label_Hcc->label_Hbb
p0_pt,4,173.28863525390625,513.04150390725,205,16,0.07804878048780488,label_Hcc->label_Hbb
leading_pt,0,34.265953063964844,83.17088317871094,204,39,0.19117647058823528,label_Hcc->label_Hbb
leading_pt,1,83.17088317871094,106.3731918334961,205,24,0.11707317073170732,label_Hcc->label_Hbb
leading_pt,2,106.3731918334961,137.7162628173828,205,21,0.1024390243902439,label_Hcc->label_Hbb
leading_pt,3,137.7162628173828,173.28863525390625,205,19,0.09268292682926829,label_Hcc->label_Hbb
leading_pt,4,173.28863525390625,513.04150390725,205,16,0.07804878048780488,label_Hcc->label_Hbb
leading_pt_fraction,0,0.06097877025604248,0.14039914309978485,204,34,0.16666666666666666,label_Hcc->label_Hbb
leading_pt_fraction,1,0.14039914309978485,0.17539411783218384,205,33,0.16097560975609757,label_Hcc->label_Hbb
leading_pt_fraction,2,0.17539411783218384,0.2158052921295166,205,18,0.08780487804878048,label_Hcc->label_Hbb
leading_pt_fraction,3,0.2158052921295166,0.27565473318099976,205,16,0.07804878048780488,label_Hcc->label_Hbb
leading_pt_fraction,4,0.27565473318099976,0.6728813658223877,205,18,0.08780487804878048,label_Hcc->label_Hbb
p0_is_leading,0,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_leading,1,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_leading,2,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_leading,3,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_leading,4,1.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
knn_pt_sum,0,113.00060272216797,402.613037109375,204,34,0.16666666666666666,label_Hcc->label_Hbb
knn_pt_sum,1,402.613037109375,581.5506591796875,205,28,0.13658536585365855,label_Hcc->label_Hbb
knn_pt_sum,2,581.5506591796875,773.05126953125,205,25,0.12195121951219512,label_Hcc->label_Hbb
knn_pt_sum,3,773.05126953125,1041.3990478515625,205,17,0.08292682926829269,label_Hcc->label_Hbb
knn_pt_sum,4,1041.3990478515625,2829.46533203225,205,15,0.07317073170731707,label_Hcc->label_Hbb
knn_pt_mean,0,7.062537670135498,26.681962966918945,204,34,0.16666666666666666,label_Hcc->label_Hbb
knn_pt_mean,1,26.681962966918945,38.770042419433594,205,28,0.13658536585365855,label_Hcc->label_Hbb
knn_pt_mean,2,38.770042419433594,51.53675079345703,205,25,0.12195121951219512,label_Hcc->label_Hbb
knn_pt_mean,3,51.53675079345703,69.42660522460938,205,17,0.08292682926829269,label_Hcc->label_Hbb
knn_pt_mean,4,69.42660522460938,188.63102722267968,205,15,0.07317073170731707,label_Hcc->label_Hbb
knn_pt_max,0,34.265953063964844,83.17088317871094,204,39,0.19117647058823528,label_Hcc->label_Hbb
knn_pt_max,1,83.17088317871094,106.3731918334961,205,24,0.11707317073170732,label_Hcc->label_Hbb
knn_pt_max,2,106.3731918334961,137.7162628173828,205,21,0.1024390243902439,label_Hcc->label_Hbb
knn_pt_max,3,137.7162628173828,173.28863525390625,205,19,0.09268292682926829,label_Hcc->label_Hbb
knn_pt_max,4,173.28863525390625,513.04150390725,205,16,0.07804878048780488,label_Hcc->label_Hbb
p0_iso_pt_ratio,0,0.0653890073299408,0.11707194894552231,204,22,0.10784313725490197,label_Hcc->label_Hbb
p0_iso_pt_ratio,1,0.11707194894552231,0.1401258260011673,205,24,0.11707317073170732,label_Hcc->label_Hbb
p0_iso_pt_ratio,2,0.1401258260011673,0.16656345129013062,205,23,0.11219512195121951,label_Hcc->label_Hbb
p0_iso_pt_ratio,3,0.16656345129013062,0.20715972781181335,205,19,0.09268292682926829,label_Hcc->label_Hbb
p0_iso_pt_ratio,4,0.20715972781181335,0.37618792157037356,205,31,0.15121951219512195,label_Hcc->label_Hbb
p0_charge,0,-1.0,-1.0,0,0,0.0,label_Hcc->label_Hbb
p0_charge,1,-1.0,0.0,250,29,0.116,label_Hcc->label_Hbb
p0_charge,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_charge,3,0.0,1.0,489,61,0.12474437627811862,label_Hcc->label_Hbb
p0_charge,4,1.0,1.000000001,285,29,0.10175438596491228,label_Hcc->label_Hbb
p0_is_charged_hadron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_charged_hadron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_charged_hadron,2,0.0,1.0,526,67,0.12737642585551331,label_Hcc->label_Hbb
p0_is_charged_hadron,3,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_charged_hadron,4,1.0,1.000000001,498,52,0.10441767068273092,label_Hcc->label_Hbb
p0_is_neutral_hadron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_neutral_hadron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_neutral_hadron,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_neutral_hadron,3,0.0,1.0,794,86,0.10831234256926953,label_Hcc->label_Hbb
p0_is_neutral_hadron,4,1.0,1.000000001,230,33,0.14347826086956522,label_Hcc->label_Hbb
p0_is_photon,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_photon,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_photon,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_photon,3,0.0,1.0,765,91,0.11895424836601307,label_Hcc->label_Hbb
p0_is_photon,4,1.0,1.000000001,259,28,0.10810810810810811,label_Hcc->label_Hbb
p0_is_electron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_electron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_electron,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_electron,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_electron,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
p0_is_muon,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_muon,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_muon,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_muon,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_muon,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
p0_is_lepton,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_lepton,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_lepton,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_lepton,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_is_lepton,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
leading_charge,0,-1.0,-1.0,0,0,0.0,label_Hcc->label_Hbb
leading_charge,1,-1.0,0.0,250,29,0.116,label_Hcc->label_Hbb
leading_charge,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_charge,3,0.0,1.0,489,61,0.12474437627811862,label_Hcc->label_Hbb
leading_charge,4,1.0,1.000000001,285,29,0.10175438596491228,label_Hcc->label_Hbb
leading_is_charged_hadron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_charged_hadron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_charged_hadron,2,0.0,1.0,526,67,0.12737642585551331,label_Hcc->label_Hbb
leading_is_charged_hadron,3,1.0,1.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_charged_hadron,4,1.0,1.000000001,498,52,0.10441767068273092,label_Hcc->label_Hbb
leading_is_neutral_hadron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_neutral_hadron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_neutral_hadron,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_neutral_hadron,3,0.0,1.0,794,86,0.10831234256926953,label_Hcc->label_Hbb
leading_is_neutral_hadron,4,1.0,1.000000001,230,33,0.14347826086956522,label_Hcc->label_Hbb
leading_is_photon,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_photon,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_photon,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_photon,3,0.0,1.0,765,91,0.11895424836601307,label_Hcc->label_Hbb
leading_is_photon,4,1.0,1.000000001,259,28,0.10810810810810811,label_Hcc->label_Hbb
leading_is_electron,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_electron,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_electron,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_electron,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_electron,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
leading_is_muon,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_muon,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_muon,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_muon,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_muon,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
leading_is_lepton,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_lepton,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_lepton,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_lepton,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
leading_is_lepton,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
knn_charged_hadron_frac,0,0.0,0.4000000059604645,166,21,0.12650602409638553,label_Hcc->label_Hbb
knn_charged_hadron_frac,1,0.4000000059604645,0.5625,243,28,0.11522633744855967,label_Hcc->label_Hbb
knn_charged_hadron_frac,2,0.5625,0.6666666865348816,106,11,0.10377358490566038,label_Hcc->label_Hbb
knn_charged_hadron_frac,3,0.6666666865348816,0.800000011920929,232,32,0.13793103448275862,label_Hcc->label_Hbb
knn_charged_hadron_frac,4,0.800000011920929,1.000000001,277,27,0.09747292418772563,label_Hcc->label_Hbb
knn_neutral_hadron_frac,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_neutral_hadron_frac,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_neutral_hadron_frac,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_neutral_hadron_frac,3,0.0,0.13333334028720856,804,98,0.12189054726368159,label_Hcc->label_Hbb
knn_neutral_hadron_frac,4,0.13333334028720856,0.5333333621488342,220,21,0.09545454545454546,label_Hcc->label_Hbb
knn_photon_frac,0,0.0,0.13333334028720856,180,9,0.05,label_Hcc->label_Hbb
knn_photon_frac,1,0.13333334028720856,0.2666666805744171,193,28,0.14507772020725387,label_Hcc->label_Hbb
knn_photon_frac,2,0.2666666805744171,0.3333333432674408,116,15,0.12931034482758622,label_Hcc->label_Hbb
knn_photon_frac,3,0.3333333432674408,0.5333333611488342,327,37,0.11314984709480122,label_Hcc->label_Hbb
knn_photon_frac,4,0.5333333611488342,1.000000001,208,30,0.14423076923076922,label_Hcc->label_Hbb
knn_electron_frac,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_electron_frac,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_electron_frac,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_electron_frac,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_electron_frac,4,0.0,0.4000000069604645,1024,119,0.1162109375,label_Hcc->label_Hbb
knn_muon_frac,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_muon_frac,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_muon_frac,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_muon_frac,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
knn_muon_frac,4,0.0,0.4000000069604645,1024,119,0.1162109375,label_Hcc->label_Hbb
has_lepton,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
has_lepton,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
has_lepton,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
has_lepton,3,0.0,1.0,642,54,0.08411214953271028,label_Hcc->label_Hbb
has_lepton,4,1.0,1.000000001,382,65,0.17015706806282724,label_Hcc->label_Hbb
best_lepton_pt,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_pt,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_pt,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_pt,3,0.0,15.700240135192871,819,90,0.10989010989010989,label_Hcc->label_Hbb
best_lepton_pt,4,15.700240135192871,365.312500001,205,29,0.14146341463414633,label_Hcc->label_Hbb
p0_best_lepton_deltaR,0,3.162277789670043e-05,0.2995024621486664,204,33,0.16176470588235295,label_Hcc->label_Hbb
p0_best_lepton_deltaR,1,0.2995024621486664,999.0,178,32,0.1797752808988764,label_Hcc->label_Hbb
p0_best_lepton_deltaR,2,999.0,999.0,0,0,0.0,label_Hcc->label_Hbb
p0_best_lepton_deltaR,3,999.0,999.0,0,0,0.0,label_Hcc->label_Hbb
p0_best_lepton_deltaR,4,999.0,999.000000001,642,54,0.08411214953271028,label_Hcc->label_Hbb
p0_lepton_aligned,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_lepton_aligned,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_lepton_aligned,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_lepton_aligned,3,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
p0_lepton_aligned,4,0.0,1.000000001,1024,119,0.1162109375,label_Hcc->label_Hbb
best_lepton_iso_pt_ratio,0,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_iso_pt_ratio,1,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_iso_pt_ratio,2,0.0,0.0,0,0,0.0,label_Hcc->label_Hbb
best_lepton_iso_pt_ratio,3,0.0,0.05611320957541466,819,82,0.10012210012210013,label_Hcc->label_Hbb
best_lepton_iso_pt_ratio,4,0.05611320957541466,0.3635005662904511,205,37,0.18048780487804877,label_Hcc->label_Hbb
pred_conf,0,0.23898546397686005,0.5215684175491333,204,45,0.22058823529411764,label_Hbb->label_Hcc
pred_conf,1,0.5215684175491333,0.6658041477203369,205,45,0.21951219512195122,label_Hbb->label_Hcc
pred_conf,2,0.6658041477203369,0.8131166100502014,205,26,0.12682926829268293,label_Hbb->label_Hcc
pred_conf,3,0.8131166100502014,0.9321800470352173,205,11,0.05365853658536585,label_Hbb->label_Hcc
pred_conf,4,0.9321800470352173,0.9993191967473755,205,0,0.0,label_Hbb->label_Hcc
n_particles,0,11.0,32.0,194,31,0.15979381443298968,label_Hbb->label_Hcc
n_particles,1,32.0,38.0,205,37,0.18048780487804877,label_Hbb->label_Hcc
n_particles,2,38.0,43.0,189,22,0.1164021164021164,label_Hbb->label_Hcc
n_particles,3,43.0,51.0,216,26,0.12037037037037036,label_Hbb->label_Hcc
n_particles,4,51.0,97.000000001,220,11,0.05,label_Hbb->label_Hcc
missing_pt_proxy,0,500.0559986472105,526.6206020884844,204,25,0.12254901960784313,label_Hbb->label_Hcc
missing_pt_proxy,1,526.6206020884844,564.8463529185021,205,27,0.13170731707317074,label_Hbb->label_Hcc
missing_pt_proxy,2,564.8463529185021,613.6351662158667,205,29,0.14146341463414633,label_Hbb->label_Hcc
missing_pt_proxy,3,613.6351662158667,702.4733078996406,205,28,0.13658536585365855,label_Hbb->label_Hcc
missing_pt_proxy,4,702.4733078996406,972.1592740926149,205,18,0.08780487804878048,label_Hbb->label_Hcc
p0_pt,0,29.662261962890625,71.74322509765625,204,17,0.08333333333333333,label_Hbb->label_Hcc
p0_pt,1,71.74322509765625,94.92198181152344,205,26,0.12682926829268293,label_Hbb->label_Hcc
p0_pt,2,94.92198181152344,120.12133026123047,205,28,0.13658536585365855,label_Hbb->label_Hcc
p0_pt,3,120.12133026123047,158.9705047607422,205,35,0.17073170731707318,label_Hbb->label_Hcc
p0_pt,4,158.9705047607422,668.1632080088125,205,21,0.1024390243902439,label_Hbb->label_Hcc
leading_pt,0,29.662261962890625,71.74322509765625,204,17,0.08333333333333333,label_Hbb->label_Hcc
leading_pt,1,71.74322509765625,94.92198181152344,205,26,0.12682926829268293,label_Hbb->label_Hcc
leading_pt,2,94.92198181152344,120.12133026123047,205,28,0.13658536585365855,label_Hbb->label_Hcc
leading_pt,3,120.12133026123047,158.9705047607422,205,35,0.17073170731707318,label_Hbb->label_Hcc
leading_pt,4,158.9705047607422,668.1632080088125,205,21,0.1024390243902439,label_Hbb->label_Hcc
leading_pt_fraction,0,0.05074084550142288,0.12029312551021576,204,16,0.0784313725490196,label_Hbb->label_Hcc
leading_pt_fraction,1,0.12029312551021576,0.15721294283866882,205,21,0.1024390243902439,label_Hbb->label_Hcc
leading_pt_fraction,2,0.15721294283866882,0.19396062195301056,205,31,0.15121951219512195,label_Hbb->label_Hcc
leading_pt_fraction,3,0.19396062195301056,0.24822266399860382,205,35,0.17073170731707318,label_Hbb->label_Hcc
leading_pt_fraction,4,0.24822266399860382,0.7131207595334778,205,24,0.11707317073170732,label_Hbb->label_Hcc
p0_is_leading,0,1.0,1.0,0,0,0.0,label_Hbb->label_Hcc
p0_is_leading,1,1.0,1.0,0,0,0.0,label_Hbb->label_Hcc
p0_is_leading,2,1.0,1.0,0,0,0.0,label_Hbb->label_Hcc
p0_is_leading,3,1.0,1.0,0,0,0.0,label_Hbb->label_Hcc
p0_is_leading,4,1.0,1.000000001,1024,127,0.1240234375,label_Hbb->label_Hcc
knn_pt_sum,0,101.28378295898438,344.8326110839844,204,16,0.0784313725490196,label_Hbb->label_Hcc
knn_pt_sum,1,344.8326110839844,467.80291748046875,205,24,0.11707317073170732,label_Hbb->label_Hcc
knn_pt_sum,2,467.80291748046875,609.5952758789062,205,23,0.11219512195121951,label_Hbb->label_Hcc
knn_pt_sum,3,609.5952758789062,836.8796997070312,205,36,0.17560975609756097,label_Hbb->label_Hcc
knn_pt_sum,4,836.8796997070312,4506.789062501,205,28,0.13658536585365855,label_Hbb->label_Hcc
knn_pt_mean,0,6.752252101898193,22.763824462890625,204,16,0.0784313725490196,label_Hbb->label_Hcc
knn_pt_mean,1,22.763824462890625,31.113893508911133,205,24,0.11707317073170732,label_Hbb->label_Hcc
knn_pt_mean,2,31.113893508911133,40.639686584472656,205,23,0.11219512195121951,label_Hbb->label_Hcc
knn_pt_mean,3,40.639686584472656,55.7919807434082,205,36,0.17560975609756097,label_Hbb->label_Hcc
knn_pt_mean,4,55.7919807434082,300.45260620217186,205,28,0.13658536585365855,label_Hbb->label_Hcc
knn_pt_max,0,29.662261962890625,71.74322509765625,204,17,0.08333333333333333,label_Hbb->label_Hcc
knn_pt_max,1,71.74322509765625,94.92198181152344,205,26,0.12682926829268293,label_Hbb->label_Hcc
knn_pt_max,2,94.92198181152344,120.12133026123047,205,28,0.13658536585365855,label_Hbb->label_Hcc
knn_pt_max,3,120.12133026123047,158.9705047607422,205,35,0.17073170731707318,label_Hbb->label_Hcc
knn_pt_max,4,158.9705047607422,668.1632080088125,205,21,0.1024390243902439,label_Hbb->label_Hcc
p0_iso_pt_ratio,0,0.07073330134153366,0.12297205626964569,204,32,0.1568627450980392,label_Hbb->label_Hcc
p0_iso_pt_ratio,1,0.12297205626964569,0.15156179666519165,205,22,0.1073170731707317,label_Hbb->label_Hcc
p0_iso_pt_ratio,2,0.15156179666519165,0.18088561296463013,205,25,0.12195121951219512,label_Hbb->label_Hcc
p0_iso_pt_ratio,3,0.18088561296463013,0.22456097602844238,205,29,0.14146341463414633,label_Hbb->label_Hcc
p0_iso_pt_ratio,4,0.22456097602844238,0.4163143644796143,205,19,0.09268292682926829,label_Hbb->label_Hcc
p0_charge,0,-1.0,-1.0,0,0,0.0,label_Hbb->label_Hcc
p0_charge,1,-1.0,0.0,263,35,0.13307984790874525,label_Hbb->label_Hcc
p0_charge,2,0.0,0.0,0,0,0.0,label_Hbb->label_Hcc
p0_charge,3,0.0,1.0,484,60,0.12396694214876033,label_Hbb->label_Hcc
