module,dim,weight_tgt_minus_src,bias_tgt_minus_src,src_label,tgt_label,legacy_weight_tbl_minus_hqql,legacy_bias_tbl_minus_hqql
mod.fc.0,8,-1.5205562114715576,-0.3333701491355896,label_Zqq,label_H4q,-1.5205562114715576,-0.3333701491355896
mod.fc.0,3,1.0979442596435547,-0.3333701491355896,label_Zqq,label_H4q,1.0979442596435547,-0.3333701491355896
mod.fc.0,121,1.0711166858673096,-0.3333701491355896,label_Zqq,label_H4q,1.0711166858673096,-0.3333701491355896
mod.fc.0,103,1.0271780490875244,-0.3333701491355896,label_Zqq,label_H4q,1.0271780490875244,-0.3333701491355896
mod.fc.0,66,0.8578795194625854,-0.3333701491355896,label_Zqq,label_H4q,0.8578795194625854,-0.3333701491355896
mod.fc.0,45,0.7896314263343811,-0.3333701491355896,label_Zqq,label_H4q,0.7896314263343811,-0.3333701491355896
mod.fc.0,18,0.7268031239509583,-0.3333701491355896,label_Zqq,label_H4q,0.7268031239509583,-0.3333701491355896
mod.fc.0,82,0.662224292755127,-0.3333701491355896,label_Zqq,label_H4q,0.662224292755127,-0.3333701491355896
mod.fc.0,76,-0.5838479995727539,-0.3333701491355896,label_Zqq,label_H4q,-0.5838479995727539,-0.3333701491355896
mod.fc.0,57,-0.561055064201355,-0.3333701491355896,label_Zqq,label_H4q,-0.561055064201355,-0.3333701491355896
mod.fc.0,54,0.5277382135391235,-0.3333701491355896,label_Zqq,label_H4q,0.5277382135391235,-0.3333701491355896
mod.fc.0,91,-0.4830073416233063,-0.3333701491355896,label_Zqq,label_H4q,-0.4830073416233063,-0.3333701491355896
mod.fc.0,124,-0.40420544147491455,-0.3333701491355896,label_Zqq,label_H4q,-0.40420544147491455,-0.3333701491355896
mod.fc.0,2,-0.3984385132789612,-0.3333701491355896,label_Zqq,label_H4q,-0.3984385132789612,-0.3333701491355896
mod.fc.0,23,-0.2544440031051636,-0.3333701491355896,label_Zqq,label_H4q,-0.2544440031051636,-0.3333701491355896
mod.fc.0,96,-0.141511470079422,-0.3333701491355896,label_Zqq,label_H4q,-0.141511470079422,-0.3333701491355896
mod.fc.0,10,0.13964149355888367,-0.3333701491355896,label_Zqq,label_H4q,0.13964149355888367,-0.3333701491355896
mod.fc.0,58,-0.1301049441099167,-0.3333701491355896,label_Zqq,label_H4q,-0.1301049441099167,-0.3333701491355896
mod.fc.0,34,0.07902081310749054,-0.3333701491355896,label_Zqq,label_H4q,0.07902081310749054,-0.3333701491355896
mod.fc.0,6,-0.06188362091779709,-0.3333701491355896,label_Zqq,label_H4q,-0.06188362091779709,-0.3333701491355896
mod.fc.0,79,0.03947165608406067,-0.3333701491355896,label_Zqq,label_H4q,0.03947165608406067,-0.3333701491355896
mod.fc.0,123,0.03838154673576355,-0.3333701491355896,label_Zqq,label_H4q,0.03838154673576355,-0.3333701491355896
mod.fc.0,80,0.03371920436620712,-0.3333701491355896,label_Zqq,label_H4q,0.03371920436620712,-0.3333701491355896
mod.fc.0,110,0.02415020763874054,-0.3333701491355896,label_Zqq,label_H4q,0.02415020763874054,-0.3333701491355896
mod.fc.0,78,0.0007383245974779129,-0.3333701491355896,label_Zqq,label_H4q,0.0007383245974779129,-0.3333701491355896
mod.fc.0,118,4.510907456278801e-05,-0.3333701491355896,label_Zqq,label_H4q,4.510907456278801e-05,-0.3333701491355896
mod.fc.0,38,-3.119558095932007e-05,-0.3333701491355896,label_Zqq,label_H4q,-3.119558095932007e-05,-0.3333701491355896
mod.fc.0,115,-2.9355287551879883e-05,-0.3333701491355896,label_Zqq,label_H4q,-2.9355287551879883e-05,-0.3333701491355896
mod.fc.0,119,2.2608786821365356e-05,-0.3333701491355896,label_Zqq,label_H4q,2.2608786821365356e-05,-0.3333701491355896
mod.fc.0,51,2.2295862436294556e-05,-0.3333701491355896,label_Zqq,label_H4q,2.2295862436294556e-05,-0.3333701491355896
mod.fc.0,4,-2.0738691091537476e-05,-0.3333701491355896,label_Zqq,label_H4q,-2.0738691091537476e-05,-0.3333701491355896
mod.fc.0,109,1.5278346836566925e-05,-0.3333701491355896,label_Zqq,label_H4q,1.5278346836566925e-05,-0.3333701491355896
mod.fc.0,49,-1.5109777450561523e-05,-0.3333701491355896,label_Zqq,label_H4q,-1.5109777450561523e-05,-0.3333701491355896
mod.fc.0,46,-1.2937933206558228e-05,-0.3333701491355896,label_Zqq,label_H4q,-1.2937933206558228e-05,-0.3333701491355896
mod.fc.0,127,-1.1963769793510437e-05,-0.3333701491355896,label_Zqq,label_H4q,-1.1963769793510437e-05,-0.3333701491355896
mod.fc.0,98,1.0463292710483074e-05,-0.3333701491355896,label_Zqq,label_H4q,1.0463292710483074e-05,-0.3333701491355896
mod.fc.0,89,-1.0091811418533325e-05,-0.3333701491355896,label_Zqq,label_H4q,-1.0091811418533325e-05,-0.3333701491355896
mod.fc.0,106,-9.832787327468395e-06,-0.3333701491355896,label_Zqq,label_H4q,-9.832787327468395e-06,-0.3333701491355896
mod.fc.0,68,-9.786337614059448e-06,-0.3333701491355896,label_Zqq,label_H4q,-9.786337614059448e-06,-0.3333701491355896
mod.fc.0,105,9.670853614807129e-06,-0.3333701491355896,label_Zqq,label_H4q,9.670853614807129e-06,-0.3333701491355896
