particle_role,head_id,class_label,A_flow,B_flow,C_flow,B_minus_A,B_minus_C,trigger_score,loss_score,anomaly_score,auto_formulation
photon_neighbor,L2_ch192:224,label_Tbl,-0.760153797492439,-0.5087322902109861,-0.09175954433723643,0.25142150728145296,-0.41697274587374966,0.17743566911473557,0,0.10483591626286438,PATH: photon_neighbor -> L2_ch192:224 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.2514; B-C=-0.4170; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch32:64,label_Tbl,0.15190475808908754,-0.2070404206136267,0.8436197507023454,-0.35894517870271425,-1.0506601713159722,0.1750388405273254,0,0.377129402948836,PATH: hadron_neighbor -> L2_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.3589; B-C=-1.0507; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L2_ch32:64,label_Tbl,0,-0.29883997200366963,0.49153891537019234,-0.29883997200366963,-0.790378887373862,0.1669143744439535,0,0.23619680457509645,PATH: other_lepton -> L2_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.2988; B-C=-0.7904; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch160:192,label_Tbl,0,-0.5902361554231561,-3.5518174572507633,-0.5902361554231561,2.961581301827607,0.14899003969724434,0,1.7480323615638325,PATH: particle0 -> L2_ch160:192 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.5902; B-C=2.9616; NEXT_PROBE: inspect particle geometry/source blocks.
photon_neighbor,L2_ch96:128,label_Tbl,0.5789946677723941,0.3593077228135068,-0.13522665045591012,-0.21968694495888724,0.49453437326941696,0.14699357130094237,0,0.1086427456407162,PATH: photon_neighbor -> L2_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.2197; B-C=0.4945; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch96:128,label_Tbl,0.560680077965093,0.3851354692126421,-0.08471834597307643,-0.17554460875245093,0.4698538151857185,0.11942997796027122,0,0.08248030415762334,PATH: particle0_best_lepton -> L2_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.1755; B-C=0.4699; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L2_ch32:64,label_Tbl,-0.26032539997780013,0.14810828898591807,2.601056250541837,0.40843368896371823,-2.452947961555919,0.1182855037235127,0,1.001866584774317,PATH: second_lepton -> L2_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.4084; B-C=-2.4529; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch32:64,label_Tbl,0.3232023004315204,1.0909340264554885,6.623643343436966,0.7677317260239682,-5.532709316981478,0.11752118283118534,0,4.2476364735150804,PATH: particle0_best_lepton -> L2_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.7677; B-C=-5.5327; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch128:160,label_Tbl,2.6183795878961336,2.5135863857610894,2.5337633389695227,-0.10479320213504417,-0.020176953208433268,0.1027206131303711,0,0.0021144075360406754,PATH: hardest_hadron -> L2_ch128:160 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.1048; B-C=-0.0202; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch96:128,label_Tbl,0.15271449604308174,0.2611962002204109,-0.008654741709506334,0.10848170417732916,0.2698509419299172,0.08542869134896956,0,0.02927389005441491,PATH: hadron_neighbor -> L2_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.1085; B-C=0.2699; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L2_ch64:96,label_Tbl,0.8062898075161058,0.6798424747369438,1.1988961775410696,-0.12644733277916198,-0.5190537028041258,0.08324085747972185,0,0.06563295628872953,PATH: hardest_hadron -> L2_ch64:96 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.1264; B-C=-0.5191; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch0:32,label_Tbl,4.433033257455062,4.274335732097147,5.362930278242269,-0.1586975253579146,-1.0885945461451216,0.0759829262461781,0,0.17275726059135296,PATH: particle0_best_lepton -> L2_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.1587; B-C=-1.0886; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L2_ch224:256,label_Tbl,15.755528054430142,15.074965394465243,24.127586558849675,-0.6805626599648988,-9.052621164384432,0.06770002060518042,0,6.160875939288008,PATH: particle0_best_lepton -> L2_ch224:256 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.6806; B-C=-9.0526; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L2_ch96:128,label_Tbl,-0.0625326375799015,0.07174549071423826,-1.2097730103199515,0.13427812829413976,1.2815185010341898,0.05885471813324013,0,0.17207990569318263,PATH: second_lepton -> L2_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.1343; B-C=1.2815; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L0_ch32:64,label_Tbl,5.846091885520536,0,105.49042636182548,-5.846091885520536,-105.49042636182548,0.05489781650096045,0,616.7067255539696,PATH: particle0_best_lepton -> L0_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-5.8461; B-C=-105.4904; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L0_ch32:64,label_Tbl,5.462846381715281,0,103.59808016740098,-5.462846381715281,-103.59808016740098,0.052227023411638394,0,565.940397395136,PATH: second_lepton -> L0_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-5.4628; B-C=-103.5981; NEXT_PROBE: inspect particle geometry/source blocks.
photon_neighbor,L2_ch32:64,label_Tbl,0.16584498949738252,0.08394775689566814,1.0062387578830558,-0.08189723260171439,-0.9222910009873877,0.042603972322425555,0,0.07553308063433209,PATH: photon_neighbor -> L2_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.0819; B-C=-0.9223; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L2_ch224:256,label_Tbl,3.056410990945949,2.643068469299768,12.675184609571186,-0.413342521646181,-10.032116140271418,0.037467201794343305,0,4.14670018286714,PATH: second_lepton -> L2_ch224:256 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.4133; B-C=-10.0321; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch96:128,label_Tbl,0.05332098179133027,0,-0.46193118755989104,-0.05332098179133027,0.46193118755989104,0.036472976460901904,0,0.024630624440728516,PATH: particle0 -> L2_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.0533; B-C=0.4619; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L2_ch64:96,label_Tbl,0,0.1661166851753677,3.7850996002477473,0.1661166851753677,-3.6189829150723796,0.035963909854116585,0,0.6011734455581129,PATH: particle0 -> L2_ch64:96 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.1661; B-C=-3.6190; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L2_ch160:192,label_Tbl,0.8335594566718214,0.7280697951704459,-1.2081320340925898,-0.10548966150137551,1.9362018292630356,0.03592725147502977,0,0.20424927556730169,PATH: second_lepton -> L2_ch160:192 -> label_Tbl; DIAGNOSIS: anomaly; B-A=-0.1055; B-C=1.9362; NEXT_PROBE: inspect particle geometry/source blocks.
hard_hadron,L2_ch160:192,label_Tbl,0.6250737512428182,0.6348850614035746,0.5268722834266837,0.009811310160756426,0.1080127779768909,0.008854870950740112,0,0.0010597468660561975,PATH: hard_hadron -> L2_ch160:192 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0098; B-C=0.1080; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L1_ch64:96,label_Tbl,0,0,24.559966357008307,0,-24.559966357008307,0.0,0,0.0,PATH: best_lepton -> L1_ch64:96 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-24.5600; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L2_ch192:224,label_Tbl,0,0,-0.1915879485575213,0,0.1915879485575213,0.0,0,0.0,PATH: other_lepton -> L2_ch192:224 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=0.1916; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L0_ch32:64,label_Tbl,0,0,62.703831415860805,0,-62.703831415860805,0.0,0,0.0,PATH: particle0 -> L0_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-62.7038; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L1_ch64:96,label_Tbl,0,0,282.5375355331692,0,-282.5375355331692,0.0,0,0.0,PATH: particle0_best_lepton -> L1_ch64:96 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-282.5375; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L1_ch0:32,label_Tbl,0,0,79.5656197215203,0,-79.5656197215203,0.0,0,0.0,PATH: particle0 -> L1_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-79.5656; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch224:256,label_Tbl,0,0,4.905341765217451,0,-4.905341765217451,0.0,0,0.0,PATH: hadron_neighbor -> L2_ch224:256 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-4.9053; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L1_ch96:128,label_Tbl,0,0,153.1667373552591,0,-153.1667373552591,0.0,0,0.0,PATH: best_lepton -> L1_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-153.1667; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L1_ch64:96,label_Tbl,0,0,84.03232636598841,0,-84.03232636598841,0.0,0,0.0,PATH: hardest_hadron -> L1_ch64:96 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-84.0323; NEXT_PROBE: inspect particle geometry/source blocks.
hardest_hadron,L0_ch0:32,label_Tbl,0,0,461.70842864248516,0,-461.70842864248516,0.0,0,0.0,PATH: hardest_hadron -> L0_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-461.7084; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L1_ch0:32,label_Tbl,0,0,31.714125995433278,0,-31.714125995433278,0.0,0,0.0,PATH: other_lepton -> L1_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-31.7141; NEXT_PROBE: inspect particle geometry/source blocks.
other_lepton,L0_ch32:64,label_Tbl,0,0,89.9705921447594,0,-89.9705921447594,0.0,0,0.0,PATH: other_lepton -> L0_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-89.9706; NEXT_PROBE: inspect particle geometry/source blocks.
second_lepton,L1_ch96:128,label_Tbl,0,0,193.6152289171132,0,-193.6152289171132,0.0,0,0.0,PATH: second_lepton -> L1_ch96:128 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-193.6152; NEXT_PROBE: inspect particle geometry/source blocks.
particle0_best_lepton,L0_ch0:32,label_Tbl,0,0,498.2165872266678,0,-498.2165872266678,0.0,0,0.0,PATH: particle0_best_lepton -> L0_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-498.2166; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L0_ch0:32,label_Tbl,0,0,279.6591089279973,0,-279.6591089279973,0.0,0,0.0,PATH: best_lepton -> L0_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-279.6591; NEXT_PROBE: inspect particle geometry/source blocks.
hadron_neighbor,L2_ch192:224,label_Tbl,0,0,-0.23680527335471027,0,0.23680527335471027,0.0,0,0.0,PATH: hadron_neighbor -> L2_ch192:224 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=0.2368; NEXT_PROBE: inspect particle geometry/source blocks.
best_lepton,L0_ch32:64,label_Tbl,0,0,56.92124810960498,0,-56.92124810960498,0.0,0,0.0,PATH: best_lepton -> L0_ch32:64 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-56.9212; NEXT_PROBE: inspect particle geometry/source blocks.
particle0,L0_ch0:32,label_Tbl,0,0,308.3023369130863,0,-308.3023369130863,0.0,0,0.0,PATH: particle0 -> L0_ch0:32 -> label_Tbl; DIAGNOSIS: anomaly; B-A=0.0000; B-C=-308.3023; NEXT_PROBE: inspect particle geometry/source blocks.
