objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,2.249715656042099,2.312035243958235,12.669180631637573,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,2.249715656042099,2.312035243958235,12.669180631637573,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,2.1960482839494944,2.5757184997200966,5.339250683784485,0.7167059779167175
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,2.1960482839494944,2.5757184997200966,5.339250683784485,0.7167059779167175
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,1.729369381442666,1.9923919886350632,3.8576442152261734,0.7167059779167175
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,1.729369381442666,1.9923919886350632,3.8576442152261734,0.7167059779167175
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,1.6757021583616734,1.810165211558342,11.228345155715942,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,1.6757021583616734,1.810165211558342,11.228345155715942,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.4752631587907672,1.1764270551502705,3.1887044459581375,0.7167059779167175
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.4752631587907672,1.1764270551502705,3.1887044459581375,0.7167059779167175
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.4752631364390254,1.1764270700514317,3.1887045949697495,0.7167059779167175
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.4752631364390254,1.1764270700514317,3.1887045949697495,0.7167059779167175
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4215957894921303,1.215188805013895,10.503762155771255,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4215957894921303,1.215188805013895,10.503762155771255,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4215957932174206,1.2151887267827988,10.503761798143387,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4215957932174206,1.2151887267827988,10.503761798143387,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.3199640214443207,1.1549500059336424,10.932196199893951,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.3199640214443207,1.1549500059336424,10.932196199893951,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.26629666704684496,1.1737881489098072,3.442760542035103,0.7167059779167175
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.26629666704684496,1.1737881489098072,3.442760542035103,0.7167059779167175
