objective,module,tensor,analysis_group,dim,n,mean_contrib,mean_abs_contrib,mean_activation,mean_grad
signed_hqql_tbl,mod.fc.0,output,C_Tbl_correct,1,16,1.331476852297783,1.331476852297783,5.325907409191132,0.25
signed_hqql_tbl,mod.fc,output,C_Tbl_correct,1,16,1.331476852297783,1.331476852297783,5.325907409191132,0.25
signed_hqql_tbl,mod.fc.0,output,A_Hqql_correct,2,16,1.1333873383700848,1.1333873383700848,4.533549353480339,0.25
signed_hqql_tbl,mod.fc,output,A_Hqql_correct,2,16,1.1333873383700848,1.1333873383700848,4.533549353480339,0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,1,16,0.8775337003171444,0.8775337003171444,3.5101348012685776,0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,1,16,0.8775337003171444,0.8775337003171444,3.5101348012685776,0.25
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,1,16,0.8775336518883705,0.8775336518883705,3.510134607553482,0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,1,16,0.8775336518883705,0.8775336518883705,3.510134607553482,0.25
signed_hqql_tbl,mod.fc.0,output,D_Tbl_to_Hqql,2,16,0.8017250541597605,0.8017250541597605,3.206900216639042,0.25
signed_hqql_tbl,mod.fc,output,D_Tbl_to_Hqql,2,16,0.8017250541597605,0.8017250541597605,3.206900216639042,0.25
signed_hqql_tbl,mod.fc.0,input,A_Hqql_correct,103,16,0.7107187178917229,0.7247262890450656,-2.5646266732364893,-0.27712365984916687
signed_hqql_tbl,mod.fc,input,A_Hqql_correct,103,16,0.7107187178917229,0.7247262890450656,-2.5646266732364893,-0.27712365984916687
B_tbl_minus_hqql,mod.fc.0,output,B_Hqql_to_Tbl,2,16,-0.5557958353310823,0.5942406971007586,2.2231833413243294,-0.25
B_tbl_minus_hqql,mod.fc,output,B_Hqql_to_Tbl,2,16,-0.5557958353310823,0.5942406971007586,2.2231833413243294,-0.25
signed_hqql_tbl,mod.fc.0,output,B_Hqql_to_Tbl,2,16,-0.5557958148419857,0.594240665435791,2.223183259367943,-0.25
signed_hqql_tbl,mod.fc,output,B_Hqql_to_Tbl,2,16,-0.5557958148419857,0.594240665435791,2.223183259367943,-0.25
