record_id,module_name,target_kind,matrix_shape,fit_kind,rec_err,functional_err,primitive_fit_quality,uses_target_mined_atoms,uses_shared_mined_atoms,selected_terms,formula,honesty_note,tensor_path
mod.blocks.1.attn.h7.attention_qk,mod.blocks.1.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.5303288698196411,0.5231873393058777,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.981952667236328}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.030581951141357}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.184584617614746}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 4.800337791442871}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 1.4567950963974}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 0.46588853001594543}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 0.2407437413930893}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.288021445274353}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.13607706129550934}, {""name"": ""Reverse"", ""family"": ""permutation"", ""origin"": ""base"", ""coef"": 0.11749744415283203}, {""name"": ""BlockAvg32"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.09024965763092041}, {""name"": ""MinedResidualBlockMean32"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.07745936512947083}]",+8.982*MinedResidualSVD0 + +7.031*MinedResidualSVD1 + +6.185*MinedResidualSVD2 + +4.8*MinedResidualSVD3 + +1.457*MinedResidualBlockMean4 + +0.4659*MinedResidualToeplitzAvg + +0.2407*Identity + -0.288*MinedResidualBlockMean8 + +0.1361*ShiftRight2 + +0.1175*Reverse + -0.09025*BlockAvg32 + -0.07746*MinedResidualBlockMean32,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h7.pt
mod.blocks.1.attn.h7.attention_vo,mod.blocks.1.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6081031560897827,0.6408438682556152,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 78.08450317382812}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 73.28882598876953}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 67.1391372680664}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 57.070777893066406}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 18.90983772277832}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 7.997815132141113}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 2.45927357673645}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.1795276403427124}, {""name"": ""DiffBackward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": 1.245945692062378}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.1368913650512695}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.0297651290893555}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -0.8259038329124451}]",+78.08*MinedResidualSVD0 + +73.29*MinedResidualSVD1 + +67.14*MinedResidualSVD2 + +57.07*MinedResidualSVD3 + +18.91*MinedResidualBlockMean4 + +7.998*MinedResidualToeplitzAvg + +2.459*MinedResidualBlockMean16 + -1.18*ShiftRight2 + +1.246*DiffBackward + +1.137*ShiftLeft1 + -1.03*ShiftLeft2 + -0.8259*PrefixMean,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h7.pt
mod.blocks.1.fc1.LinearW,mod.blocks.1.fc1,linear,512x128,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7872896194458008,nan,PRIMITIVE_EXPLANATION_WEAK,False,False,[],,"SVD is compression/pattern fit, not human primitive interpretation.",artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt
mod.blocks.1.fc2.LinearW,mod.blocks.1.fc2,linear,128x512,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.838494062423706,nan,PRIMITIVE_EXPLANATION_WEAK,False,False,[],,"SVD is compression/pattern fit, not human primitive interpretation.",artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt
mod.blocks.2.attn.h0.attention_qk,mod.blocks.2.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.704671323299408,0.7051138877868652,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.482680320739746}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.93880033493042}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.896646499633789}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.261374473571777}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 2.983705520629883}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 1.750078558921814}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.0741335153579712}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.21263328194618225}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -0.27838006615638733}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.22790904343128204}, {""name"": ""ShiftRight1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.20840972661972046}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -0.20456454157829285}]",+8.483*MinedResidualSVD0 + +7.939*MinedResidualSVD1 + +6.897*MinedResidualSVD2 + +6.261*MinedResidualSVD3 + +2.984*MinedResidualBlockMean4 + +1.75*Identity + +1.074*MinedResidualToeplitzAvg + -0.2126*BlockAvg64 + -0.2784*RampDiag + +0.2279*MinedResidualBlockMean8 + +0.2084*ShiftRight1 + -0.2046*PrefixMean,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt
mod.blocks.2.attn.h0.attention_vo,mod.blocks.2.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6932358741760254,0.721983790397644,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 85.50819396972656}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 77.99114990234375}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 75.17570495605469}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 68.52484893798828}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 28.798185348510742}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 12.000344276428223}, {""name"": ""BlockAvg2"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -4.624873638153076}, {""name"": ""BlockAvg8"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 5.093156814575195}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.9069169759750366}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -1.5827579498291016}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.9438008069992065}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.6932319402694702}]",+85.51*MinedResidualSVD0 + +77.99*MinedResidualSVD1 + +75.18*MinedResidualSVD2 + +68.52*MinedResidualSVD3 + +28.8*MinedResidualBlockMean4 + +12*MinedResidualToeplitzAvg + -4.625*BlockAvg2 + +5.093*BlockAvg8 + -1.907*ShiftLeft8 + -1.583*RampDiag + -1.944*ShiftLeft1 + -1.693*ShiftLeft2,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h0.pt
mod.blocks.2.attn.h1.attention_qk,mod.blocks.2.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.5460138916969299,0.5384171605110168,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 10.275830268859863}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.017559051513672}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.140856742858887}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.460205554962158}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 1.7506405115127563}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 0.7340586185455322}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": 0.2647273540496826}, {""name"": ""Laplacian1D"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": 0.1668964922428131}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -0.16159403324127197}, {""name"": ""MeanProject"", ""family"": ""global"", ""origin"": ""base"", ""coef"": -0.15338537096977234}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.1384342461824417}, {""name"": ""MinedResidualBlockMean32"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.10120903700590134}]",+10.28*MinedResidualSVD0 + +9.018*MinedResidualSVD1 + +8.141*MinedResidualSVD2 + +6.46*MinedResidualSVD3 + +1.751*MinedResidualBlockMean4 + +0.7341*MinedResidualToeplitzAvg + +0.2647*PrefixMean + +0.1669*Laplacian1D + -0.1616*RampDiag + -0.1534*MeanProject + +0.1384*MinedResidualBlockMean16 + -0.1012*MinedResidualBlockMean32,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h1.pt
mod.blocks.2.attn.h1.attention_vo,mod.blocks.2.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.5819666385650635,0.583318293094635,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 80.17601776123047}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 73.79983520507812}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 62.28702163696289}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 54.13569259643555}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 15.842418670654297}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 7.9910430908203125}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -2.1130924224853516}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.558756947517395}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.5657408237457275}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.3736779689788818}, {""name"": ""BlockAvg32"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -1.5668737888336182}, {""name"": ""MeanProject"", ""family"": ""global"", ""origin"": ""base"", ""coef"": 0.9055322408676147}]",+80.18*MinedResidualSVD0 + +73.8*MinedResidualSVD1 + +62.29*MinedResidualSVD2 + +54.14*MinedResidualSVD3 + +15.84*MinedResidualBlockMean4 + +7.991*MinedResidualToeplitzAvg + -2.113*Identity + -1.559*ShiftRight8 + +1.566*ShiftLeft4 + +1.374*ShiftLeft2 + -1.567*BlockAvg32 + +0.9055*MeanProject,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h1.pt
mod.blocks.2.attn.h2.attention_qk,mod.blocks.2.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7091146111488342,0.7308428883552551,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.9011549949646}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.554063320159912}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.047992706298828}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.512918949127197}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 2.837263345718384}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.2889251708984375}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 1.130582332611084}, {""name"": ""BlockAvg32"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.2267322689294815}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -0.21243974566459656}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.17489396035671234}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.1779485046863556}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.1466376930475235}]",+7.901*MinedResidualSVD0 + +7.554*MinedResidualSVD1 + +7.048*MinedResidualSVD2 + +6.513*MinedResidualSVD3 + +2.837*MinedResidualBlockMean4 + +1.289*MinedResidualToeplitzAvg + +1.131*Identity + -0.2267*BlockAvg32 + -0.2124*PrefixMean + +0.1749*ShiftRight8 + +0.1779*MinedResidualBlockMean8 + -0.1466*ShiftRight2,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h2.pt
mod.blocks.2.attn.h2.attention_vo,mod.blocks.2.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6678765416145325,0.6665129661560059,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 81.03639221191406}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 78.36335754394531}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 68.0263671875}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 60.582515716552734}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 26.50178337097168}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 11.239302635192871}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -2.766542434692383}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -2.638791561126709}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.3249366283416748}, {""name"": ""BlockAvg32"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -3.3273348808288574}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 3.1078145503997803}, {""name"": ""Reverse"", ""family"": ""permutation"", ""origin"": ""base"", ""coef"": 0.9588296413421631}]",+81.04*MinedResidualSVD0 + +78.36*MinedResidualSVD1 + +68.03*MinedResidualSVD2 + +60.58*MinedResidualSVD3 + +26.5*MinedResidualBlockMean4 + +11.24*MinedResidualToeplitzAvg + -2.767*Identity + -2.639*MinedResidualBlockMean8 + +1.325*ShiftLeft8 + -3.327*BlockAvg32 + +3.108*BlockAvg64 + +0.9588*Reverse,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h2.pt
mod.blocks.2.attn.h3.attention_qk,mod.blocks.2.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7121639847755432,0.6891525387763977,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.9828081130981445}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.7811503410339355}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.765822410583496}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.5263671875}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 3.2898037433624268}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 1.5809211730957031}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.3851511478424072}, {""name"": ""MeanProject"", ""family"": ""global"", ""origin"": ""base"", ""coef"": -0.19633185863494873}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.2567935883998871}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -0.2069782316684723}, {""name"": ""DCTLow"", ""family"": ""spectral"", ""origin"": ""base"", ""coef"": 0.3074089586734772}, {""name"": ""BlockAvg16"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.24533411860466003}]",+7.983*MinedResidualSVD0 + +7.781*MinedResidualSVD1 + +6.766*MinedResidualSVD2 + +6.526*MinedResidualSVD3 + +3.29*MinedResidualBlockMean4 + +1.581*Identity + +1.385*MinedResidualToeplitzAvg + -0.1963*MeanProject + +0.2568*ShiftRight4 + -0.207*PrefixMean + +0.3074*DCTLow + -0.2453*BlockAvg16,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h3.pt
mod.blocks.2.attn.h3.attention_vo,mod.blocks.2.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6381499767303467,0.6198024153709412,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 82.7712631225586}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 71.14681243896484}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 57.76201629638672}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 56.95414352416992}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 16.450572967529297}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 9.816479682922363}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.5690606832504272}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -2.1650466918945312}, {""name"": ""DCTLow"", ""family"": ""spectral"", ""origin"": ""base"", ""coef"": 2.3753535747528076}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.7245675325393677}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.9245729446411133}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.8904047012329102}]",+82.77*MinedResidualSVD0 + +71.15*MinedResidualSVD1 + +57.76*MinedResidualSVD2 + +56.95*MinedResidualSVD3 + +16.45*MinedResidualBlockMean4 + +9.816*MinedResidualToeplitzAvg + +1.569*ShiftLeft4 + -2.165*ShiftRight2 + +2.375*DCTLow + -1.725*ShiftRight4 + +0.9246*ShiftLeft8 + -0.8904*ShiftLeft1,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h3.pt
mod.blocks.2.attn.h4.attention_qk,mod.blocks.2.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6039441227912903,0.610335111618042,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 10.05195140838623}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.8123555183410645}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 5.799386501312256}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 5.724616527557373}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 2.0600366592407227}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 0.7922114133834839}, {""name"": ""DiffBackward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": 0.4116989076137543}, {""name"": ""DCTMid"", ""family"": ""spectral"", ""origin"": ""base"", ""coef"": 0.12262368947267532}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.30004873871803284}, {""name"": ""DistanceDecay8"", ""family"": ""decay"", ""origin"": ""base"", ""coef"": 0.30756792426109314}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.1315019130706787}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.13745449483394623}]",+10.05*MinedResidualSVD0 + +6.812*MinedResidualSVD1 + +5.799*MinedResidualSVD2 + +5.725*MinedResidualSVD3 + +2.06*MinedResidualBlockMean4 + +0.7922*MinedResidualToeplitzAvg + +0.4117*DiffBackward + +0.1226*DCTMid + -0.3*BlockAvg64 + +0.3076*DistanceDecay8 + -0.1315*MinedResidualBlockMean16 + -0.1375*ShiftRight4,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h4.pt
mod.blocks.2.attn.h4.attention_vo,mod.blocks.2.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.587337076663971,0.5859293341636658,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 69.22240447998047}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 56.740482330322266}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 53.37085723876953}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 45.507102966308594}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 10.199015617370605}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 5.8345537185668945}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -1.8253222703933716}, {""name"": ""BlockAvg16"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 2.082909345626831}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -1.2411102056503296}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.9996862411499023}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.875286877155304}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.7287806272506714}]",+69.22*MinedResidualSVD0 + +56.74*MinedResidualSVD1 + +53.37*MinedResidualSVD2 + +45.51*MinedResidualSVD3 + +10.2*MinedResidualBlockMean4 + +5.835*MinedResidualToeplitzAvg + -1.825*RampDiag + +2.083*BlockAvg16 + -1.241*PrefixMean + -0.9997*ShiftLeft2 + -0.8753*ShiftLeft4 + +0.7288*ShiftLeft1,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_2_attn_h4.pt
