record_id,module_name,target_kind,matrix_shape,fit_kind,rec_err,functional_err,primitive_fit_quality,uses_target_mined_atoms,uses_shared_mined_atoms,selected_terms,formula,honesty_note,tensor_path
mod.blocks.4.attn.h5.attention_qk,mod.blocks.4.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7450831532478333,0.7432575821876526,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.665000915527344}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.45833969116211}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.901336193084717}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.778835773468018}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 3.5469231605529785}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.4999244213104248}, {""name"": ""DiffBackward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": 0.26355403661727905}, {""name"": ""DistanceDecay4"", ""family"": ""decay"", ""origin"": ""base"", ""coef"": 0.3859565556049347}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -0.4526018500328064}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -0.28059282898902893}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.1725061684846878}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.14904393255710602}]",+9.665*MinedResidualSVD0 + +8.458*MinedResidualSVD1 + +7.901*MinedResidualSVD2 + +7.779*MinedResidualSVD3 + +3.547*MinedResidualBlockMean4 + +1.5*MinedResidualToeplitzAvg + +0.2636*DiffBackward + +0.386*DistanceDecay4 + -0.4526*PrefixMean + -0.2806*RampDiag + +0.1725*ShiftRight8 + +0.149*MinedResidualBlockMean8,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h5.pt
mod.blocks.4.attn.h5.attention_vo,mod.blocks.4.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.714666485786438,0.744507908821106,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 64.33087921142578}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 57.97612762451172}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 54.37215805053711}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 50.0487174987793}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 23.34958267211914}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 9.996274948120117}, {""name"": ""BlockAvg32"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -4.513674736022949}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 3.6289031505584717}, {""name"": ""Reverse"", ""family"": ""permutation"", ""origin"": ""base"", ""coef"": -1.7375370264053345}, {""name"": ""DiffForward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": -1.6504756212234497}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.3625504970550537}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.1047269105911255}]",+64.33*MinedResidualSVD0 + +57.98*MinedResidualSVD1 + +54.37*MinedResidualSVD2 + +50.05*MinedResidualSVD3 + +23.35*MinedResidualBlockMean4 + +9.996*MinedResidualToeplitzAvg + -4.514*BlockAvg32 + +3.629*BlockAvg64 + -1.738*Reverse + -1.65*DiffForward + +1.363*ShiftLeft2 + -1.105*ShiftLeft4,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h5.pt
mod.blocks.4.attn.h6.attention_qk,mod.blocks.4.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7075660228729248,0.7025724649429321,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.146223068237305}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.074443817138672}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.224008560180664}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.227861404418945}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 3.4337925910949707}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.4814560413360596}, {""name"": ""GraphRingRW"", ""family"": ""graph"", ""origin"": ""base"", ""coef"": 1.1065232753753662}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.3905618190765381}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.24446403980255127}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.18812081217765808}, {""name"": ""BlockAvg16"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.21372129023075104}, {""name"": ""BlockAvg2"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.40737640857696533}]",+9.146*MinedResidualSVD0 + +9.074*MinedResidualSVD1 + +8.224*MinedResidualSVD2 + +7.228*MinedResidualSVD3 + +3.434*MinedResidualBlockMean4 + +1.481*MinedResidualToeplitzAvg + +1.107*GraphRingRW + -0.3906*MinedResidualBlockMean8 + -0.2445*ShiftRight4 + +0.1881*ShiftLeft8 + -0.2137*BlockAvg16 + -0.4074*BlockAvg2,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h6.pt
mod.blocks.4.attn.h6.attention_vo,mod.blocks.4.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6275394558906555,0.6149218082427979,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 84.31575775146484}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 71.2740249633789}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 61.22807693481445}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 57.41649627685547}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 21.803375244140625}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 9.359210014343262}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -1.496177077293396}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.4199298620224}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -1.925195336341858}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -1.1579580307006836}, {""name"": ""DiffBackward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": -0.9917928576469421}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.6520369052886963}]",+84.32*MinedResidualSVD0 + +71.27*MinedResidualSVD1 + +61.23*MinedResidualSVD2 + +57.42*MinedResidualSVD3 + +21.8*MinedResidualBlockMean4 + +9.359*MinedResidualToeplitzAvg + -1.496*MinedResidualBlockMean16 + +1.42*ShiftRight8 + -1.925*MinedResidualBlockMean8 + -1.158*ShiftRight2 + -0.9918*DiffBackward + -0.652*ShiftLeft2,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h6.pt
mod.blocks.4.attn.h7.attention_qk,mod.blocks.4.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.5345616936683655,0.5528250932693481,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 17.975086212158203}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 12.635594367980957}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 11.080924987792969}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.37486457824707}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 2.6072001457214355}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 1.5114840269088745}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.0451240539550781}, {""name"": ""ShiftRight1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.28633639216423035}, {""name"": ""Reverse"", ""family"": ""permutation"", ""origin"": ""base"", ""coef"": 0.21457593142986298}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -0.17752884328365326}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.21286450326442719}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": 0.1908407062292099}]",+17.98*MinedResidualSVD0 + +12.64*MinedResidualSVD1 + +11.08*MinedResidualSVD2 + +8.375*MinedResidualSVD3 + +2.607*MinedResidualBlockMean4 + +1.511*Identity + +1.045*MinedResidualToeplitzAvg + -0.2863*ShiftRight1 + +0.2146*Reverse + -0.1775*RampDiag + +0.2129*MinedResidualBlockMean8 + +0.1908*PrefixMean,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h7.pt
mod.blocks.4.attn.h7.attention_vo,mod.blocks.4.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.660785973072052,0.6399272084236145,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 81.52532196044922}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 79.42448425292969}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 72.61490631103516}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 66.3182601928711}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 26.43403434753418}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 11.418939590454102}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 2.6073272228240967}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -2.0337939262390137}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -2.976996660232544}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 2.23793363571167}, {""name"": ""ShiftRight2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 2.1087191104888916}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -1.5948830842971802}]",+81.53*MinedResidualSVD0 + +79.42*MinedResidualSVD1 + +72.61*MinedResidualSVD2 + +66.32*MinedResidualSVD3 + +26.43*MinedResidualBlockMean4 + +11.42*MinedResidualToeplitzAvg + +2.607*ShiftLeft4 + -2.034*Identity + -2.977*MinedResidualBlockMean8 + +2.238*ShiftLeft8 + +2.109*ShiftRight2 + -1.595*PrefixMean,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_4_attn_h7.pt
mod.blocks.4.fc1.LinearW,mod.blocks.4.fc1,linear,512x128,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8044952750205994,nan,PRIMITIVE_EXPLANATION_WEAK,False,False,[],,"SVD is compression/pattern fit, not human primitive interpretation.",artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt
mod.blocks.4.fc2.LinearW,mod.blocks.4.fc2,linear,128x512,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8370866775512695,nan,PRIMITIVE_EXPLANATION_WEAK,False,False,[],,"SVD is compression/pattern fit, not human primitive interpretation.",artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt
mod.blocks.5.attn.h0.attention_qk,mod.blocks.5.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6545124650001526,0.6494433283805847,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 14.550898551940918}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 12.540203094482422}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 11.610891342163086}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 10.376769065856934}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 3.6196136474609375}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.4946452379226685}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.6577439308166504}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 0.3668562173843384}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.27734091877937317}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.3091990649700165}, {""name"": ""ShiftLeft2"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.2092907726764679}, {""name"": ""GraphRingRW"", ""family"": ""graph"", ""origin"": ""base"", ""coef"": -0.20757918059825897}]",+14.55*MinedResidualSVD0 + +12.54*MinedResidualSVD1 + +11.61*MinedResidualSVD2 + +10.38*MinedResidualSVD3 + +3.62*MinedResidualBlockMean4 + +1.495*MinedResidualToeplitzAvg + +0.6577*MinedResidualBlockMean8 + +0.3669*BlockAvg64 + -0.2773*ShiftLeft8 + -0.3092*MinedResidualBlockMean16 + +0.2093*ShiftLeft2 + -0.2076*GraphRingRW,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt
mod.blocks.5.attn.h0.attention_vo,mod.blocks.5.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6584853529930115,0.6587921380996704,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 78.49063110351562}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 68.5244369506836}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 62.42435073852539}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 61.44245910644531}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 17.06681251525879}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 9.458351135253906}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 1.46824049949646}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -1.747005581855774}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.9551091194152832}, {""name"": ""DiffForward"", ""family"": ""difference"", ""origin"": ""base"", ""coef"": -0.9651769995689392}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.7414491176605225}, {""name"": ""BlockAvg16"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -0.7535831332206726}]",+78.49*MinedResidualSVD0 + +68.52*MinedResidualSVD1 + +62.42*MinedResidualSVD2 + +61.44*MinedResidualSVD3 + +17.07*MinedResidualBlockMean4 + +9.458*MinedResidualToeplitzAvg + +1.468*ShiftLeft8 + -1.747*MinedResidualBlockMean8 + -0.9551*ShiftRight4 + -0.9652*DiffForward + +0.7414*ShiftRight8 + -0.7536*BlockAvg16,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h0.pt
mod.blocks.5.attn.h1.attention_qk,mod.blocks.5.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6092321276664734,0.5963690876960754,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.658143997192383}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.988548755645752}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.6863627433776855}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 5.9715166091918945}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 1.6738313436508179}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 0.7776300311088562}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 0.3991156220436096}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.36029574275016785}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 0.23093076050281525}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 0.15819759666919708}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.13583159446716309}, {""name"": ""ShiftRight8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.12929989397525787}]",+8.658*MinedResidualSVD0 + +6.989*MinedResidualSVD1 + +6.686*MinedResidualSVD2 + +5.972*MinedResidualSVD3 + +1.674*MinedResidualBlockMean4 + +0.7776*MinedResidualToeplitzAvg + +0.3991*Identity + -0.3603*MinedResidualBlockMean8 + +0.2309*MinedResidualBlockMean16 + +0.1582*RampDiag + -0.1358*ShiftLeft1 + +0.1293*ShiftRight8,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h1.pt
mod.blocks.5.attn.h1.attention_vo,mod.blocks.5.attn,attention_vo,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6566596031188965,0.6528767943382263,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 79.88623809814453}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 78.2970962524414}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 71.04796600341797}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 60.967002868652344}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 25.510095596313477}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 9.019410133361816}, {""name"": ""MinedResidualBlockMean8"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -4.185225009918213}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 2.5513408184051514}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -2.8985161781311035}, {""name"": ""BlockAvg8"", ""family"": ""block"", ""origin"": ""base"", ""coef"": 3.70442795753479}, {""name"": ""BlockAvg64"", ""family"": ""block"", ""origin"": ""base"", ""coef"": -2.394690752029419}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -2.1679000854492188}]",+79.89*MinedResidualSVD0 + +78.3*MinedResidualSVD1 + +71.05*MinedResidualSVD2 + +60.97*MinedResidualSVD3 + +25.51*MinedResidualBlockMean4 + +9.019*MinedResidualToeplitzAvg + -4.185*MinedResidualBlockMean8 + +2.551*RampDiag + -2.899*ShiftLeft1 + +3.704*BlockAvg8 + -2.395*BlockAvg64 + -2.168*Identity,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h1.pt
mod.blocks.5.attn.h2.attention_qk,mod.blocks.5.attn,attention_qk,128x128,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7115223407745361,0.7107409238815308,PRIMITIVE_EXPLANATION_WEAK,True,False,"[{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.804466247558594}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 8.144979476928711}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 7.6573076248168945}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 6.839287281036377}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 3.1391706466674805}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 1.2884384393692017}, {""name"": ""Identity"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": 0.6509870886802673}, {""name"": ""MinedResidualBlockMean16"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": -0.38839295506477356}, {""name"": ""ShiftLeft1"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.46840792894363403}, {""name"": ""ShiftRight4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.3805750012397766}, {""name"": ""DCTLow"", ""family"": ""spectral"", ""origin"": ""base"", ""coef"": 0.46782970428466797}, {""name"": ""ShiftLeft4"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": -0.16936571896076202}]",+9.804*MinedResidualSVD0 + +8.145*MinedResidualSVD1 + +7.657*MinedResidualSVD2 + +6.839*MinedResidualSVD3 + +3.139*MinedResidualBlockMean4 + +1.288*MinedResidualToeplitzAvg + +0.651*Identity + -0.3884*MinedResidualBlockMean16 + -0.4684*ShiftLeft1 + -0.3806*ShiftRight4 + +0.4678*DCTLow + -0.1694*ShiftLeft4,Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_5_attn_h2.pt
