objective,module,head,head_id,pair_role,analysis_group,mean_A,mean_write_dot_grad,mean_abs_write_dot_grad,mean_context_grad_norm,mean_value_norm,n_links
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-neutral_hadron,C_Tbl_correct,0.13066449761390686,-0.9109004735946655,0.9109004735946655,0.06066378951072693,152.14683532714844,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,neutral_hadron<-CLS,A_Hqql_correct,0.11131792515516281,0.8323215842247009,0.8323215842247009,0.06262853741645813,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,C_Tbl_correct,0.11523190554645327,-0.7376868676316614,0.7580545694800094,0.05657404040296873,129.49390580919055,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-electron,C_Tbl_correct,0.11842379570007325,-0.684823551774025,0.684823551774025,0.05011392906308174,152.14683532714844,0.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,charged_hadron<-CLS,A_Hqql_correct,0.1251595802605152,0.17537416517734528,0.6273551434278488,0.044372607953846455,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,C_Tbl_correct,0.11068730661645532,-0.5194172128637243,0.6051179899804993,0.056420614477247,104.35622453689575,0.75
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-CLS,B_Hqql_to_Tbl,0.1409662440419197,-0.5568303465843201,0.5568303465843201,0.033509754575788975,152.1468505859375,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,B_Hqql_to_Tbl,0.13107580319046974,-0.5464827045798302,0.5464827045798302,0.035125702153891325,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,B_Hqql_to_Tbl,0.12118536233901978,-0.5361350625753403,0.5361350625753403,0.036741649731993675,152.1468505859375,0.125
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.10697951260954142,-0.46001802757382393,0.46097859367728233,0.03180326451547444,124.43200016021729,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-CLS,A_Hqql_correct,0.13677825685590506,0.20310155831975862,0.41924569819821045,0.0394691510591656,152.1468505859375,1.0
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-electron,C_Tbl_correct,0.102166087884042,-0.3670973045647972,0.4145965531157951,0.05427486656440629,97.98020341661241,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-CLS,A_Hqql_correct,0.12658956460654736,0.17151510156691074,0.41086858324706554,0.03324431413784623,152.1468505859375,0.25
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,D_Tbl_to_Hqql,0.09613037357727687,0.3699465182920297,0.3699465182920297,0.041528635968764625,152.14683532714844,0.375
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,electron<-CLS,A_Hqql_correct,0.1481317887082696,0.13981089217122644,0.3394271865254268,0.039972702506929636,152.1468505859375,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,neutral_hadron<-neutral_hadron,C_Tbl_correct,0.11316964775323868,-0.33837828040122986,0.33837828040122986,0.042365558445453644,102.39977264404297,0.0625
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,muon<-muon,B_Hqql_to_Tbl,0.11334774270653725,-0.3149284925311804,0.33800082840025425,0.031803267542272806,94.4469223022461,0.5
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,D_Tbl_to_Hqql,0.08705408498644829,0.3178957326204649,0.3178957326204649,0.03925160824188164,134.3242075783866,0.4375
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,electron<-CLS,B_Hqql_to_Tbl,0.12314457073807716,-0.29679062962532043,0.29679062962532043,0.032020228914916515,102.39976501464844,0.125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,muon<-muon,C_Tbl_correct,0.10412869105736415,-0.28219974951611626,0.2930474802851677,0.03812389758725961,87.54947408040364,0.5625
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,electron<-electron,C_Tbl_correct,0.10978854149580002,-0.2888393118977547,0.2888393118977547,0.03809923455119133,102.39977264404297,0.3125
signed_hqql_tbl,mod.cls_blocks.0.attn,6,mod.cls_blocks.0.attn.h6,CLS<-CLS,B_Hqql_to_Tbl,0.11842278204858303,-0.26999786868691444,0.26999786868691444,0.03093767026439309,102.39976501464844,0.25
B_tbl_minus_hqql,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,CLS<-muon,B_Hqql_to_Tbl,0.0794881339451032,-0.2638271865725983,0.2650150114080004,0.03534545988908836,79.7159229006086,0.875
signed_hqql_tbl,mod.cls_blocks.0.attn,4,mod.cls_blocks.0.attn.h4,photon<-CLS,A_Hqql_correct,0.13540245592594147,0.262007474899292,0.262007474899292,0.0273737870156765,152.1468505859375,0.0625
signed_hqql_tbl,mod.cls_blocks.1.attn,3,mod.cls_blocks.1.attn.h3,electron<-muon,C_Tbl_correct,0.5,-0.2615002691745758,0.2615002691745758,0.06992216780781746,5.801803350448608,0.125
