objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,2.2103208750486374,2.2103208750486374,14.573028445243835,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,2.2103208750486374,2.2103208750486374,14.573028445243835,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,2.120582941919565,2.5908275842666626,5.536452054977417,0.6580294966697693
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,2.120582941919565,2.5908275842666626,5.536452054977417,0.6580294966697693
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.2223470471799374,1.6171586215496063,3.8576443940401077,0.6580294966697693
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.2223470471799374,1.6171586215496063,3.8576443940401077,0.6580294966697693
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.1326090693473816,1.7826602086424828,11.228345215320587,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.1326090693473816,1.7826602086424828,11.228345215320587,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.5945837209001184,1.4645993113517761,3.7567106783390045,0.6580294966697693
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.5945837209001184,1.4645993113517761,3.7567106783390045,0.6580294966697693
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.5048457998782396,1.6253381930291653,11.850300788879395,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.5048457998782396,1.6253381930291653,11.850300788879395,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.30713481456041336,1.1589805129915476,11.749909073114395,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.30713481456041336,1.1589805129915476,11.749909073114395,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.3071347903460264,1.1589805390685797,11.74990901350975,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.3071347903460264,1.1589805390685797,11.74990901350975,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.21739688236266375,1.4353891238570213,3.6212340593338013,0.6580294966697693
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.21739688236266375,1.4353891238570213,3.6212340593338013,0.6580294966697693
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.2173968767747283,1.4353890717029572,3.6212340742349625,0.6580294966697693
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.2173968767747283,1.4353890717029572,3.6212340742349625,0.6580294966697693
