objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,1.369184548035264,1.5585333779454231,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,1.369184548035264,1.5585333779454231,14.573027908802032,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,1.3212579134851694,1.7022485621273518,5.536451742053032,0.5913786292076111
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,1.3212579134851694,1.7022485621273518,5.536451742053032,0.5913786292076111
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,0.854077972471714,1.2124206982553005,3.8858632892370224,0.5913786292076111
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,0.854077972471714,1.2124206982553005,3.8858632892370224,0.5913786292076111
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,0.8061513528227806,1.350778792053461,12.390793204307556,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,0.8061513528227806,1.350778792053461,12.390793204307556,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.48504170775413513,1.3252850510179996,12.88426125049591,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.48504170775413513,1.3252850510179996,12.88426125049591,0.3535533845424652
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.4850416574627161,1.325285017490387,12.884261429309845,0.3535533845424652
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.4850416574627161,1.325285017490387,12.884261429309845,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5329683390446007,0.9989982731640339,3.9186773002147675,0.5913786292076111
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5329683390446007,0.9989982731640339,3.9186773002147675,0.5913786292076111
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.5329682724550366,0.9989982806146145,3.9186773896217346,0.5913786292076111
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.5329682724550366,0.9989982806146145,3.9186773896217346,0.5913786292076111
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.21980675123631954,1.183193676173687,12.888094007968903,0.3535533845424652
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.21980675123631954,1.183193676173687,12.888094007968903,0.3535533845424652
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.17188014090061188,0.7913431860506535,3.9388221502304077,0.5913786292076111
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.17188014090061188,0.7913431860506535,3.9388221502304077,0.5913786292076111
