patch,layer,group,class_id,class_label,n,base_acc,patch_acc,acc_drop,pred_logit_drop
mask_all_true,input,mask,2,label_Hcc,256,0.58203125,0.0078125,0.57421875,9.597582817077637
feature_channel_zero,input,part_pt_log,2,label_Hcc,256,0.58203125,0.0234375,0.55859375,4.207234859466553
feature_channel_zero,input,part_logerel,2,label_Hcc,256,0.58203125,0.07421875,0.5078125,6.913928031921387
feature_channel_zero,input,part_logptrel,2,label_Hcc,256,0.58203125,0.0859375,0.49609375,5.138510704040527
feature_channel_zero,input,part_isChargedHadron,2,label_Hcc,256,0.58203125,0.17578125,0.40625,2.2497119903564453
particle_topk_mask_zero,particles,top_pt,2,label_Hcc,256,0.58203125,0.25390625,0.328125,4.063978672027588
particle_topk_mask_zero,particles,top_energy,2,label_Hcc,256,0.58203125,0.25390625,0.328125,4.063978672027588
particle_topk_mask_zero,particles,high_deltaR,2,label_Hcc,256,0.58203125,0.25390625,0.328125,4.063978672027588
feature_channel_zero,input,part_deta,2,label_Hcc,256,0.58203125,0.28125,0.30078125,5.485363483428955
feature_channel_zero,input,part_isPhoton,2,label_Hcc,256,0.58203125,0.28515625,0.296875,1.646491289138794
feature_channel_zero,input,part_charge,2,label_Hcc,256,0.58203125,0.30078125,0.28125,1.3084564208984375
feature_channel_zero,input,part_isNeutralHadron,2,label_Hcc,256,0.58203125,0.3515625,0.23046875,1.308668851852417
feature_channel_zero,input,part_deltaR,2,label_Hcc,256,0.58203125,0.35546875,0.2265625,3.368144989013672
feature_channel_zero,input,part_dphi,2,label_Hcc,256,0.58203125,0.359375,0.22265625,3.651404857635498
feature_channel_zero,input,part_e_log,2,label_Hcc,256,0.58203125,0.46875,0.11328125,0.3945314884185791
points_zero,input,all_points,2,label_Hcc,256,0.58203125,0.5390625,0.04296875,1.1069531440734863
feature_channel_zero,input,part_isMuon,2,label_Hcc,256,0.58203125,0.5703125,0.01171875,0.04265210032463074
feature_channel_zero,input,part_isElectron,2,label_Hcc,256,0.58203125,0.57421875,0.0078125,0.10284292697906494
edge_conv_zero,1,edge_conv,3,label_Hgg,256,0.69140625,0.0,0.69140625,318.1755065917969
edge_conv_zero,0,edge_conv,3,label_Hgg,256,0.69140625,0.0,0.69140625,244.0430908203125
features_zero,input,all_features,3,label_Hgg,256,0.69140625,0.0,0.69140625,115.39632415771484
edge_conv_zero,2,edge_conv,3,label_Hgg,256,0.69140625,0.0,0.69140625,17.79022216796875
fc_zero,1,fc,3,label_Hgg,256,0.69140625,0.0,0.69140625,0.21252240240573883
fc_zero,0,fc,3,label_Hgg,256,0.69140625,0.0,0.69140625,0.19718872010707855
feature_channel_zero,input,part_pt_log,3,label_Hgg,256,0.69140625,0.0078125,0.68359375,3.0316076278686523
feature_group_zero,input,pid_charge_5_10,3,label_Hgg,256,0.69140625,0.015625,0.67578125,5.567330360412598
feature_group_zero,input,coords_last2,3,label_Hgg,256,0.69140625,0.01953125,0.671875,23.33031463623047
feature_channel_zero,input,part_dphi,3,label_Hgg,256,0.69140625,0.02734375,0.6640625,4.811249256134033
feature_channel_zero,input,part_deta,3,label_Hgg,256,0.69140625,0.05859375,0.6328125,5.850365161895752
mask_all_true,input,mask,3,label_Hgg,256,0.69140625,0.20703125,0.484375,4.873929977416992
points_zero,input,all_points,3,label_Hgg,256,0.69140625,0.234375,0.45703125,2.1780385971069336
feature_channel_zero,input,part_isChargedHadron,3,label_Hgg,256,0.69140625,0.32421875,0.3671875,1.5825328826904297
feature_channel_zero,input,part_logptrel,3,label_Hgg,256,0.69140625,0.5234375,0.16796875,2.6095328330993652
feature_channel_zero,input,part_deltaR,3,label_Hgg,256,0.69140625,0.5390625,0.15234375,4.532727241516113
feature_channel_zero,input,part_isNeutralHadron,3,label_Hgg,256,0.69140625,0.546875,0.14453125,0.9485577344894409
feature_channel_zero,input,part_isPhoton,3,label_Hgg,256,0.69140625,0.61328125,0.078125,1.5689952373504639
feature_channel_zero,input,part_logerel,3,label_Hgg,256,0.69140625,0.65234375,0.0390625,2.985786199569702
particle_topk_mask_zero,particles,top_pt,3,label_Hgg,256,0.69140625,0.67578125,0.015625,2.0146069526672363
particle_topk_mask_zero,particles,top_energy,3,label_Hgg,256,0.69140625,0.67578125,0.015625,2.0146069526672363
particle_topk_mask_zero,particles,high_deltaR,3,label_Hgg,256,0.69140625,0.67578125,0.015625,2.0146069526672363
feature_channel_zero,input,part_isMuon,3,label_Hgg,256,0.69140625,0.70703125,-0.015625,0.001268493477255106
feature_channel_zero,input,part_isElectron,3,label_Hgg,256,0.69140625,0.72265625,-0.03125,0.038232363760471344
feature_channel_zero,input,part_e_log,3,label_Hgg,256,0.69140625,0.7734375,-0.08203125,0.17774495482444763
feature_channel_zero,input,part_charge,3,label_Hgg,256,0.69140625,0.80078125,-0.109375,1.00469970703125
feature_group_zero,input,kin_logs_0_4,3,label_Hgg,256,0.69140625,0.8359375,-0.14453125,7.102518081665039
edge_conv_zero,1,edge_conv,5,label_Hqql,256,0.95703125,0.0,0.95703125,168.9806365966797
features_zero,input,all_features,5,label_Hqql,256,0.95703125,0.0,0.95703125,108.49929809570312
edge_conv_zero,2,edge_conv,5,label_Hqql,256,0.95703125,0.0,0.95703125,28.821155548095703
fc_zero,0,fc,5,label_Hqql,256,0.95703125,0.0,0.95703125,3.584516763687134
fc_zero,1,fc,5,label_Hqql,256,0.95703125,0.0,0.95703125,3.278132438659668
mask_all_true,input,mask,5,label_Hqql,256,0.95703125,0.015625,0.94140625,11.261409759521484
feature_group_zero,input,kin_logs_0_4,5,label_Hqql,256,0.95703125,0.03515625,0.921875,21.609477996826172
feature_channel_zero,input,part_pt_log,5,label_Hqql,256,0.95703125,0.06640625,0.890625,10.185689926147461
feature_group_zero,input,pid_charge_5_10,5,label_Hqql,256,0.95703125,0.06640625,0.890625,9.204911231994629
feature_group_zero,input,coords_last2,5,label_Hqql,256,0.95703125,0.08984375,0.8671875,41.36870574951172
particle_topk_mask_zero,particles,top_pt,5,label_Hqql,256,0.95703125,0.1640625,0.79296875,14.147808074951172
particle_topk_mask_zero,particles,top_energy,5,label_Hqql,256,0.95703125,0.1640625,0.79296875,14.147808074951172
particle_topk_mask_zero,particles,high_deltaR,5,label_Hqql,256,0.95703125,0.1640625,0.79296875,14.147808074951172
feature_channel_zero,input,part_isElectron,5,label_Hqql,256,0.95703125,0.484375,0.47265625,4.374603271484375
feature_channel_zero,input,part_isMuon,5,label_Hqql,256,0.95703125,0.4921875,0.46484375,4.213708400726318
feature_channel_zero,input,part_logptrel,5,label_Hqql,256,0.95703125,0.54296875,0.4140625,9.576594352722168
feature_channel_zero,input,part_charge,5,label_Hqql,256,0.95703125,0.703125,0.25390625,1.2108206748962402
feature_channel_zero,input,part_deltaR,5,label_Hqql,256,0.95703125,0.8046875,0.15234375,1.733888030052185
feature_channel_zero,input,part_dphi,5,label_Hqql,256,0.95703125,0.8203125,0.13671875,4.74050760269165
feature_channel_zero,input,part_deta,5,label_Hqql,256,0.95703125,0.82421875,0.1328125,6.394940376281738
feature_channel_zero,input,part_isChargedHadron,5,label_Hqql,256,0.95703125,0.87890625,0.078125,0.9723404049873352
feature_channel_zero,input,part_isPhoton,5,label_Hqql,256,0.95703125,0.89453125,0.0625,0.5864868760108948
feature_channel_zero,input,part_isNeutralHadron,5,label_Hqql,256,0.95703125,0.92578125,0.03125,0.3195570707321167
feature_channel_zero,input,part_logerel,5,label_Hqql,256,0.95703125,0.9375,0.01953125,4.13749361038208
feature_channel_zero,input,part_e_log,5,label_Hqql,256,0.95703125,0.94921875,0.0078125,0.23085270822048187
points_zero,input,all_points,5,label_Hqql,256,0.95703125,0.95703125,0.0,1.0586200952529907
edge_conv_zero,0,edge_conv,5,label_Hqql,256,0.95703125,1.0,-0.04296875,217.90011596679688
edge_conv_zero,1,edge_conv,0,label_QCD,256,0.69921875,0.0,0.69921875,253.5277099609375
edge_conv_zero,0,edge_conv,0,label_QCD,256,0.69921875,0.0,0.69921875,233.35833740234375
fc_zero,0,fc,0,label_QCD,256,0.69921875,0.0,0.69921875,-0.9573774337768555
features_zero,input,all_features,0,label_QCD,256,0.69921875,0.015625,0.68359375,89.95417022705078
feature_group_zero,input,kin_logs_0_4,0,label_QCD,256,0.69921875,0.01953125,0.6796875,9.91988754272461
feature_channel_zero,input,part_logptrel,0,label_QCD,256,0.69921875,0.08203125,0.6171875,5.765862941741943
feature_channel_zero,input,part_logerel,0,label_QCD,256,0.69921875,0.5,0.19921875,2.0349183082580566
particle_topk_mask_zero,particles,top_pt,0,label_QCD,256,0.69921875,0.59375,0.10546875,2.3254222869873047
particle_topk_mask_zero,particles,top_energy,0,label_QCD,256,0.69921875,0.59375,0.10546875,2.3254222869873047
particle_topk_mask_zero,particles,high_deltaR,0,label_QCD,256,0.69921875,0.59375,0.10546875,2.3254222869873047
feature_channel_zero,input,part_deta,0,label_QCD,256,0.69921875,0.6171875,0.08203125,7.796854019165039
feature_channel_zero,input,part_e_log,0,label_QCD,256,0.69921875,0.640625,0.05859375,0.3655497431755066
feature_channel_zero,input,part_dphi,0,label_QCD,256,0.69921875,0.6484375,0.05078125,3.9927759170532227
feature_channel_zero,input,part_isChargedHadron,0,label_QCD,256,0.69921875,0.671875,0.02734375,0.38392093777656555
points_zero,input,all_points,0,label_QCD,256,0.69921875,0.68359375,0.015625,0.6519920229911804
feature_channel_zero,input,part_isNeutralHadron,0,label_QCD,256,0.69921875,0.6953125,0.00390625,0.027038846164941788
feature_channel_zero,input,part_isMuon,0,label_QCD,256,0.69921875,0.703125,-0.00390625,0.001882101409137249
feature_channel_zero,input,part_isElectron,0,label_QCD,256,0.69921875,0.703125,-0.00390625,0.0017049179878085852
feature_channel_zero,input,part_deltaR,0,label_QCD,256,0.69921875,0.76171875,-0.0625,6.298198699951172
mask_all_true,input,mask,0,label_QCD,256,0.69921875,0.83203125,-0.1328125,4.4480791091918945
feature_channel_zero,input,part_isPhoton,0,label_QCD,256,0.69921875,0.8359375,-0.13671875,0.19055131077766418
feature_channel_zero,input,part_charge,0,label_QCD,256,0.69921875,0.84765625,-0.1484375,0.2626802623271942
feature_group_zero,input,pid_charge_5_10,0,label_QCD,256,0.69921875,0.859375,-0.16015625,2.354522705078125
feature_group_zero,input,coords_last2,0,label_QCD,256,0.69921875,0.87109375,-0.171875,42.48316192626953
feature_channel_zero,input,part_pt_log,0,label_QCD,256,0.69921875,0.921875,-0.22265625,0.8425689935684204
edge_conv_zero,2,edge_conv,0,label_QCD,256,0.69921875,1.0,-0.30078125,16.25732421875
fc_zero,1,fc,0,label_QCD,256,0.69921875,1.0,-0.30078125,-1.1036365032196045
edge_conv_zero,0,edge_conv,9,label_Tbl,256,0.96875,0.0,0.96875,253.63870239257812
edge_conv_zero,2,edge_conv,9,label_Tbl,256,0.96875,0.0,0.96875,29.05252456665039
feature_group_zero,input,kin_logs_0_4,9,label_Tbl,256,0.96875,0.0,0.96875,23.6708984375
fc_zero,0,fc,9,label_Tbl,256,0.96875,0.0,0.96875,3.834301233291626
fc_zero,1,fc,9,label_Tbl,256,0.96875,0.0,0.96875,3.172295570373535
feature_group_zero,input,pid_charge_5_10,9,label_Tbl,256,0.96875,0.015625,0.953125,10.731734275817871
feature_group_zero,input,coords_last2,9,label_Tbl,256,0.96875,0.0625,0.90625,53.26121139526367
feature_channel_zero,input,part_pt_log,9,label_Tbl,256,0.96875,0.08203125,0.88671875,9.417491912841797
particle_topk_mask_zero,particles,top_pt,9,label_Tbl,256,0.96875,0.109375,0.859375,16.55495834350586
particle_topk_mask_zero,particles,top_energy,9,label_Tbl,256,0.96875,0.109375,0.859375,16.55495834350586
particle_topk_mask_zero,particles,high_deltaR,9,label_Tbl,256,0.96875,0.109375,0.859375,16.55495834350586
feature_channel_zero,input,part_isMuon,9,label_Tbl,256,0.96875,0.515625,0.453125,4.337235927581787
feature_channel_zero,input,part_isElectron,9,label_Tbl,256,0.96875,0.55078125,0.41796875,3.825214385986328
feature_channel_zero,input,part_logerel,9,label_Tbl,256,0.96875,0.76171875,0.20703125,6.401162624359131
feature_channel_zero,input,part_deta,9,label_Tbl,256,0.96875,0.76953125,0.19921875,9.481603622436523
mask_all_true,input,mask,9,label_Tbl,256,0.96875,0.8125,0.15625,11.17680835723877
feature_channel_zero,input,part_dphi,9,label_Tbl,256,0.96875,0.86328125,0.10546875,3.452115058898926
points_zero,input,all_points,9,label_Tbl,256,0.96875,0.921875,0.046875,1.0107229948043823
feature_channel_zero,input,part_logptrel,9,label_Tbl,256,0.96875,0.9375,0.03125,7.052618980407715
features_zero,input,all_features,9,label_Tbl,256,0.96875,0.94140625,0.02734375,59.8013916015625
feature_channel_zero,input,part_e_log,9,label_Tbl,256,0.96875,0.9609375,0.0078125,0.41944223642349243
feature_channel_zero,input,part_isPhoton,9,label_Tbl,256,0.96875,0.9609375,0.0078125,-0.017249010503292084
feature_channel_zero,input,part_deltaR,9,label_Tbl,256,0.96875,0.96484375,0.00390625,0.7207825779914856
feature_channel_zero,input,part_isNeutralHadron,9,label_Tbl,256,0.96875,0.96484375,0.00390625,-0.07355833053588867
feature_channel_zero,input,part_isChargedHadron,9,label_Tbl,256,0.96875,0.97265625,-0.00390625,0.09504237771034241
edge_conv_zero,1,edge_conv,9,label_Tbl,256,0.96875,1.0,-0.03125,156.79959106445312
feature_channel_zero,input,part_charge,9,label_Tbl,256,0.96875,1.0,-0.03125,-0.5332366228103638
edge_conv_zero,1,edge_conv,8,label_Tbqq,256,0.90625,0.0,0.90625,243.22610473632812
edge_conv_zero,0,edge_conv,8,label_Tbqq,256,0.90625,0.0,0.90625,229.42501831054688
features_zero,input,all_features,8,label_Tbqq,256,0.90625,0.0,0.90625,131.7896728515625
feature_group_zero,input,coords_last2,8,label_Tbqq,256,0.90625,0.0,0.90625,33.63300323486328
edge_conv_zero,2,edge_conv,8,label_Tbqq,256,0.90625,0.0,0.90625,25.35434913635254
feature_group_zero,input,kin_logs_0_4,8,label_Tbqq,256,0.90625,0.0,0.90625,17.2216739654541
fc_zero,1,fc,8,label_Tbqq,256,0.90625,0.0,0.90625,0.9929030537605286
mask_all_true,input,mask,8,label_Tbqq,256,0.90625,0.01171875,0.89453125,8.22291374206543
feature_group_zero,input,pid_charge_5_10,8,label_Tbqq,256,0.90625,0.0390625,0.8671875,5.612161636352539
feature_channel_zero,input,part_deltaR,8,label_Tbqq,256,0.90625,0.11328125,0.79296875,6.456090450286865
feature_channel_zero,input,part_pt_log,8,label_Tbqq,256,0.90625,0.23828125,0.66796875,2.7132463455200195
feature_channel_zero,input,part_deta,8,label_Tbqq,256,0.90625,0.671875,0.234375,4.140785217285156
feature_channel_zero,input,part_dphi,8,label_Tbqq,256,0.90625,0.73828125,0.16796875,2.9884626865386963
feature_channel_zero,input,part_charge,8,label_Tbqq,256,0.90625,0.73828125,0.16796875,1.1433582305908203
particle_topk_mask_zero,particles,top_pt,8,label_Tbqq,256,0.90625,0.765625,0.140625,3.380680561065674
particle_topk_mask_zero,particles,top_energy,8,label_Tbqq,256,0.90625,0.765625,0.140625,3.380680561065674
particle_topk_mask_zero,particles,high_deltaR,8,label_Tbqq,256,0.90625,0.765625,0.140625,3.380680561065674
feature_channel_zero,input,part_isPhoton,8,label_Tbqq,256,0.90625,0.7734375,0.1328125,1.176572561264038
feature_channel_zero,input,part_isChargedHadron,8,label_Tbqq,256,0.90625,0.80078125,0.10546875,1.3526281118392944
points_zero,input,all_points,8,label_Tbqq,256,0.90625,0.80859375,0.09765625,2.5691285133361816
feature_channel_zero,input,part_logptrel,8,label_Tbqq,256,0.90625,0.8515625,0.0546875,2.2352139949798584
feature_channel_zero,input,part_e_log,8,label_Tbqq,256,0.90625,0.8671875,0.0390625,0.459401398897171
feature_channel_zero,input,part_isElectron,8,label_Tbqq,256,0.90625,0.88671875,0.01953125,0.0422612726688385
feature_channel_zero,input,part_isMuon,8,label_Tbqq,256,0.90625,0.890625,0.015625,0.046858713030815125
feature_channel_zero,input,part_isNeutralHadron,8,label_Tbqq,256,0.90625,0.89453125,0.01171875,0.6245525479316711
feature_channel_zero,input,part_logerel,8,label_Tbqq,256,0.90625,0.92578125,-0.01953125,3.2573089599609375
fc_zero,0,fc,8,label_Tbqq,256,0.90625,1.0,-0.09375,0.21985873579978943
edge_conv_zero,0,edge_conv,7,label_Wqq,256,0.73046875,0.0,0.73046875,239.612060546875
edge_conv_zero,1,edge_conv,7,label_Wqq,256,0.73046875,0.0,0.73046875,214.72500610351562
features_zero,input,all_features,7,label_Wqq,256,0.73046875,0.0,0.73046875,106.17837524414062
edge_conv_zero,2,edge_conv,7,label_Wqq,256,0.73046875,0.0,0.73046875,20.167892456054688
feature_group_zero,input,kin_logs_0_4,7,label_Wqq,256,0.73046875,0.0,0.73046875,13.555974960327148
mask_all_true,input,mask,7,label_Wqq,256,0.73046875,0.0,0.73046875,9.517032623291016
fc_zero,0,fc,7,label_Wqq,256,0.73046875,0.0,0.73046875,0.43390676379203796
fc_zero,1,fc,7,label_Wqq,256,0.73046875,0.0,0.73046875,0.2521745264530182
feature_channel_zero,input,part_logptrel,7,label_Wqq,256,0.73046875,0.01171875,0.71875,10.227063179016113
feature_group_zero,input,coords_last2,7,label_Wqq,256,0.73046875,0.01953125,0.7109375,36.46061706542969
feature_group_zero,input,pid_charge_5_10,7,label_Wqq,256,0.73046875,0.04296875,0.6875,4.705399990081787
feature_channel_zero,input,part_pt_log,7,label_Wqq,256,0.73046875,0.109375,0.62109375,5.108539581298828
feature_channel_zero,input,part_logerel,7,label_Wqq,256,0.73046875,0.1171875,0.61328125,5.041200637817383
feature_channel_zero,input,part_isChargedHadron,7,label_Wqq,256,0.73046875,0.296875,0.43359375,1.1381568908691406
feature_channel_zero,input,part_deltaR,7,label_Wqq,256,0.73046875,0.390625,0.33984375,3.9035983085632324
feature_channel_zero,input,part_isPhoton,7,label_Wqq,256,0.73046875,0.40625,0.32421875,0.7251144647598267
feature_channel_zero,input,part_dphi,7,label_Wqq,256,0.73046875,0.42578125,0.3046875,4.834094047546387
feature_channel_zero,input,part_deta,7,label_Wqq,256,0.73046875,0.46484375,0.265625,6.845438003540039
particle_topk_mask_zero,particles,top_pt,7,label_Wqq,256,0.73046875,0.46484375,0.265625,3.991424798965454
particle_topk_mask_zero,particles,top_energy,7,label_Wqq,256,0.73046875,0.46484375,0.265625,3.991424798965454
particle_topk_mask_zero,particles,high_deltaR,7,label_Wqq,256,0.73046875,0.46484375,0.265625,3.991424798965454
feature_channel_zero,input,part_isNeutralHadron,7,label_Wqq,256,0.73046875,0.49609375,0.234375,0.5424048900604248
feature_channel_zero,input,part_charge,7,label_Wqq,256,0.73046875,0.6171875,0.11328125,0.510032057762146
points_zero,input,all_points,7,label_Wqq,256,0.73046875,0.71484375,0.015625,0.6330212354660034
feature_channel_zero,input,part_isMuon,7,label_Wqq,256,0.73046875,0.7265625,0.00390625,-0.0005282415077090263
feature_channel_zero,input,part_isElectron,7,label_Wqq,256,0.73046875,0.7421875,-0.01171875,-0.00874393992125988
feature_channel_zero,input,part_e_log,7,label_Wqq,256,0.73046875,0.79296875,-0.0625,0.3340442478656769
edge_conv_zero,1,edge_conv,6,label_Zqq,256,0.609375,0.0,0.609375,259.6505126953125
edge_conv_zero,0,edge_conv,6,label_Zqq,256,0.609375,0.0,0.609375,244.26675415039062
features_zero,input,all_features,6,label_Zqq,256,0.609375,0.0,0.609375,111.49711608886719
edge_conv_zero,2,edge_conv,6,label_Zqq,256,0.609375,0.0,0.609375,19.67477798461914
feature_channel_zero,input,part_logptrel,6,label_Zqq,256,0.609375,0.0,0.609375,9.104516983032227
feature_group_zero,input,pid_charge_5_10,6,label_Zqq,256,0.609375,0.0,0.609375,5.430583953857422
fc_zero,0,fc,6,label_Zqq,256,0.609375,0.0,0.609375,0.3453559875488281
fc_zero,1,fc,6,label_Zqq,256,0.609375,0.0,0.609375,0.20545144379138947
feature_group_zero,input,kin_logs_0_4,6,label_Zqq,256,0.609375,0.0078125,0.6015625,12.860217094421387
feature_channel_zero,input,part_pt_log,6,label_Zqq,256,0.609375,0.03125,0.578125,4.787045478820801
mask_all_true,input,mask,6,label_Zqq,256,0.609375,0.07421875,0.53515625,8.630620956420898
feature_channel_zero,input,part_logerel,6,label_Zqq,256,0.609375,0.08984375,0.51953125,5.328495025634766
feature_group_zero,input,coords_last2,6,label_Zqq,256,0.609375,0.13671875,0.47265625,33.09426498413086
feature_channel_zero,input,part_charge,6,label_Zqq,256,0.609375,0.21484375,0.39453125,1.210854411125183
particle_topk_mask_zero,particles,top_pt,6,label_Zqq,256,0.609375,0.25390625,0.35546875,4.071472644805908
particle_topk_mask_zero,particles,top_energy,6,label_Zqq,256,0.609375,0.25390625,0.35546875,4.071472644805908
particle_topk_mask_zero,particles,high_deltaR,6,label_Zqq,256,0.609375,0.25390625,0.35546875,4.071472644805908
feature_channel_zero,input,part_deltaR,6,label_Zqq,256,0.609375,0.33984375,0.26953125,4.275452613830566
feature_channel_zero,input,part_isPhoton,6,label_Zqq,256,0.609375,0.36328125,0.24609375,1.2368741035461426
