objective,module,module_type,tensor,analysis_group,n,mean_score,mean_abs_score,mean_act_norm,mean_grad_norm
signed_hqql_tbl,mod.fc.0,Linear,output,A_Hqql_correct,16,0.28970151487737894,0.6776411980390549,12.244611382484436,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,A_Hqql_correct,16,0.28970151487737894,0.6776411980390549,12.244611382484436,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,output,C_Tbl_correct,16,0.16846323013305664,0.9336501695215702,11.585621297359467,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,C_Tbl_correct,16,0.16846323013305664,0.9336501695215702,11.585621297359467,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,A_Hqql_correct,16,0.25573989283293486,0.42511471454054117,4.286255344748497,0.2914668023586273
signed_hqql_tbl,mod.fc,Sequential,input,A_Hqql_correct,16,0.25573989283293486,0.42511471454054117,4.286255344748497,0.2914668023586273
signed_hqql_tbl,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.10497656743973494,0.9386284798383713,12.138426423072815,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.10497656743973494,0.9386284798383713,12.138426423072815,0.1767766922712326
B_tbl_minus_hqql,mod.fc.0,Linear,output,B_Hqql_to_Tbl,16,0.10497652739286423,0.9386284612119198,12.138426423072815,0.1767766922712326
B_tbl_minus_hqql,mod.fc,Sequential,output,B_Hqql_to_Tbl,16,0.10497652739286423,0.9386284612119198,12.138426423072815,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,C_Tbl_correct,16,0.20242484658956528,0.372240437194705,4.215883553028107,0.2914668023586273
signed_hqql_tbl,mod.fc,Sequential,input,C_Tbl_correct,16,0.20242484658956528,0.372240437194705,4.215883553028107,0.2914668023586273
signed_hqql_tbl,mod.fc.0,Linear,output,D_Tbl_to_Hqql,16,0.13024552259594202,0.7121782302856445,11.651810765266418,0.1767766922712326
signed_hqql_tbl,mod.fc,Sequential,output,D_Tbl_to_Hqql,16,0.13024552259594202,0.7121782302856445,11.651810765266418,0.1767766922712326
signed_hqql_tbl,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.13893817132338881,0.35610603727400303,4.513766348361969,0.2914668023586273
signed_hqql_tbl,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.13893817132338881,0.35610603727400303,4.513766348361969,0.2914668023586273
B_tbl_minus_hqql,mod.fc.0,Linear,input,B_Hqql_to_Tbl,16,0.13893812033347785,0.35610600374639034,4.513766393065453,0.2914668023586273
B_tbl_minus_hqql,mod.fc,Sequential,input,B_Hqql_to_Tbl,16,0.13893812033347785,0.35610600374639034,4.513766393065453,0.2914668023586273
signed_hqql_tbl,mod.fc.0,Linear,input,D_Tbl_to_Hqql,16,0.09628389740828425,0.2816871711984277,3.8750851154327393,0.2914668023586273
signed_hqql_tbl,mod.fc,Sequential,input,D_Tbl_to_Hqql,16,0.09628389740828425,0.2816871711984277,3.8750851154327393,0.2914668023586273
