patch,layer,group,class_id,class_label,n,base_acc,patch_acc,acc_drop,pred_logit_drop
edge_channel_head_zero,1,ch16:32,4,label_H4q,256,0.78125,0.52734375,0.25390625,10.045076370239258
edge_channel_head_zero,1,ch112:128,4,label_H4q,256,0.78125,0.6171875,0.1640625,4.6334147453308105
edge_channel_head_zero,2,ch224:256,4,label_H4q,256,0.78125,0.7890625,-0.0078125,4.376767635345459
edge_channel_head_zero,0,ch40:48,4,label_H4q,256,0.78125,0.6796875,0.1015625,3.793034553527832
edge_channel_head_zero,0,ch24:32,4,label_H4q,256,0.78125,0.5859375,0.1953125,3.37392520904541
edge_channel_head_zero,2,ch0:32,4,label_H4q,256,0.78125,0.16796875,0.61328125,2.432487964630127
edge_channel_head_zero,0,ch48:56,4,label_H4q,256,0.78125,0.44140625,0.33984375,2.011812210083008
edge_channel_head_zero,1,ch96:112,4,label_H4q,256,0.78125,0.78515625,-0.00390625,1.5644829273223877
edge_channel_head_zero,0,ch56:64,4,label_H4q,256,0.78125,0.421875,0.359375,1.0004119873046875
edge_channel_head_zero,2,ch64:96,4,label_H4q,256,0.78125,0.77734375,0.00390625,0.9702052474021912
edge_channel_head_zero,1,ch64:80,4,label_H4q,256,0.78125,0.65234375,0.12890625,0.9435347318649292
edge_channel_head_zero,0,ch8:16,4,label_H4q,256,0.78125,0.8359375,-0.0546875,0.76324862241745
edge_channel_head_zero,0,ch16:24,4,label_H4q,256,0.78125,0.95703125,-0.17578125,0.6480962634086609
edge_channel_head_zero,1,ch48:64,4,label_H4q,256,0.78125,0.8046875,-0.0234375,0.5840528011322021
edge_channel_head_zero,0,ch32:40,4,label_H4q,256,0.78125,0.77734375,0.00390625,0.34102147817611694
edge_channel_head_zero,2,ch128:160,4,label_H4q,256,0.78125,0.74609375,0.03515625,0.3166743218898773
edge_channel_head_zero,2,ch96:128,4,label_H4q,256,0.78125,0.76953125,0.01171875,0.3102681040763855
edge_channel_head_zero,2,ch160:192,4,label_H4q,256,0.78125,0.8046875,-0.0234375,0.2800060510635376
edge_channel_head_zero,1,ch80:96,4,label_H4q,256,0.78125,0.86328125,-0.08203125,-0.2635917663574219
edge_channel_head_zero,2,ch32:64,4,label_H4q,256,0.78125,0.72265625,0.05859375,0.2375127226114273
edge_channel_head_zero,2,ch192:224,4,label_H4q,256,0.78125,0.71875,0.0625,0.19381529092788696
edge_channel_head_zero,0,ch0:8,4,label_H4q,256,0.78125,0.91015625,-0.12890625,0.1833641529083252
edge_channel_head_zero,1,ch32:48,4,label_H4q,256,0.78125,0.89453125,-0.11328125,-0.17707523703575134
edge_channel_head_zero,1,ch0:16,4,label_H4q,256,0.78125,0.8828125,-0.1015625,-0.10182945430278778
edge_channel_head_zero,1,ch16:32,1,label_Hbb,256,0.6484375,0.2578125,0.390625,14.344587326049805
edge_channel_head_zero,2,ch224:256,1,label_Hbb,256,0.6484375,0.59375,0.0546875,6.441814422607422
edge_channel_head_zero,1,ch112:128,1,label_Hbb,256,0.6484375,0.6328125,0.015625,4.739554405212402
edge_channel_head_zero,0,ch40:48,1,label_Hbb,256,0.6484375,0.6875,-0.0390625,3.753296375274658
edge_channel_head_zero,0,ch24:32,1,label_Hbb,256,0.6484375,0.50390625,0.14453125,3.655393123626709
edge_channel_head_zero,0,ch8:16,1,label_Hbb,256,0.6484375,0.71875,-0.0703125,2.090907096862793
edge_channel_head_zero,2,ch64:96,1,label_Hbb,256,0.6484375,0.64453125,0.00390625,2.062224864959717
edge_channel_head_zero,0,ch48:56,1,label_Hbb,256,0.6484375,0.3828125,0.265625,1.6747808456420898
edge_channel_head_zero,0,ch0:8,1,label_Hbb,256,0.6484375,0.3984375,0.25,1.2685601711273193
edge_channel_head_zero,0,ch16:24,1,label_Hbb,256,0.6484375,0.55078125,0.09765625,1.1787631511688232
edge_channel_head_zero,1,ch96:112,1,label_Hbb,256,0.6484375,0.81640625,-0.16796875,0.8001281023025513
edge_channel_head_zero,2,ch0:32,1,label_Hbb,256,0.6484375,0.625,0.0234375,0.6631250977516174
edge_channel_head_zero,0,ch32:40,1,label_Hbb,256,0.6484375,0.58203125,0.06640625,0.6087195873260498
edge_channel_head_zero,2,ch128:160,1,label_Hbb,256,0.6484375,0.58984375,0.05859375,0.5976053476333618
edge_channel_head_zero,2,ch160:192,1,label_Hbb,256,0.6484375,0.62109375,0.02734375,0.5493574738502502
edge_channel_head_zero,1,ch32:48,1,label_Hbb,256,0.6484375,0.60546875,0.04296875,0.4148196280002594
edge_channel_head_zero,1,ch48:64,1,label_Hbb,256,0.6484375,0.72265625,-0.07421875,0.3733048737049103
edge_channel_head_zero,0,ch56:64,1,label_Hbb,256,0.6484375,0.78125,-0.1328125,0.30701151490211487
edge_channel_head_zero,1,ch0:16,1,label_Hbb,256,0.6484375,0.66015625,-0.01171875,0.215327188372612
edge_channel_head_zero,1,ch80:96,1,label_Hbb,256,0.6484375,0.5625,0.0859375,-0.2045593410730362
edge_channel_head_zero,2,ch96:128,1,label_Hbb,256,0.6484375,0.515625,0.1328125,0.09313150495290756
edge_channel_head_zero,2,ch32:64,1,label_Hbb,256,0.6484375,0.65234375,-0.00390625,-0.09041480720043182
edge_channel_head_zero,1,ch64:80,1,label_Hbb,256,0.6484375,0.62890625,0.01953125,0.07394734025001526
edge_channel_head_zero,2,ch192:224,1,label_Hbb,256,0.6484375,0.66015625,-0.01171875,0.05342545360326767
edge_channel_head_zero,1,ch16:32,2,label_Hcc,256,0.58203125,0.1875,0.39453125,12.504634857177734
edge_channel_head_zero,2,ch224:256,2,label_Hcc,256,0.58203125,0.51953125,0.0625,5.724874496459961
edge_channel_head_zero,1,ch112:128,2,label_Hcc,256,0.58203125,0.32421875,0.2578125,4.386124610900879
edge_channel_head_zero,0,ch40:48,2,label_Hcc,256,0.58203125,0.29296875,0.2890625,3.823075771331787
edge_channel_head_zero,0,ch24:32,2,label_Hcc,256,0.58203125,0.23828125,0.34375,3.5841736793518066
edge_channel_head_zero,0,ch8:16,2,label_Hcc,256,0.58203125,0.16015625,0.421875,2.3408737182617188
edge_channel_head_zero,2,ch64:96,2,label_Hcc,256,0.58203125,0.5703125,0.01171875,2.018846035003662
edge_channel_head_zero,0,ch48:56,2,label_Hcc,256,0.58203125,0.34375,0.23828125,1.7807731628417969
edge_channel_head_zero,0,ch0:8,2,label_Hcc,256,0.58203125,0.4453125,0.13671875,1.5474436283111572
edge_channel_head_zero,0,ch16:24,2,label_Hcc,256,0.58203125,0.33984375,0.2421875,1.2524349689483643
edge_channel_head_zero,1,ch96:112,2,label_Hcc,256,0.58203125,0.25390625,0.328125,1.1874175071716309
edge_channel_head_zero,0,ch32:40,2,label_Hcc,256,0.58203125,0.4375,0.14453125,0.7633847594261169
edge_channel_head_zero,2,ch160:192,2,label_Hcc,256,0.58203125,0.5546875,0.02734375,0.6458257436752319
edge_channel_head_zero,2,ch0:32,2,label_Hcc,256,0.58203125,0.72265625,-0.140625,0.5771156549453735
edge_channel_head_zero,2,ch128:160,2,label_Hcc,256,0.58203125,0.50390625,0.078125,0.5469643473625183
edge_channel_head_zero,1,ch48:64,2,label_Hcc,256,0.58203125,0.5078125,0.07421875,0.5099095106124878
edge_channel_head_zero,2,ch32:64,2,label_Hcc,256,0.58203125,0.30078125,0.28125,0.5021218061447144
edge_channel_head_zero,0,ch56:64,2,label_Hcc,256,0.58203125,0.3359375,0.24609375,0.4827772378921509
edge_channel_head_zero,1,ch32:48,2,label_Hcc,256,0.58203125,0.58203125,0.0,0.45404529571533203
edge_channel_head_zero,1,ch64:80,2,label_Hcc,256,0.58203125,0.58984375,-0.0078125,0.41020965576171875
edge_channel_head_zero,1,ch0:16,2,label_Hcc,256,0.58203125,0.44921875,0.1328125,0.35598936676979065
edge_channel_head_zero,2,ch96:128,2,label_Hcc,256,0.58203125,0.66015625,-0.078125,0.21860027313232422
edge_channel_head_zero,2,ch192:224,2,label_Hcc,256,0.58203125,0.609375,-0.02734375,0.0311747919768095
edge_channel_head_zero,1,ch80:96,2,label_Hcc,256,0.58203125,0.609375,-0.02734375,0.00405675545334816
edge_channel_head_zero,1,ch16:32,3,label_Hgg,256,0.69140625,0.34765625,0.34375,9.956931114196777
edge_channel_head_zero,1,ch112:128,3,label_Hgg,256,0.69140625,0.6171875,0.07421875,4.518709182739258
edge_channel_head_zero,2,ch224:256,3,label_Hgg,256,0.69140625,0.7734375,-0.08203125,3.9664382934570312
edge_channel_head_zero,0,ch24:32,3,label_Hgg,256,0.69140625,0.4921875,0.19921875,3.394850254058838
edge_channel_head_zero,0,ch40:48,3,label_Hgg,256,0.69140625,0.72265625,-0.03125,3.1007134914398193
edge_channel_head_zero,0,ch16:24,3,label_Hgg,256,0.69140625,0.2421875,0.44921875,1.8032011985778809
edge_channel_head_zero,2,ch0:32,3,label_Hgg,256,0.69140625,0.390625,0.30078125,1.6845309734344482
edge_channel_head_zero,0,ch8:16,3,label_Hgg,256,0.69140625,0.46484375,0.2265625,1.6808441877365112
edge_channel_head_zero,0,ch48:56,3,label_Hgg,256,0.69140625,0.8046875,-0.11328125,1.5961352586746216
edge_channel_head_zero,2,ch64:96,3,label_Hgg,256,0.69140625,0.70703125,-0.015625,1.4678593873977661
edge_channel_head_zero,1,ch96:112,3,label_Hgg,256,0.69140625,0.5390625,0.15234375,1.3859961032867432
edge_channel_head_zero,0,ch56:64,3,label_Hgg,256,0.69140625,0.65625,0.03515625,0.8430692553520203
edge_channel_head_zero,1,ch48:64,3,label_Hgg,256,0.69140625,0.6015625,0.08984375,0.5995314717292786
edge_channel_head_zero,0,ch0:8,3,label_Hgg,256,0.69140625,0.3359375,0.35546875,0.5984662771224976
edge_channel_head_zero,2,ch160:192,3,label_Hgg,256,0.69140625,0.69921875,-0.0078125,0.5743285417556763
