patch,layer,group,delta_pred_logit,kl,top1_match,base_acc,patch_acc,mean_jaccard_with_top_pt
particle_top8_mask_zero,particles,top_pt,5.623776912689209,2.17995285987854,0.5179687738418579,0.7574219107627869,0.4488281309604645,1.0
particle_top8_mask_zero,particles,top_energy,5.60750150680542,2.1730926036834717,0.5191406607627869,0.7574219107627869,0.44843751192092896,0.9434760205072704
particle_top8_mask_zero,particles,wide_angle_high_dr,0.6982347369194031,0.2928631007671356,0.852343738079071,0.7574219107627869,0.6953125,0.006085069444444444
particle_top8_mask_zero,particles,core_low_dr,1.21626877784729,0.5133206248283386,0.8578125238418579,0.7574219107627869,0.6949219107627869,0.07494610424297923
particle_top8_mask_zero,particles,random_control,0.39707234501838684,0.18699869513511658,0.893359363079071,0.7574219107627869,0.7250000238418579,0.03280849358974359
